min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
6237,597992,17600.119166666667,9063.0,25751.49999999999,296329.95,46332.06677834801,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
5849,724667,13103.541666666666,8675.0,19655.19999999999,72607.58,36544.45064078262,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
6080,316399,10420.759166666667,8186.0,16241.449999999995,65797.41,14303.448047510527,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
5212,726030,18115.919583333332,7735.0,48778.849999999846,245968.93999999837,49830.093117084216,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
5211,319650,11906.40125,7659.0,23561.799999999894,118772.64999999998,19231.581940809803,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
5167,573901,15843.936666666666,7480.0,42540.44999999999,223465.7199999991,40295.37098622688,40.0,40.0,2400,target_rps40.00_iter03_rps40.00_lat.csv
4872,631762,43349.79407842091,12051.0,167197.79999999993,359722.07999999996,68181.90273696947,60.0,62.48,3749,target_rps60.00_iter01_rps62.48_lat.csv
4799,826539,48499.296345692186,16113.0,183533.19999999998,371637.31999999995,75773.13360399613,60.0,62.48,3749,target_rps60.00_iter02_rps62.48_lat.csv
4591,987539,47709.30736392743,10906.5,201109.5499999995,448933.44999999594,88001.78524312466,60.0,62.47,3748,target_rps60.00_iter03_rps62.47_lat.csv
4537,813622,81366.45496489468,52095.0,265517.40000000014,487054.63999999943,96425.34239334725,80.0,83.08,4985,target_rps80.00_iter01_rps83.08_lat.csv
4646,752719,77245.40945674044,50082.0,250215.75,432456.1000000004,87309.39742388953,80.0,82.83,4970,target_rps80.00_iter02_rps82.83_lat.csv
4761,541509,68281.95391705069,44193.0,214978.0,379004.10000000184,76966.1988766928,80.0,83.18,4991,target_rps80.00_iter03_rps83.18_lat.csv
4647,1911808,94878.87784852547,65082.0,288510.04999999993,467587.1999999999,99197.06990850401,100.0,99.47,5968,target_rps100.00_iter01_rps99.47_lat.csv
4938,1210581,101569.52085776512,66808.0,312155.9999999998,620665.7599999998,119483.76408866908,100.0,99.48,5969,target_rps100.00_iter02_rps99.48_lat.csv
4620,1633839,102699.71536397182,75276.0,288515.25,503540.44000000024,106753.3138639291,100.0,99.37,5962,target_rps100.00_iter03_rps99.37_lat.csv
4702,2081035,187193.1178223185,115207.0,596797.5499999999,1510710.420000001,253261.72826295975,120.0,123.07,7384,target_rps120.00_iter01_rps123.07_lat.csv
4611,1381494,151828.08177885914,107876.5,455795.94999999966,774245.6999999988,151986.8214693337,120.0,123.3,7398,target_rps120.00_iter02_rps123.30_lat.csv
4532,1281024,149584.21979956664,102310.0,460837.14999999997,659463.2900000002,147304.3366894937,120.0,123.07,7384,target_rps120.00_iter03_rps123.07_lat.csv
4458,2416445,210863.78427853555,152693.0,640311.899999999,1108991.3700000008,216147.88577464284,140.0,139.3,8358,target_rps140.00_iter01_rps139.30_lat.csv
4734,1622084,238717.8951814396,172626.0,694730.3999999994,967878.5199999996,216255.72428676524,140.0,140.08,8405,target_rps140.00_iter02_rps140.08_lat.csv
5138,2365334,219631.52619507484,158348.5,652197.5499999999,1078118.6600000001,215550.63269276655,140.0,138.07,8284,target_rps140.00_iter03_rps138.07_lat.csv
4951,2173045,263173.76776662876,188172.0,757176.2999999996,1319661.720000003,261640.18686385872,160.0,161.11,9667,target_rps160.00_iter01_rps161.11_lat.csv
5276,1973512,320717.68713632587,237884.5,875172.3,1472625.100000002,287414.6300009956,160.0,160.4,9624,target_rps160.00_iter02_rps160.40_lat.csv
5419,3376009,420588.865804449,300715.0,1159732.1999999997,2079364.0000000054,400237.41056982597,160.0,161.08,9665,target_rps160.00_iter03_rps161.08_lat.csv
5039,11230999,2439697.940824106,2485967.0,5124619.349999996,7674296.81,1715227.3164609128,180.0,183.63,11018,target_rps180.00_iter01_rps183.63_lat.csv
5414,2766291,754572.1556285511,663242.0,1749291.4000000001,2173962.73,498185.20903635555,180.0,187.73,11264,target_rps180.00_iter02_rps187.73_lat.csv
4871,3668163,937725.4815144766,925626.0,1744455.7999999986,2155482.4000000004,494127.2751136077,180.0,187.08,11225,target_rps180.00_iter03_rps187.08_lat.csv
6194,2368466,549004.6744124637,467850.0,1332310.0,1637682.0,377746.06599692866,200.0,189.35,11361,target_rps200.00_iter01_rps189.35_lat.csv
5539,2574177,558493.7003042155,475577.0,1298344.9999999995,1656780.3999999997,380354.5158854529,200.0,191.75,11505,target_rps200.00_iter02_rps191.75_lat.csv
5683,3015097,1133374.797902595,1156024.0,1945554.65,2376030.649999999,506213.96602469916,200.0,187.11,11252,target_rps200.00_iter03_rps187.11_lat.csv
12434,16364004,4590979.990031831,4897416.0,8644664.95,9472210.229999997,2549161.7067989195,220.0,198.96,11938,target_rps220.00_iter01_rps198.96_lat.csv
7966,17156724,4691839.370404335,5251519.0,8697055.0,9484108.7,2557588.900607162,220.0,199.91,11995,target_rps220.00_iter02_rps199.91_lat.csv
16058,14331480,4562471.696292033,4362975.0,8663497.0,9153391.099999998,2517948.253744072,220.0,202.72,12163,target_rps220.00_iter03_rps202.72_lat.csv
5602,13636055,3955891.5165792657,3493528.0,7489371.399999999,7875230.479999999,2353652.227788847,240.0,206.58,12395,target_rps240.00_iter01_rps206.58_lat.csv
8224,18241852,3815865.0135340756,3707659.0,7606077.6,8074185.719999999,2498807.9276771843,240.0,208.06,12487,target_rps240.00_iter02_rps208.06_lat.csv
8337,8264263,2528350.296353167,2751866.0,4297363.799999999,4878824.000000001,1255739.5689580468,240.0,217.08,13025,target_rps240.00_iter03_rps217.08_lat.csv
