target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,40.00,40.00,40.00,40.00,100.0
60.00,62.48,62.48,62.47,62.48,62.47,62.48,104.1
80.00,83.08,82.83,83.18,83.03,82.83,83.18,103.8
100.00,99.47,99.48,99.37,99.44,99.37,99.48,99.4
120.00,123.07,123.30,123.07,123.15,123.07,123.30,102.6
140.00,139.30,140.08,138.07,139.15,138.07,140.08,99.4
160.00,161.11,160.40,161.08,160.86,160.40,161.11,100.5
180.00,183.63,187.73,187.08,186.15,183.63,187.73,103.4
200.00,189.35,191.75,187.11,189.40,187.11,191.75,94.7
220.00,198.96,199.91,202.72,200.53,198.96,202.72,91.1
240.00,206.58,208.06,217.08,210.57,206.58,217.08,87.7
260.00,202.25,196.77,139.35,179.46,139.35,202.25,69.0

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,206.58,240.00
Max Iter2,208.06,240.00
Max Iter3,217.08,240.00
Overall Max,217.08,240.00
Avg of Max,210.57,
