target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,19.98,20.00,20.00,19.99,19.98,20.00,100.0
40.00,39.98,39.92,39.98,39.96,39.92,39.98,99.9
60.00,62.26,62.23,62.32,62.27,62.23,62.32,103.8
80.00,82.63,82.42,82.53,82.53,82.42,82.63,103.2
100.00,98.72,99.08,98.65,98.82,98.65,99.08,98.8
120.00,119.92,120.97,122.23,121.04,119.92,122.23,100.9
140.00,132.22,124.85,125.63,127.57,124.85,132.22,91.1
160.00,122.60,124.76,125.62,124.33,122.60,125.62,77.7
180.00,123.50,120.68,126.73,123.64,120.68,126.73,68.7
200.00,121.83,116.53,128.25,122.20,116.53,128.25,61.1
220.00,123.58,122.91,122.69,123.06,122.69,123.58,55.9
240.00,121.80,113.99,116.72,117.50,113.99,121.80,49.0
260.00,101.68,105.25,111.35,106.09,101.68,111.35,40.8
280.00,105.36,107.17,101.55,104.69,101.55,107.17,37.4
300.00,108.91,105.88,107.52,107.44,105.88,108.91,35.8
320.00,109.35,106.58,114.10,110.01,106.58,114.10,34.4
340.00,92.40,98.92,99.16,96.83,92.40,99.16,28.5
360.00,95.47,96.53,96.37,96.12,95.47,96.53,26.7
380.00,98.59,93.86,93.10,95.18,93.10,98.59,25.0
400.00,95.62,99.20,103.58,99.47,95.62,103.58,24.9
420.00,95.50,94.89,92.80,94.40,92.80,95.50,22.5
440.00,93.51,97.50,105.48,98.83,93.51,105.48,22.5
460.00,96.35,97.92,91.88,95.38,91.88,97.92,20.7
480.00,92.20,109.38,115.25,105.61,92.20,115.25,22.0
500.00,91.28,84.83,108.47,94.86,84.83,108.47,19.0

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,132.22,140.00
Max Iter2,124.85,140.00
Max Iter3,128.25,200.00
Overall Max,132.22,140.00
Avg of Max,128.44,
