target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,19.97,20.00,19.99,19.97,20.00,99.9
40.00,39.98,39.98,39.97,39.98,39.97,39.98,99.9
60.00,62.37,62.32,62.22,62.30,62.22,62.37,103.8
80.00,83.08,82.72,82.78,82.86,82.72,83.08,103.6
100.00,99.22,99.01,99.18,99.14,99.01,99.22,99.1
120.00,117.68,120.87,120.60,119.72,117.68,120.87,99.8
140.00,124.93,125.23,129.60,126.59,124.93,129.60,90.4
160.00,120.87,120.45,128.93,123.42,120.45,128.93,77.1
180.00,121.82,115.21,121.85,119.63,115.21,121.85,66.5
200.00,117.18,119.53,122.66,119.79,117.18,122.66,59.9
220.00,115.81,118.22,118.42,117.48,115.81,118.42,53.4
240.00,111.22,109.78,112.46,111.15,109.78,112.46,46.3
260.00,100.81,95.38,90.98,95.72,90.98,100.81,36.8
280.00,97.41,95.77,96.08,96.42,95.77,97.41,34.4
300.00,101.21,94.53,88.18,94.64,88.18,101.21,31.5
320.00,94.88,89.47,92.73,92.36,89.47,94.88,28.9
340.00,87.58,89.27,88.78,88.54,87.58,89.27,26.0
360.00,93.88,79.91,91.82,88.54,79.91,93.88,24.6
380.00,89.81,82.90,91.87,88.19,82.90,91.87,23.2
400.00,74.67,89.24,82.28,82.06,74.67,89.24,20.5
420.00,89.35,83.32,88.47,87.05,83.32,89.35,20.7
440.00,88.02,86.08,87.66,87.25,86.08,88.02,19.8
460.00,85.55,87.62,85.40,86.19,85.40,87.62,18.7
480.00,93.22,87.80,92.12,91.05,87.80,93.22,19.0
500.00,85.89,94.37,86.48,88.91,85.89,94.37,17.8

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,124.93,140.00
Max Iter2,125.23,140.00
Max Iter3,129.60,140.00
Overall Max,129.60,140.00
Avg of Max,126.59,
