target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.98,40.00,39.98,39.99,39.98,40.00,100.0
60.00,62.42,62.42,62.47,62.44,62.42,62.47,104.1
80.00,82.80,83.17,83.07,83.01,82.80,83.17,103.8
100.00,99.67,99.58,99.80,99.68,99.58,99.80,99.7
120.00,123.96,123.90,124.05,123.97,123.90,124.05,103.3
140.00,141.42,140.83,141.70,141.32,140.83,141.70,100.9
160.00,164.67,164.81,164.45,164.64,164.45,164.81,102.9
180.00,195.97,194.27,195.41,195.22,194.27,195.97,108.5
200.00,195.73,196.31,196.01,196.02,195.73,196.31,98.0
220.00,242.83,243.42,244.78,243.68,242.83,244.78,110.8
240.00,243.28,243.76,243.29,243.44,243.28,243.76,101.4
260.00,317.49,319.03,318.20,318.24,317.49,319.03,122.4
280.00,317.61,320.53,319.83,319.32,317.61,320.53,114.0
300.00,318.51,320.00,317.68,318.73,317.68,320.00,106.2
320.00,320.13,318.05,318.35,318.84,318.05,320.13,99.6
340.00,455.20,458.13,452.43,455.25,452.43,458.13,133.9
360.00,456.67,458.82,453.96,456.48,453.96,458.82,126.8
380.00,453.57,452.77,451.38,452.57,451.38,453.57,119.1
400.00,455.65,456.33,454.18,455.39,454.18,456.33,113.8
420.00,457.87,451.71,454.06,454.55,451.71,457.87,108.2
440.00,452.30,452.80,456.56,453.89,452.30,456.56,103.2
460.00,457.04,455.65,452.03,454.91,452.03,457.04,98.9
480.00,456.18,453.95,454.53,454.89,453.95,456.18,94.8
500.00,451.70,452.95,446.36,450.34,446.36,452.95,90.1

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,457.87,420.00
Max Iter2,458.82,360.00
Max Iter3,456.56,440.00
Overall Max,458.82,360.00
Avg of Max,457.75,
