target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,19.98,19.98,20.00,19.99,19.98,20.00,99.9
40.00,39.87,39.87,39.85,39.86,39.85,39.87,99.7
60.00,62.25,61.78,61.82,61.95,61.78,62.25,103.2
80.00,82.05,81.88,81.97,81.97,81.88,82.05,102.5
100.00,98.03,97.73,97.90,97.89,97.73,98.03,97.9
120.00,120.83,121.22,121.31,121.12,120.83,121.31,100.9
140.00,136.71,136.90,136.50,136.70,136.50,136.90,97.6
160.00,156.70,156.76,157.08,156.85,156.70,157.08,98.0
180.00,184.92,182.40,183.85,183.72,182.40,184.92,102.1
200.00,186.15,181.78,183.25,183.73,181.78,186.15,91.9
220.00,222.21,220.37,224.04,222.21,220.37,224.04,101.0
240.00,219.30,219.68,222.00,220.33,219.30,222.00,91.8
260.00,277.56,278.82,277.65,278.01,277.56,278.82,106.9
280.00,268.21,270.11,278.05,272.12,268.21,278.05,97.2
300.00,279.58,267.20,263.88,270.22,263.88,279.58,90.1
320.00,269.60,270.62,270.28,270.17,269.60,270.62,84.4
340.00,351.02,346.52,350.95,349.50,346.52,351.02,102.8
360.00,343.73,347.03,341.35,344.04,341.35,347.03,95.6
380.00,345.15,342.75,347.13,345.01,342.75,347.13,90.8
400.00,340.85,343.43,345.30,343.19,340.85,345.30,85.8
420.00,342.03,338.20,321.28,333.84,321.28,342.03,79.5
440.00,323.55,330.40,330.57,328.17,323.55,330.57,74.6
460.00,341.58,346.82,334.97,341.12,334.97,346.82,74.2
480.00,329.43,339.18,344.28,337.63,329.43,344.28,70.3
500.00,332.53,336.02,340.77,336.44,332.53,340.77,67.3

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,351.02,340.00
Max Iter2,347.03,360.00
Max Iter3,350.95,340.00
Overall Max,351.02,340.00
Avg of Max,349.67,
