target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,19.97,20.00,19.99,19.97,20.00,99.9
40.00,39.95,39.98,40.00,39.98,39.95,40.00,99.9
60.00,62.43,62.48,62.48,62.46,62.43,62.48,104.1
80.00,83.28,83.22,83.08,83.19,83.08,83.28,104.0
100.00,99.38,99.35,99.68,99.47,99.35,99.68,99.5
120.00,124.30,124.05,123.63,123.99,123.63,124.30,103.3
140.00,140.08,141.73,141.80,141.20,140.08,141.80,100.9
160.00,164.35,164.35,164.41,164.37,164.35,164.41,102.7
180.00,196.75,195.32,196.02,196.03,195.32,196.75,108.9
200.00,196.69,196.65,196.01,196.45,196.01,196.69,98.2
220.00,243.15,243.61,244.23,243.66,243.15,244.23,110.8
240.00,243.35,244.40,243.15,243.63,243.15,244.40,101.5
260.00,315.88,319.72,319.12,318.24,315.88,319.72,122.4
280.00,320.02,320.61,318.85,319.83,318.85,320.61,114.2
300.00,318.86,319.25,320.07,319.39,318.86,320.07,106.5
320.00,318.48,319.63,320.83,319.65,318.48,320.83,99.9
340.00,457.01,455.80,452.52,455.11,452.52,457.01,133.9
360.00,454.36,454.56,455.52,454.81,454.36,455.52,126.3
380.00,457.22,452.53,453.73,454.49,452.53,457.22,119.6
400.00,451.31,455.34,454.82,453.82,451.31,455.34,113.5
420.00,452.28,456.28,457.86,455.47,452.28,457.86,108.4
440.00,456.20,449.38,453.23,452.94,449.38,456.20,102.9
460.00,452.03,451.83,450.78,451.55,450.78,452.03,98.2
480.00,453.88,456.13,453.36,454.46,453.36,456.13,94.7
500.00,454.91,459.23,453.65,455.93,453.65,459.23,91.2

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,457.22,380.00
Max Iter2,459.23,500.00
Max Iter3,457.86,420.00
Overall Max,459.23,500.00
Avg of Max,458.10,
