min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
5417,294149,10564.581666666667,7522.5,15660.749999999998,84946.76,17976.26636596146,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
5158,108060,8794.04,7230.0,13601.899999999998,56064.95,8874.51086286262,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
5167,279385,8795.31,7195.5,13575.799999999996,29759.02999999994,10932.66686002246,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
4912,606791,11157.417083333334,6947.0,16389.69999999999,108793.89999999975,29276.400804227822,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
5111,249547,9086.635,7130.5,14801.049999999972,53107.449999995944,11587.721247227242,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
4661,358704,9495.73989162151,7243.0,15581.099999999982,58981.299999999996,14490.081143596706,40.0,39.98,2399,target_rps40.00_iter03_rps39.98_lat.csv
4506,381476,11659.946104589115,6973.0,24827.54999999999,124266.08999999872,23445.85507818277,60.0,62.47,3748,target_rps60.00_iter01_rps62.47_lat.csv
4579,630153,12218.980240320427,6918.0,22898.799999999996,132427.83999999997,30525.890239891898,60.0,62.42,3745,target_rps60.00_iter02_rps62.42_lat.csv
4594,1221926,12395.96501068376,6603.0,17556.399999999994,101366.35000000036,52355.98963488911,60.0,62.4,3744,target_rps60.00_iter03_rps62.40_lat.csv
4289,535596,10950.517427884615,6418.0,20764.149999999972,127305.10000000018,23520.530525317758,80.0,83.2,4992,target_rps80.00_iter01_rps83.20_lat.csv
4467,719777,16556.088264794384,6945.0,52542.00000000005,244336.07999999984,45798.38853808602,80.0,83.08,4985,target_rps80.00_iter02_rps83.08_lat.csv
4192,604636,14514.980773082316,6670.0,43572.39999999989,200901.87999999998,37362.56509741472,80.0,83.22,4993,target_rps80.00_iter03_rps83.22_lat.csv
4272,763654,19579.476612094888,6666.5,92027.0,244545.34999999974,45612.987796154644,100.0,99.77,5986,target_rps100.00_iter01_rps99.77_lat.csv
4340,1056201,27227.806494810848,7237.0,124089.09999999992,395747.53999999946,70597.99021129547,100.0,99.57,5974,target_rps100.00_iter02_rps99.57_lat.csv
4085,758801,24401.312855708067,7209.5,114916.9999999998,261911.13999999614,51137.057877953535,100.0,99.57,5974,target_rps100.00_iter03_rps99.57_lat.csv
4385,908340,50954.93872317452,17636.0,196261.19999999992,397375.8,79029.34253516079,120.0,123.48,7409,target_rps120.00_iter01_rps123.48_lat.csv
4384,1315655,45135.71384367012,11697.0,164558.5999999997,455553.5600000017,91503.25444464569,120.0,123.88,7433,target_rps120.00_iter02_rps123.88_lat.csv
4167,709143,43253.97794809735,11809.0,174013.79999999987,365627.28000000026,71266.34805281555,120.0,123.95,7437,target_rps120.00_iter03_rps123.95_lat.csv
4117,1335694,67471.93642164973,31393.5,234054.19999999992,594917.8199999996,108473.60385168668,140.0,141.03,8462,target_rps140.00_iter01_rps141.03_lat.csv
4371,781846,68123.11321424347,40055.0,231022.39999999967,391344.0799999999,82786.32362886994,140.0,140.88,8453,target_rps140.00_iter02_rps140.88_lat.csv
4181,2125237,76406.71318289786,39433.0,250982.09999999992,486051.89999999927,140062.10542240046,140.0,140.33,8420,target_rps140.00_iter03_rps140.33_lat.csv
4179,1005961,80034.38159509203,56442.0,236165.75,388723.5099999996,84816.11977732887,160.0,162.98,9780,target_rps160.00_iter01_rps162.98_lat.csv
4154,1390322,83732.836636698,55451.0,246676.4499999999,531749.5399999997,109728.56809747538,160.0,163.13,9788,target_rps160.00_iter02_rps163.13_lat.csv
4301,1392798,96063.18180887023,59998.0,290403.19999999995,710873.3199999956,127718.02978055511,160.0,162.72,9763,target_rps160.00_iter03_rps162.72_lat.csv
4304,1467223,109438.73079900233,75851.0,336907.39999999845,649940.7399999999,121809.95664338967,180.0,193.78,11627,target_rps180.00_iter01_rps193.78_lat.csv
4036,1473855,111427.36192796241,80036.5,326303.0000000001,544346.5399999997,112215.30399063983,180.0,191.57,11494,target_rps180.00_iter02_rps191.57_lat.csv
4409,1578356,113814.21522630156,84122.0,306418.7999999998,576415.1400000002,115642.38596860948,180.0,191.12,11467,target_rps180.00_iter03_rps191.12_lat.csv
4197,1586139,120880.51861888112,79932.5,367222.24999999994,773254.9800000027,143643.27288788973,200.0,190.66,11440,target_rps200.00_iter01_rps190.66_lat.csv
3646,1159275,111436.14217432866,79160.0,317976.1999999994,615398.0000000003,116965.03858250946,200.0,191.78,11507,target_rps200.00_iter02_rps191.78_lat.csv
4437,1350367,108656.40511358729,78686.0,298226.59999999986,597929.9999999999,117170.58557568425,200.0,192.95,11577,target_rps200.00_iter03_rps192.95_lat.csv
4169,1216794,141351.81007806954,107204.0,382787.34999999974,599649.4800000002,124832.45544590868,220.0,234.83,14090,target_rps220.00_iter01_rps234.83_lat.csv
4071,1507588,139164.72296674465,106384.0,368733.5999999999,622439.3599999988,129497.76813340966,220.0,235.05,14103,target_rps220.00_iter02_rps235.05_lat.csv
4177,1623992,133669.51080203333,103017.0,337653.34999999957,581279.3799999985,124930.79633265323,220.0,236.06,14164,target_rps220.00_iter03_rps236.06_lat.csv
4175,1771407,146971.04070220146,106503.0,409611.7999999997,730293.1799999996,151071.02386661476,240.0,235.45,14127,target_rps240.00_iter01_rps235.45_lat.csv
4492,1381070,173575.46646859084,131189.0,496459.0,871749.0999999994,166669.14763438387,240.0,235.55,14136,target_rps240.00_iter02_rps235.55_lat.csv
4253,1101375,134853.66070422536,103812.0,360621.39999999997,588476.25,116074.15476449736,240.0,236.66,14200,target_rps240.00_iter03_rps236.66_lat.csv
5456,1853917,254561.65825637642,187233.5,701812.7000000001,1083766.93,214917.8227939901,260.0,303.2,18192,target_rps260.00_iter01_rps303.20_lat.csv
4715,2448395,258009.57946946056,196018.0,670428.0999999997,1039525.6199999999,204378.32316653064,260.0,299.07,17944,target_rps260.00_iter02_rps299.07_lat.csv
4857,2967857,285942.57569665497,205738.0,758855.6000000003,1355197.319999989,253796.19785574134,260.0,298.45,17907,target_rps260.00_iter03_rps298.45_lat.csv
4247,1453481,214089.358730688,172963.5,539644.7499999998,801339.4599999998,162600.08228766796,280.0,299.9,17994,target_rps280.00_iter01_rps299.90_lat.csv
4807,2037024,260529.54229707344,188580.0,750512.1999999995,1144815.9599999997,229913.22480292746,280.0,301.83,18110,target_rps280.00_iter02_rps301.83_lat.csv
4524,1782725,230567.1664159563,178483.0,590125.7999999998,963914.1200000014,193819.46809798645,280.0,299.15,17949,target_rps280.00_iter03_rps299.15_lat.csv
4807,1585059,223334.32168026193,179131.0,556721.0,870227.599999998,172183.65789018694,300.0,300.35,18021,target_rps300.00_iter01_rps300.35_lat.csv
4542,1694221,236315.51034328525,183329.0,596570.25,928791.2500000062,186974.07242218388,300.0,298.09,17886,target_rps300.00_iter02_rps298.09_lat.csv
5220,2180194,245848.5274954833,185981.0,659084.7500000002,991281.39,204664.47281757346,300.0,295.2,17712,target_rps300.00_iter03_rps295.20_lat.csv
4654,1581909,278012.0111439238,216005.0,695890.4,992971.0,207324.36938925067,320.0,299.0,17947,target_rps320.00_iter01_rps299.00_lat.csv
5081,1779544,279810.5028358541,214238.0,708457.4499999994,1052496.3799999978,216391.93752864117,320.0,299.73,17984,target_rps320.00_iter02_rps299.73_lat.csv
4966,2317668,260959.957685858,195229.5,693614.7999999993,1075427.0100000007,214463.5531855794,320.0,298.16,17890,target_rps320.00_iter03_rps298.16_lat.csv
5752,10581179,2021571.6038450212,1639985.0,4142293.5,4558887.799999999,1185482.4431992453,340.0,396.18,23771,target_rps340.00_iter01_rps396.18_lat.csv
9295,11616442,2971915.5358891054,2824024.0,5621082.4,6288292.84,1902005.0809815435,340.0,384.7,23085,target_rps340.00_iter02_rps384.70_lat.csv
10753,16497963,4191343.7049851026,4588678.0,6436274.2,8115750.259999994,2041055.7083031766,340.0,374.78,22487,target_rps340.00_iter03_rps374.78_lat.csv
12740,10478960,2196907.9762227684,2010231.5,3893852.75,4352179.489999999,1125537.896697857,360.0,393.21,23594,target_rps360.00_iter01_rps393.21_lat.csv
13656,9291558,2392799.8641226664,2264372.0,4792210.2,5318474.579999999,1341334.1312180916,360.0,384.78,23087,target_rps360.00_iter02_rps384.78_lat.csv
7697,12647954,2815023.188975362,2606993.0,4813347.0,5425323.84,1308061.1394876386,360.0,387.62,23257,target_rps360.00_iter03_rps387.62_lat.csv
18209,9065734,2372281.1574376137,2291443.0,3828768.8999999994,4331788.659999999,1158263.839590925,380.0,393.38,23603,target_rps380.00_iter01_rps393.38_lat.csv
6803,11618891,2860120.1753716953,3157948.0,4657567.0,7513033.199999999,1608905.564859972,380.0,388.98,23339,target_rps380.00_iter02_rps388.98_lat.csv
6430,14000986,4227735.827171307,4538484.0,7375849.25,8302166.260000012,2279031.534973577,380.0,361.53,21692,target_rps380.00_iter03_rps361.53_lat.csv
14911,11844060,2408112.0345652173,2008900.0,4690984.749999999,5711650.4199999925,1407169.2323119657,400.0,383.32,23000,target_rps400.00_iter01_rps383.32_lat.csv
6080,13037861,2830958.5015718397,2181539.0,5931765.4,6749130.08,1904165.730663447,400.0,376.42,22585,target_rps400.00_iter02_rps376.42_lat.csv
8789,11220680,2954413.3712241654,2554330.5,5857491.7,6359608.04,1774686.5735835661,400.0,377.3,22644,target_rps400.00_iter03_rps377.30_lat.csv
8331,5422199,1644003.001361876,1561755.0,2688798.4,3029214.52,580033.2394328079,420.0,391.59,23497,target_rps420.00_iter01_rps391.59_lat.csv
12306,13067253,3147953.5358031155,3475337.0,4937876.8,7407293.520000004,1566439.6153685676,420.0,381.94,22917,target_rps420.00_iter02_rps381.94_lat.csv
8992,6607835,1227203.312273239,1146677.0,2264043.0,2662477.5000000023,589901.5998329122,420.0,399.65,23979,target_rps420.00_iter03_rps399.65_lat.csv
16193,5561321,1409180.6650396842,1281977.0,2752804.0,3158998.800000001,826455.1657166865,440.0,392.68,23561,target_rps440.00_iter01_rps392.68_lat.csv
9699,8831050,1949485.8309804597,1958792.5,3716470.6,4177041.8999999994,1084366.031182987,440.0,387.24,23234,target_rps440.00_iter02_rps387.24_lat.csv
9568,11521388,2553731.3899773764,1976121.0,4969761.7,5574186.04,1619719.1437411434,440.0,390.45,23427,target_rps440.00_iter03_rps390.45_lat.csv
