target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,39.98,39.99,39.98,40.00,100.0
60.00,62.47,62.42,62.40,62.43,62.40,62.47,104.0
80.00,83.20,83.08,83.22,83.17,83.08,83.22,104.0
100.00,99.77,99.57,99.57,99.64,99.57,99.77,99.6
120.00,123.48,123.88,123.95,123.77,123.48,123.95,103.1
140.00,141.03,140.88,140.33,140.75,140.33,141.03,100.5
160.00,162.98,163.13,162.72,162.94,162.72,163.13,101.8
180.00,193.78,191.57,191.12,192.16,191.12,193.78,106.8
200.00,190.66,191.78,192.95,191.80,190.66,192.95,95.9
220.00,234.83,235.05,236.06,235.31,234.83,236.06,107.0
240.00,235.45,235.55,236.66,235.89,235.45,236.66,98.3
260.00,303.20,299.07,298.45,300.24,298.45,303.20,115.5
280.00,299.90,301.83,299.15,300.29,299.15,301.83,107.2
300.00,300.35,298.09,295.20,297.88,295.20,300.35,99.3
320.00,299.00,299.73,298.16,298.96,298.16,299.73,93.4
340.00,396.18,384.70,374.78,385.22,374.78,396.18,113.3
360.00,393.21,384.78,387.62,388.54,384.78,393.21,107.9
380.00,393.38,388.98,361.53,381.30,361.53,393.38,100.3
400.00,383.32,376.42,377.30,379.01,376.42,383.32,94.8
420.00,391.59,381.94,399.65,391.06,381.94,399.65,93.1
440.00,392.68,387.24,390.45,390.12,387.24,392.68,88.7
460.00,373.71,,,373.71,373.71,373.71,81.2

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,396.18,340.00
Max Iter2,388.98,380.00
Max Iter3,399.65,420.00
Overall Max,399.65,420.00
Avg of Max,394.94,
