target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,40.00,40.00,40.00,40.00,100.0
60.00,62.45,62.45,62.47,62.46,62.45,62.47,104.1
80.00,82.97,83.17,83.33,83.16,82.97,83.33,103.9
100.00,99.60,99.72,99.55,99.62,99.55,99.72,99.6
120.00,124.12,124.32,124.55,124.33,124.12,124.55,103.6
140.00,141.57,141.30,140.93,141.27,140.93,141.57,100.9
160.00,164.60,163.87,164.77,164.41,163.87,164.77,102.8
180.00,196.88,196.90,196.55,196.78,196.55,196.90,109.3
200.00,196.52,195.65,196.13,196.10,195.65,196.52,98.0
220.00,242.01,243.71,243.76,243.16,242.01,243.76,110.5
240.00,244.01,243.97,244.16,244.05,243.97,244.16,101.7
260.00,318.72,319.50,321.25,319.82,318.72,321.25,123.0
280.00,321.20,319.40,319.50,320.03,319.40,321.20,114.3
300.00,318.83,319.41,319.11,319.12,318.83,319.41,106.4
320.00,318.57,320.13,320.83,319.84,318.57,320.83,100.0
340.00,457.75,453.93,452.63,454.77,452.63,457.75,133.8
360.00,454.83,459.88,459.03,457.91,454.83,459.88,127.2
380.00,454.51,457.12,455.28,455.64,454.51,457.12,119.9
400.00,450.88,456.96,458.53,455.46,450.88,458.53,113.9
420.00,456.02,457.10,456.82,456.65,456.02,457.10,108.7
440.00,455.60,455.58,454.92,455.37,454.92,455.60,103.5
460.00,460.96,457.60,453.08,457.21,453.08,460.96,99.4
480.00,457.06,457.85,462.12,459.01,457.06,462.12,95.6
500.00,458.66,453.57,453.67,455.30,453.57,458.66,91.1

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,460.96,460.00
Max Iter2,459.88,360.00
Max Iter3,462.12,480.00
Overall Max,462.12,480.00
Avg of Max,460.99,
