timestamp,pod_count,ready_pods,cpu_usage_millicores,memory_usage_mib,pod_details
2025-09-04T21:30:22.613786,4,4,0,0,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:24.893744,4,4,0,0,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:27.296064,4,4,0,0,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:29.549716,4,4,228,156,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:31.877735,4,4,228,156,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:34.325943,4,4,228,156,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:36.609773,4,4,228,156,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:38.881797,4,4,228,156,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:41.202587,4,4,228,156,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:43.536543,4,4,105,166,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:45.801863,4,4,105,166,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:48.074218,4,4,105,166,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
2025-09-04T21:30:50.344676,4,4,105,166,"fibonacci-nodejs-b3-00001-deployment-74d486669d-6d7ck:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-cmr84:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-gsgn7:Ready|fibonacci-nodejs-b3-00001-deployment-74d486669d-nrt87:Ready"
