target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.98,40.00,40.00,39.99,39.98,40.00,100.0
60.00,62.43,62.40,62.47,62.43,62.40,62.47,104.1
80.00,82.93,83.05,83.07,83.02,82.93,83.07,103.8
100.00,99.53,99.48,99.35,99.45,99.35,99.53,99.5
120.00,123.45,123.60,123.35,123.47,123.35,123.60,102.9
140.00,140.05,139.92,139.90,139.96,139.90,140.05,100.0
160.00,161.85,162.16,162.68,162.23,161.85,162.68,101.4
180.00,192.43,191.67,191.00,191.70,191.00,192.43,106.5
200.00,192.74,193.00,191.40,192.38,191.40,193.00,96.2
220.00,237.88,235.25,234.65,235.93,234.65,237.88,107.2
240.00,232.76,234.12,233.27,233.38,232.76,234.12,97.2
260.00,300.93,300.45,303.62,301.67,300.45,303.62,116.0
280.00,304.50,303.85,306.23,304.86,303.85,306.23,108.9
300.00,301.26,298.85,302.50,300.87,298.85,302.50,100.3
320.00,300.56,301.18,300.48,300.74,300.48,301.18,94.0
340.00,383.18,379.83,379.33,380.78,379.33,383.18,112.0
360.00,374.18,379.08,369.43,374.23,369.43,379.08,104.0
380.00,373.10,387.98,388.60,383.23,373.10,388.60,100.8
400.00,386.22,380.28,361.58,376.03,361.58,386.22,94.0
420.00,377.83,368.46,383.22,376.50,368.46,383.22,89.6
440.00,374.72,369.81,,372.26,369.81,374.72,84.6

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,386.22,400.00
Max Iter2,387.98,380.00
Max Iter3,388.60,380.00
Overall Max,388.60,380.00
Avg of Max,387.60,
