min,max,average,median,p95,p99,std,throughput_rps,target_rps,total_requests,filename
3917,75428,6626.950833333333,6042.5,10241.049999999994,16896.249999999996,2993.6908674882648,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
3643,27425,6315.755,5847.5,9576.949999999999,14419.029999999999,2006.452053993566,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
3721,34831,6595.8925,5904.5,10859.699999999997,18969.559999999998,2805.2245149501105,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
3367,34379,5607.171666666667,5167.0,8647.349999999999,14153.25999999997,1931.673314908749,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
3263,40373,5646.59,5158.5,8494.499999999996,15356.509999999846,2299.233196321475,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
3234,26024,5913.51,5421.5,9311.449999999992,15761.709999999983,2091.4568152127836,40.0,40.0,2400,target_rps40.00_iter03_rps40.00_lat.csv
3175,42012,5781.604216706699,5158.0,9550.299999999992,16597.779999999995,2563.764453068486,62.45,62.45,3747,target_rps60.00_iter01_rps62.45_lat.csv
3228,52683,5904.7169911976525,5219.0,9898.799999999997,16949.16,2544.524328607689,62.483333333333334,62.483333333333334,3749,target_rps60.00_iter02_rps62.48_lat.csv
2843,35337,5613.5683395622,4975.0,9713.0,16451.50000000003,2492.4845474282215,62.43333333333333,62.43333333333333,3746,target_rps60.00_iter03_rps62.43_lat.csv
3012,49449,5500.999599358975,4877.0,8979.349999999999,16876.21000000001,2538.2910801111116,83.2,83.2,4992,target_rps80.00_iter01_rps83.20_lat.csv
3161,40351,5843.343086172345,5123.0,10249.850000000002,17894.25999999998,2671.3015029319376,83.16666666666667,83.16666666666667,4990,target_rps80.00_iter02_rps83.17_lat.csv
3091,67780,5836.967315019049,5113.0,10144.899999999998,18191.22000000004,3057.914114594831,83.11666666666666,83.11666666666666,4987,target_rps80.00_iter03_rps83.12_lat.csv
2810,49622,5217.307370884172,4598.0,8984.599999999999,16264.36,2436.303898511201,99.71666666666667,99.71666666666667,5983,target_rps100.00_iter01_rps99.72_lat.csv
3131,39451,5705.468650727303,5018.0,9764.0,17300.399999999976,2508.4875270157877,99.68333333333334,99.68333333333334,5981,target_rps100.00_iter02_rps99.68_lat.csv
2951,58851,5622.732719665272,4864.0,10120.600000000002,18053.100000000028,2846.7475360048184,99.58333333333333,99.58333333333333,5975,target_rps100.00_iter03_rps99.58_lat.csv
2812,48696,5573.192127460169,4807.0,10143.19999999999,17673.199999999997,2804.6126140737692,124.48333333333333,124.48333333333333,7469,target_rps120.00_iter01_rps124.48_lat.csv
2928,74064,5884.858638743455,4940.0,11249.199999999993,21167.399999999896,3612.0584498528337,124.15,124.15,7449,target_rps120.00_iter02_rps124.15_lat.csv
2972,62894,5624.826507318383,4818.0,10372.8,18614.0,2967.061727036267,124.11666666666666,124.11666666666666,7447,target_rps120.00_iter03_rps124.12_lat.csv
2830,48385,5353.114389842464,4558.0,9937.5,17612.20000000001,2820.995998603286,141.76666666666668,141.76666666666668,8506,target_rps140.00_iter01_rps141.77_lat.csv
2785,50470,5413.377318619394,4708.0,9513.399999999994,17418.729999999996,2592.141413475461,141.96666666666667,141.96666666666667,8518,target_rps140.00_iter02_rps141.96_lat.csv
2744,41463,5410.918256772674,4583.0,10545.349999999988,18644.560000000056,2988.7816250161504,141.5,141.5,8490,target_rps140.00_iter03_rps141.50_lat.csv
2754,46050,5337.001619597125,4507.0,10249.400000000001,17956.199999999895,2922.0466754237527,164.65,164.65,9879,target_rps160.00_iter01_rps164.65_lat.csv
2858,59951,5839.018595671172,4716.0,11994.0,21000.40000000001,3709.3137948597196,164.01666666666668,164.01666666666668,9841,target_rps160.00_iter02_rps164.02_lat.csv
2859,58365,5731.90049600162,4778.0,11218.800000000003,19783.579999999878,3351.1888775363177,164.65,164.65,9879,target_rps160.00_iter03_rps164.65_lat.csv
2695,43928,5354.691253594992,4416.0,10751.0,19074.959999999977,3032.1991580889458,197.03333333333333,197.03333333333333,11822,target_rps180.00_iter01_rps197.03_lat.csv
2666,48304,5364.811191762323,4487.0,10501.249999999998,16817.770000000004,2812.0313987090885,197.46666666666667,197.46666666666667,11848,target_rps180.00_iter02_rps197.47_lat.csv
2750,65758,5447.099105183184,4570.0,10186.25,18061.349999999973,3115.709208076626,197.43333333333334,197.43333333333334,11846,target_rps180.00_iter03_rps197.43_lat.csv
