target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,40.00,40.00,40.00,40.00,100.0
60.00,62.45,62.48,62.43,62.45,62.43,62.48,104.1
80.00,83.20,83.17,83.12,83.16,83.12,83.20,104.0
100.00,99.72,99.68,99.58,99.66,99.58,99.72,99.7
120.00,124.48,124.15,124.12,124.25,124.12,124.48,103.5
140.00,141.77,141.96,141.50,141.74,141.50,141.96,101.2
160.00,164.65,164.02,164.65,164.44,164.02,164.65,102.8
180.00,197.03,197.47,197.43,197.31,197.03,197.47,109.6
200.00,196.30,196.80,196.87,196.66,196.30,196.87,98.3
220.00,244.22,243.26,242.56,243.35,242.56,244.22,110.6
240.00,243.53,243.16,243.93,243.54,243.16,243.93,101.5
260.00,321.83,321.32,321.14,321.43,321.14,321.83,123.6
280.00,320.66,317.76,319.96,319.46,317.76,320.66,114.1
300.00,319.98,322.75,319.50,320.74,319.50,322.75,106.9
320.00,321.17,323.61,321.45,322.08,321.17,323.61,100.6
340.00,458.57,453.55,451.62,454.58,451.62,458.57,133.7
360.00,456.23,457.05,450.34,454.54,450.34,457.05,126.3
380.00,452.67,450.48,453.79,452.31,450.48,453.79,119.0
400.00,450.84,452.39,452.10,451.78,450.84,452.39,112.9
420.00,454.03,456.10,449.68,453.27,449.68,456.10,107.9
440.00,450.96,456.03,453.60,453.53,450.96,456.03,103.1
460.00,454.66,457.65,454.88,455.73,454.66,457.65,99.1
480.00,455.44,454.78,454.71,454.98,454.71,455.44,94.8
500.00,453.55,455.38,456.71,455.21,453.55,456.71,91.0

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,458.57,340.00
Max Iter2,457.65,460.00
Max Iter3,456.71,500.00
Overall Max,458.57,340.00
Avg of Max,457.64,
