target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.98,40.00,39.96,39.98,39.96,40.00,99.9
60.00,62.32,62.43,62.25,62.33,62.25,62.43,103.9
80.00,82.88,83.25,83.15,83.09,82.88,83.25,103.9
100.00,99.63,99.37,99.62,99.54,99.37,99.63,99.5
120.00,123.96,123.98,123.56,123.83,123.56,123.98,103.2
140.00,141.33,140.87,141.80,141.33,140.87,141.80,101.0
160.00,163.96,164.45,163.95,164.12,163.95,164.45,102.6
180.00,195.33,196.61,195.55,195.83,195.33,196.61,108.8
200.00,195.03,195.26,194.50,194.93,194.50,195.26,97.5
220.00,237.63,237.50,238.11,237.75,237.50,238.11,108.1
240.00,236.43,236.57,238.70,237.23,236.43,238.70,98.8
260.00,305.77,306.70,308.94,307.14,305.77,308.94,118.1
280.00,308.53,306.16,306.45,307.05,306.16,308.53,109.7
300.00,304.30,306.85,307.80,306.32,304.30,307.80,102.1
320.00,305.82,302.31,306.03,304.72,302.31,306.03,95.2
340.00,413.19,411.40,418.03,414.21,411.40,418.03,121.8
360.00,408.75,414.26,413.97,412.33,408.75,414.26,114.5
380.00,413.07,414.55,417.60,415.07,413.07,417.60,109.2
400.00,418.62,412.92,418.49,416.68,412.92,418.62,104.2
420.00,414.14,408.76,417.76,413.55,408.76,417.76,98.5
440.00,415.12,418.99,412.96,415.69,412.96,418.99,94.5
460.00,411.82,403.08,403.07,405.99,403.07,411.82,88.3
480.00,414.07,416.25,414.83,415.05,414.07,416.25,86.5
500.00,417.91,,,417.91,417.91,417.91,83.6

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,418.62,400.00
Max Iter2,418.99,440.00
Max Iter3,418.49,400.00
Overall Max,418.99,440.00
Avg of Max,418.70,
