min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
5627,586150,12825.57,7732.5,16468.749999999993,184433.51,37406.30948073377,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
5732,185494,8620.538333333334,7436.0,11992.249999999996,33308.89,8185.845050768871,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
5658,415689,9579.478333333333,7785.5,14978.15,30404.189999999915,13900.546474192919,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
4999,455995,9326.42767819925,7072.0,14743.599999999988,53527.81999999997,17064.350207513602,40.0,39.98,2399,target_rps40.00_iter01_rps39.98_lat.csv
4752,168095,8757.924166666666,7088.5,14172.29999999997,43823.809999999954,8877.58908849972,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
4745,510485,10579.619424760316,7290.0,16467.799999999992,89091.12,22920.406154085736,40.0,39.98,2399,target_rps40.00_iter03_rps39.98_lat.csv
4348,847211,12488.967440619163,6608.0,22383.8,147587.81999999966,37978.64625044299,60.0,62.45,3747,target_rps60.00_iter01_rps62.45_lat.csv
4620,753419,11632.224446223645,6843.0,19935.899999999987,112322.56,31300.26474217764,60.0,62.45,3747,target_rps60.00_iter02_rps62.45_lat.csv
4723,332614,10255.177647372633,6758.0,16756.6,101864.59999999999,19827.329863917425,60.0,62.48,3749,target_rps60.00_iter03_rps62.48_lat.csv
4356,722768,13112.58136272545,6830.5,30723.100000000013,157652.40999999837,34035.18669773375,80.0,83.17,4990,target_rps80.00_iter01_rps83.17_lat.csv
4231,465102,11878.711280304547,6487.0,33041.0,129641.4000000008,25265.80445136916,80.0,83.18,4991,target_rps80.00_iter02_rps83.18_lat.csv
4096,660534,19732.295085255766,6830.0,85308.20000000001,280891.1599999995,50441.28458688688,80.0,83.08,4985,target_rps80.00_iter03_rps83.08_lat.csv
4136,637618,21488.763527054107,6932.5,102699.29999999997,254434.0100000001,49162.19765153625,100.0,99.8,5988,target_rps100.00_iter01_rps99.80_lat.csv
4354,1435011,31637.702960361265,6989.0,138133.19999999946,424433.3800000006,97101.59173203018,100.0,99.65,5979,target_rps100.00_iter02_rps99.65_lat.csv
4403,1228853,27624.87041400202,7318.0,123043.45,366224.4300000001,69767.14176872918,100.0,99.03,5942,target_rps100.00_iter03_rps99.03_lat.csv
4158,932066,46188.5057362667,13913.0,178332.9999999997,370867.9600000005,75828.22829238421,120.0,123.48,7409,target_rps120.00_iter01_rps123.48_lat.csv
4132,593943,39526.80856490804,13379.0,155452.4,280319.9199999999,57716.90261777659,120.0,124.15,7449,target_rps120.00_iter02_rps124.15_lat.csv
3959,961343,48143.363624088575,14607.0,184079.75,462237.74999999924,85711.9766379354,120.0,123.41,7406,target_rps120.00_iter03_rps123.41_lat.csv
3774,1129157,74859.01621685606,39337.0,274441.64999999997,610812.3800000004,111916.1907616059,140.0,140.8,8448,target_rps140.00_iter01_rps140.80_lat.csv
3918,1191019,57737.04420478787,30532.0,191882.59999999971,405294.59999999846,85851.89453475115,140.0,140.62,8438,target_rps140.00_iter02_rps140.62_lat.csv
4056,1094483,56937.74192015209,31863.0,192880.25,356200.9000000003,73595.87796018018,140.0,140.26,8416,target_rps140.00_iter03_rps140.26_lat.csv
4098,910745,75352.98498560263,50727.5,232808.4,412007.68000000005,85419.80647948086,160.0,162.06,9724,target_rps160.00_iter01_rps162.06_lat.csv
4158,907888,72364.63522142121,48182.5,215384.34999999998,448008.8699999999,87775.37448675692,160.0,161.83,9710,target_rps160.00_iter02_rps161.83_lat.csv
4212,1304961,83027.49532037436,50062.0,273736.0999999997,587362.5200000037,113447.7349325385,160.0,162.05,9723,target_rps160.00_iter03_rps162.05_lat.csv
4231,1146780,99492.28095155409,64892.5,305724.1499999999,692075.97,122826.60018907557,180.0,191.91,11518,target_rps180.00_iter01_rps191.91_lat.csv
4314,1349489,94463.93839924183,64222.0,286740.3999999994,531731.5000000009,112443.48997430455,180.0,193.45,11607,target_rps180.00_iter02_rps193.45_lat.csv
4178,1178362,91612.13936744664,63097.0,271920.79999999976,545463.9600000004,105377.80947185025,180.0,194.45,11667,target_rps180.00_iter03_rps194.45_lat.csv
4002,1648905,109398.00087145969,70099.0,338955.1999999979,730594.5600000002,138949.25571045312,200.0,191.25,11475,target_rps200.00_iter01_rps191.25_lat.csv
4024,1321036,91792.73667900491,63132.0,279603.3999999991,512085.0800000001,102913.03457816903,200.0,193.61,11617,target_rps200.00_iter02_rps193.61_lat.csv
3747,1061605,94730.36189734268,64741.0,283003.0,538586.3999999992,105614.21274402266,200.0,192.55,11553,target_rps200.00_iter03_rps192.55_lat.csv
4112,1208563,116726.67605731775,81770.5,336901.75,624512.75,119770.538743285,220.0,239.6,14376,target_rps220.00_iter01_rps239.60_lat.csv
4030,1236376,120590.02836185819,84198.0,346874.8999999999,694486.0400000004,127379.71784660673,220.0,238.58,14315,target_rps220.00_iter02_rps238.58_lat.csv
4182,819865,124578.61600056192,90520.0,359747.59999999957,565020.0799999997,113669.29510366911,220.0,237.28,14237,target_rps220.00_iter03_rps237.28_lat.csv
4208,2632587,158174.30669302455,98508.0,508499.0499999976,985916.9999999998,184682.41555216766,240.0,236.06,14164,target_rps240.00_iter01_rps236.06_lat.csv
4275,1330341,143720.52204585538,98441.0,438880.1999999998,708662.4200000005,142511.8722024548,240.0,236.25,14175,target_rps240.00_iter02_rps236.25_lat.csv
4290,1104194,131726.65619236772,90200.5,394568.44999999995,668709.6300000001,133757.73758672943,240.0,234.96,14098,target_rps240.00_iter03_rps234.96_lat.csv
4122,1904611,215837.2653818857,159725.0,612095.2000000009,1037598.0000000001,205086.36967357932,260.0,304.98,18317,target_rps260.00_iter01_rps304.98_lat.csv
4159,2645078,222790.04793253535,164146.0,624332.5499999995,942053.1599999996,220489.4921809643,260.0,306.33,18380,target_rps260.00_iter02_rps306.33_lat.csv
4456,1683331,194739.62054518744,147922.0,538782.3999999999,840487.6800000004,172925.17248302797,260.0,306.31,18379,target_rps260.00_iter03_rps306.31_lat.csv
4342,1636373,232558.88725304467,178756.0,637077.8999999997,959918.4399999918,197799.52561012635,280.0,307.92,18475,target_rps280.00_iter01_rps307.92_lat.csv
4271,1391197,188446.90904192263,146198.0,508633.19999999984,796012.3900000002,163903.37438177835,280.0,309.29,18558,target_rps280.00_iter02_rps309.29_lat.csv
4272,2295074,205236.37997383627,155354.5,567438.75,874799.7999999991,182033.49390796048,280.0,305.77,18346,target_rps280.00_iter03_rps305.77_lat.csv
4427,1522519,219564.23186336426,165582.0,603977.3999999991,952918.119999998,194885.6596171984,300.0,303.48,18209,target_rps300.00_iter01_rps303.48_lat.csv
4645,1391285,203083.25750068063,159678.0,557038.7999999998,793622.8800000007,170673.46775905485,300.0,306.08,18365,target_rps300.00_iter02_rps306.08_lat.csv
4499,2895405,201659.11820163488,146826.0,573909.95,1034109.1899999972,200791.97197729663,300.0,305.83,18350,target_rps300.00_iter03_rps305.83_lat.csv
4247,1780170,245976.63553804913,172550.0,700737.7999999998,1129616.8600000017,234245.98036589575,320.0,304.65,18279,target_rps320.00_iter01_rps304.65_lat.csv
4401,1267918,189896.50130548302,145112.0,532472.8999999999,788687.3899999986,165703.70050435973,320.0,306.4,18384,target_rps320.00_iter02_rps306.40_lat.csv
4355,1717879,197813.94551002615,152310.0,547774.6000000001,809569.7400000019,169473.09653218038,320.0,305.9,18352,target_rps320.00_iter03_rps305.90_lat.csv
21212,10482333,1937080.2711251695,1586907.0,4264473.1,4747153.239999989,1319400.9867397244,340.0,405.71,24343,target_rps340.00_iter01_rps405.71_lat.csv
9112,7029555,1770073.5297244655,1540213.0,3500745.899999999,4104860.719999999,974027.3748891928,340.0,410.72,24643,target_rps340.00_iter02_rps410.72_lat.csv
11935,10391018,2479413.377349782,2738261.5,3990559.2,5408266.549999999,1023464.5470841794,340.0,397.2,23832,target_rps340.00_iter03_rps397.20_lat.csv
13264,115044707,38555336.17933338,1217881.5,110232862.94999999,113106537.35,48613241.80934062,360.0,256.03,26342,target_rps360.00_iter01_rps256.03_lat.csv
55801,2600078,852200.611472596,830745.0,1395213.5,1686449.0,307091.1454046453,360.0,417.53,25051,target_rps360.00_iter02_rps417.53_lat.csv
6156,2848184,882570.5310028472,876655.0,1601713.1499999997,1876427.990000001,432138.9718116903,360.0,421.46,25288,target_rps360.00_iter03_rps421.46_lat.csv
5390,4328907,1262181.1830398706,1531637.0,2128636.2,2699723.2799999993,694363.5506990106,380.0,411.75,24705,target_rps380.00_iter01_rps411.75_lat.csv
16054,9376070,1699583.7829723004,1699720.0,2994073.4,3437113.6800000016,899068.1677091627,380.0,408.57,24513,target_rps380.00_iter02_rps408.57_lat.csv
6485,8087452,1816373.264926897,1929869.5,3178766.25,4259819.250000088,1038753.0084582897,380.0,408.1,24486,target_rps380.00_iter03_rps408.10_lat.csv
15467,10381861,2641780.6315944223,3027802.0,4283438.8,5919140.74,1284727.6080202227,400.0,396.73,23808,target_rps400.00_iter01_rps396.73_lat.csv
5979,7392651,1733890.5225734566,1729062.0,3363943.3500000006,3966134.5499999966,1137854.0400135,400.0,403.86,24232,target_rps400.00_iter02_rps403.86_lat.csv
7001,9648169,2211714.345044787,2388822.0,3722968.8,4579024.440000001,1191160.4229729013,400.0,407.48,24449,target_rps400.00_iter03_rps407.48_lat.csv
7713,10014559,2648579.1408183468,2837199.0,4181581.3,5887648.389999996,1340379.8282574718,420.0,404.06,24244,target_rps420.00_iter01_rps404.06_lat.csv
6323,4811989,1622179.6735334352,1652812.5,2443648.65,2859805.6800000006,571648.0579361536,420.0,414.22,24854,target_rps420.00_iter02_rps414.22_lat.csv
6749,3855533,1044571.847769345,975797.0,1901026.0999999996,2222938.219999998,446393.2937821068,420.0,415.04,24903,target_rps420.00_iter03_rps415.04_lat.csv
