run,run_label,target_rps,min_mean,min_std,min_min,min_max,max_mean,max_std,max_min,max_max,average_mean,average_std,average_min,average_max,median_mean,median_std,median_min,median_max,p95_mean,p95_std,p95_min,p95_max,p99_mean,p99_std,p99_min,p99_max,std_mean,std_std,std_min,std_max,throughput_rps_mean,throughput_rps_std,throughput_rps_min,throughput_rps_max,total_requests_mean,total_requests_std,total_requests_min,total_requests_max
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,351.46666666666664,28654.0,,28654,28654,17568305.0,,17568305,17568305,3672747.3877560697,,3672747.3877560697,3672747.3877560697,3303577.0,,3303577.0,3303577.0,7044041.5,,7044041.5,7044041.5,7403417.78,,7403417.78,7403417.78,2209680.7912791017,,2209680.7912791017,2209680.7912791017,351.46666666666664,,351.46666666666664,351.46666666666664,21088.0,,21088,21088
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,351.51666666666665,24968.0,,24968,24968,10776984.0,,10776984,10776984,2128032.203499123,,2128032.203499123,2128032.203499123,1641105.0,,1641105.0,1641105.0,4706953.5,,4706953.5,4706953.5,5134338.599999999,,5134338.599999999,5134338.599999999,1652110.7199058272,,1652110.7199058272,1652110.7199058272,351.51666666666665,,351.51666666666665,351.51666666666665,21091.0,,21091,21091
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,353.51666666666665,28021.0,,28021,28021,5736688.0,,5736688,5736688,1363094.0362547734,,1363094.0362547734,1363094.0362547734,1424091.0,,1424091.0,1424091.0,2937390.5,,2937390.5,2937390.5,3222584.0000000005,,3222584.0000000005,3222584.0000000005,789784.5587037879,,789784.5587037879,789784.5587037879,353.51666666666665,,353.51666666666665,353.51666666666665,21211.0,,21211,21211
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,354.68333333333334,27532.0,,27532,27532,15565711.0,,15565711,15565711,3369984.134392181,,3369984.134392181,3369984.134392181,3178080.0,,3178080.0,3178080.0,6599398.0,,6599398.0,6599398.0,7314896.800000011,,7314896.800000011,7314896.800000011,2161513.5564132333,,2161513.5564132333,2161513.5564132333,354.68333333333334,,354.68333333333334,354.68333333333334,21281.0,,21281,21281
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,355.28333333333336,33966.0,,33966,33966,5192452.0,,5192452,5192452,833993.8431768073,,833993.8431768073,833993.8431768073,617387.0,,617387.0,617387.0,2840498.8000000017,,2840498.8000000017,2840498.8000000017,3618387.8,,3618387.8,3618387.8,708207.4716720164,,708207.4716720164,708207.4716720164,355.28333333333336,,355.28333333333336,355.28333333333336,21317.0,,21317,21317
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,355.4,13636.0,,13636,13636,14829694.0,,14829694,14829694,3591346.848058525,,3591346.848058525,3591346.848058525,4180021.5,,4180021.5,4180021.5,6038658.55,,6038658.55,6038658.55,7729010.210000001,,7729010.210000001,7729010.210000001,1918235.154439136,,1918235.154439136,1918235.154439136,355.4,,355.4,355.4,21324.0,,21324,21324
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,356.0833333333333,28992.0,,28992,28992,9568093.0,,9568093,9568093,2393075.642686637,,2393075.642686637,2393075.642686637,2632439.0,,2632439.0,2632439.0,4696352.399999999,,4696352.399999999,4696352.399999999,5084373.32,,5084373.32,5084373.32,1387043.2714829291,,1387043.2714829291,1387043.2714829291,356.0833333333333,,356.0833333333333,356.0833333333333,21365.0,,21365,21365
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,356.15,12978.0,,12978,12978,7467127.0,,7467127,7467127,1459861.3306659178,,1459861.3306659178,1459861.3306659178,1168896.0,,1168896.0,1168896.0,3388573.0,,3388573.0,3388573.0,3754023.16,,3754023.16,3754023.16,1119823.4146819618,,1119823.4146819618,1119823.4146819618,356.15,,356.15,356.15,21369.0,,21369,21369
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,367.78333333333336,18506.0,,18506,18506,11897957.0,,11897957,11897957,2655150.6179362847,,2655150.6179362847,2655150.6179362847,3171647.0,,3171647.0,3171647.0,4809427.7,,4809427.7,4809427.7,6131359.000000003,,6131359.000000003,6131359.000000003,1762390.7967749652,,1762390.7967749652,1762390.7967749652,367.78333333333336,,367.78333333333336,367.78333333333336,22067.0,,22067,22067
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,20.0,5779.0,638.2233151491725,5054,6256,106674.0,16719.447628435577,90562,123941,24567.348611111112,1800.7511185525607,22526.33333333333,25931.945,23436.666666666668,1161.7960592691527,22100.5,24208.5,39587.1,1364.0250923278518,38436.9,41094.05,49520.06333333333,1992.5152137269426,47365.23,51295.79,9072.747730592962,357.9178504687817,8748.343458246467,9456.707817574516,20.0,0.0,20.0,20.0,1200.0,0.0,1200,1200
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,39.93333333333333,4426.0,,4426,4426,143907.0,,143907,143907,25848.583055091814,,25848.583055091814,25848.583055091814,25355.0,,25355.0,25355.0,44759.5,,44759.5,44759.5,58413.85000000005,,58413.85000000005,58413.85000000005,11900.579896163532,,11900.579896163532,11900.579896163532,39.93333333333333,,39.93333333333333,39.93333333333333,2396.0,,2396,2396
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,39.96666666666667,4364.5,467.39758236430794,4034,4695,173530.5,107734.08207480119,97351,249710,25614.267931609676,214.55677958602718,25462.55337781485,25765.982485404504,24700.25,230.16325727622123,24537.5,24863.0,46111.02500000001,403.79332739658,45825.50000000001,46396.55000000001,60926.59000000004,1846.7224961536303,59620.76000000006,62232.42000000002,12993.348749216104,669.5886799559006,12519.87805301354,13466.81944541867,39.96666666666667,0.0,39.96666666666667,39.96666666666667,2398.0,0.0,2398,2398
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,62.18333333333333,4604.0,,4604,4604,107261.0,,107261,107261,25689.79630125972,,25689.79630125972,25689.79630125972,25366.0,,25366.0,25366.0,49944.0,,49944.0,49944.0,65019.49999999998,,65019.49999999998,65019.49999999998,13793.49302413297,,13793.49302413297,13793.49302413297,62.18333333333333,,62.18333333333333,62.18333333333333,3731.0,,3731,3731
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,62.23333333333333,4417.0,,4417,4417,148675.0,,148675,148675,24569.1585431173,,24569.1585431173,24569.1585431173,23694.5,,23694.5,23694.5,51041.65,,51041.65,51041.65,66892.09000000001,,66892.09000000001,66892.09000000001,15029.584990267853,,15029.584990267853,15029.584990267853,62.23333333333333,,62.23333333333333,62.23333333333333,3734.0,,3734,3734
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,62.35,4431.0,,4431,4431,133100.0,,133100,133100,25145.63699545576,,25145.63699545576,25145.63699545576,24091.0,,24091.0,24091.0,52175.0,,52175.0,52175.0,74828.79999999997,,74828.79999999997,74828.79999999997,15249.874977345107,,15249.874977345107,15249.874977345107,62.35,,62.35,62.35,3741.0,,3741,3741
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,82.6,4145.0,,4145,4145,371293.0,,371293,371293,25809.286117836964,,25809.286117836964,25809.286117836964,24117.0,,24117.0,24117.0,54926.5,,54926.5,54926.5,75155.09999999999,,75155.09999999999,75155.09999999999,18338.65034599241,,18338.65034599241,18338.65034599241,82.6,,82.6,82.6,4956.0,,4956,4956
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,82.63333333333334,3908.0,83.43860018001261,3849,3967,139175.5,37968.09861581167,112328,166023,26077.47176280758,1096.2987528858305,25302.27148043566,26852.672045179508,24530.0,1634.1237713221112,23374.5,25685.5,55272.44999999997,823.4258466917732,54690.199999999946,55854.7,75760.05500000008,1824.9648204966356,74469.61000000002,77050.50000000013,16354.345406859373,831.1130738898382,15766.659716379072,16942.031097339674,82.63333333333334,0.0,82.63333333333334,82.63333333333334,4958.0,0.0,4958,4958
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,98.2,4617.0,,4617,4617,249682.0,,249682,249682,28663.30634758995,,28663.30634758995,28663.30634758995,26276.0,,26276.0,26276.0,60853.65,,60853.65,60853.65,85798.41000000002,,85798.41000000002,85798.41000000002,18658.24903878952,,18658.24903878952,18658.24903878952,98.2,,98.2,98.2,5892.0,,5892,5892
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,98.45,4035.0,,4035,4035,167507.0,,167507,167507,24131.378364652108,,24131.378364652108,24131.378364652108,19565.0,,19565.0,19565.0,56103.3,,56103.3,56103.3,79005.43999999989,,79005.43999999989,79005.43999999989,17412.11173486541,,17412.11173486541,17412.11173486541,98.45,,98.45,98.45,5907.0,,5907,5907
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,98.75,4005.0,,4005,4005,127692.0,,127692,127692,26466.712067510547,,26466.712067510547,26466.712067510547,24137.0,,24137.0,24137.0,58052.8,,58052.8,58052.8,86437.60000000021,,86437.60000000021,86437.60000000021,17646.478113046403,,17646.478113046403,17646.478113046403,98.75,,98.75,98.75,5925.0,,5925,5925
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,121.56666666666666,4329.0,,4329,4329,208246.0,,208246,208246,34290.14875239923,,34290.14875239923,34290.14875239923,32033.0,,32033.0,32033.0,68388.54999999997,,68388.54999999997,68388.54999999997,90459.9299999999,,90459.9299999999,90459.9299999999,18595.308867726653,,18595.308867726653,18595.308867726653,121.56666666666666,,121.56666666666666,121.56666666666666,7294.0,,7294,7294
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,121.71666666666668,4445.0,,4445,4445,170087.0,,170087,170087,28846.654936327537,,28846.654936327537,28846.654936327537,25966.0,,25966.0,25966.0,62383.59999999999,,62383.59999999999,62383.59999999999,84334.97999999978,,84334.97999999978,84334.97999999978,17911.675837547562,,17911.675837547562,17911.675837547562,121.71666666666668,,121.71666666666668,121.71666666666668,7303.0,,7303,7303
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,122.46666666666668,3561.0,,3561,3561,153051.0,,153051,153051,22878.331382689168,,22878.331382689168,22878.331382689168,17483.5,,17483.5,17483.5,54305.6,,54305.6,54305.6,74724.62999999998,,74724.62999999998,74724.62999999998,16532.74758207767,,16532.74758207767,16532.74758207767,122.46666666666668,,122.46666666666668,122.46666666666668,7348.0,,7348,7348
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,137.48333333333332,4338.0,,4338,4338,162810.0,,162810,162810,30392.56370469148,,30392.56370469148,30392.56370469148,25786.0,,25786.0,25786.0,69295.19999999998,,69295.19999999998,69295.19999999998,97133.9199999999,,97133.9199999999,97133.9199999999,20619.40380850535,,20619.40380850535,20619.40380850535,137.48333333333332,,137.48333333333332,137.48333333333332,8249.0,,8249,8249
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,137.51666666666668,4056.0,,4056,4056,192330.0,,192330,192330,29622.361410738093,,29622.361410738093,29622.361410738093,26598.0,,26598.0,26598.0,65338.5,,65338.5,65338.5,91095.0,,91095.0,91095.0,19848.73902710136,,19848.73902710136,19848.73902710136,137.51666666666668,,137.51666666666668,137.51666666666668,8251.0,,8251,8251
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,137.65,4185.0,,4185,4185,193500.0,,193500,193500,30070.317835088998,,30070.317835088998,30070.317835088998,26521.0,,26521.0,26521.0,66636.29999999997,,66636.29999999997,66636.29999999997,93812.00000000004,,93812.00000000004,93812.00000000004,20229.214703609294,,20229.214703609294,20229.214703609294,137.65,,137.65,137.65,8259.0,,8259,8259
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,159.41666666666666,3875.0,,3875,3875,199182.0,,199182,199182,31293.460115002614,,31293.460115002614,31293.460115002614,27269.0,,27269.0,27269.0,72205.19999999998,,72205.19999999998,72205.19999999998,97991.76,,97991.76,97991.76,22141.09008251,,22141.09008251,22141.09008251,159.41666666666666,,159.41666666666666,159.41666666666666,9565.0,,9565,9565
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,159.53333333333333,3987.0,,3987,3987,195093.0,,195093,195093,31147.711554534057,,31147.711554534057,31147.711554534057,26940.0,,26940.0,26940.0,71537.99999999994,,71537.99999999994,71537.99999999994,103082.7399999998,,103082.7399999998,103082.7399999998,21443.10087765113,,21443.10087765113,21443.10087765113,159.53333333333333,,159.53333333333333,159.53333333333333,9572.0,,9572,9572
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,160.55,3972.0,,3972,3972,199266.0,,199266,199266,30928.656389494445,,30928.656389494445,30928.656389494445,28073.0,,28073.0,28073.0,67764.59999999995,,67764.59999999995,67764.59999999995,93026.96000000012,,93026.96000000012,93026.96000000012,20245.78987628781,,20245.78987628781,20245.78987628781,160.55,,160.55,160.55,9633.0,,9633,9633
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,184.31666666666663,3755.0,,3755,3755,730090.0,,730090,730090,38698.09838140881,,38698.09838140881,38698.09838140881,31966.0,,31966.0,31966.0,87353.60000000002,,87353.60000000002,87353.60000000002,148028.08000000005,,148028.08000000005,148028.08000000005,35211.837242163594,,35211.837242163594,35211.837242163594,184.31666666666663,,184.31666666666663,184.31666666666663,11059.0,,11059,11059
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,184.33333333333331,4178.0,,4178,4178,381815.0,,381815,381815,37901.70307414105,,37901.70307414105,37901.70307414105,32603.5,,32603.5,32603.5,85066.59999999995,,85066.59999999995,85066.59999999995,127556.33999999984,,127556.33999999984,127556.33999999984,28142.84342748591,,28142.84342748591,28142.84342748591,184.33333333333331,,184.33333333333331,184.33333333333331,11060.0,,11060,11060
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,186.08333333333331,4069.0,,4069,4069,220144.0,,220144,220144,36769.14832064488,,36769.14832064488,36769.14832064488,31672.0,,31672.0,31672.0,85367.39999999998,,85367.39999999998,85367.39999999998,118993.92000000011,,118993.92000000011,118993.92000000011,25915.794488920717,,25915.794488920717,25915.794488920717,186.08333333333331,,186.08333333333331,186.08333333333331,11165.0,,11165,11165
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,186.88333333333333,4652.0,,4652,4652,213335.0,,213335,213335,38428.896191920096,,38428.896191920096,38428.896191920096,34258.0,,34258.0,34258.0,83242.39999999997,,83242.39999999997,83242.39999999997,114174.43999999992,,114174.43999999992,114174.43999999992,24104.495117005248,,24104.495117005248,24104.495117005248,186.88333333333333,,186.88333333333333,186.88333333333333,11213.0,,11213,11213
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,187.38333333333333,3966.0,,3966,3966,507247.0,,507247,507247,36061.82326781108,,36061.82326781108,36061.82326781108,31319.0,,31319.0,31319.0,78331.99999999997,,78331.99999999997,78331.99999999997,116265.27999999998,,116265.27999999998,116265.27999999998,29126.17959593177,,29126.17959593177,29126.17959593177,187.38333333333333,,187.38333333333333,187.38333333333333,11243.0,,11243,11243
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,187.4833333333333,4309.0,,4309,4309,208091.0,,208091,208091,35589.26073428749,,35589.26073428749,35589.26073428749,31626.0,,31626.0,31626.0,78877.8,,78877.8,78877.8,105725.16000000002,,105725.16000000002,105725.16000000002,23497.682980363472,,23497.682980363472,23497.682980363472,187.4833333333333,,187.4833333333333,187.4833333333333,11249.0,,11249,11249
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,216.75,4865.0,,4865,4865,645165.0,,645165,645165,51246.7631680123,,51246.7631680123,51246.7631680123,45852.0,,45852.0,45852.0,107493.99999999984,,107493.99999999984,107493.99999999984,167770.03999999957,,167770.03999999957,167770.03999999957,36210.9784081103,,36210.9784081103,36210.9784081103,216.75,,216.75,216.75,13005.0,,13005,13005
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,217.25,4483.0,,4483,4483,304469.0,,304469,304469,47672.27180667434,,47672.27180667434,47672.27180667434,43092.0,,43092.0,43092.0,101212.1,,101212.1,101212.1,142144.03999999998,,142144.03999999998,142144.03999999998,29091.281201436985,,29091.281201436985,29091.281201436985,217.25,,217.25,217.25,13035.0,,13035,13035
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,223.56666666666663,5701.0,,5701,5701,214601.0,,214601,214601,46916.90308632772,,46916.90308632772,46916.90308632772,41938.5,,41938.5,41938.5,99617.39999999997,,99617.39999999997,99617.39999999997,134274.27999999985,,134274.27999999985,134274.27999999985,28129.406243832025,,28129.406243832025,28129.406243832025,223.56666666666663,,223.56666666666663,223.56666666666663,13414.0,,13414,13414
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,227.1,4573.0,,4573,4573,401650.0,,401650,401650,46266.189197123145,,46266.189197123145,46266.189197123145,41904.0,,41904.0,41904.0,101141.0,,101141.0,101141.0,134642.5,,134642.5,134642.5,29907.02128000255,,29907.02128000255,29907.02128000255,227.1,,227.1,227.1,13626.0,,13626,13626
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,228.88333333333333,4588.0,,4588,4588,274672.0,,274672,274672,41891.46224422923,,41891.46224422923,41891.46224422923,37093.0,,37093.0,37093.0,93188.6,,93188.6,93188.6,126467.48000000004,,126467.48000000004,126467.48000000004,27837.67183095353,,27837.67183095353,27837.67183095353,228.88333333333333,,228.88333333333333,228.88333333333333,13733.0,,13733,13733
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,228.9333333333333,3750.0,,3750,3750,259355.0,,259355,259355,44506.19467093768,,44506.19467093768,44506.19467093768,39353.0,,39353.0,39353.0,101100.75,,101100.75,101100.75,143557.55,,143557.55,143557.55,30517.17213236072,,30517.17213236072,30517.17213236072,228.9333333333333,,228.9333333333333,228.9333333333333,13736.0,,13736,13736
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,260.2333333333333,5916.0,,5916,5916,375787.0,,375787,375787,56371.92000768541,,56371.92000768541,56371.92000768541,49196.0,,49196.0,49196.0,120279.94999999978,,120279.94999999978,120279.94999999978,172299.14999999997,,172299.14999999997,172299.14999999997,34272.346339642136,,34272.346339642136,34272.346339642136,260.2333333333333,,260.2333333333333,260.2333333333333,15614.0,,15614,15614
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,260.93333333333334,5789.0,,5789,5789,583449.0,,583449,583449,65096.92015840572,,65096.92015840572,65096.92015840572,58698.5,,58698.5,58698.5,132333.0,,132333.0,132333.0,183162.55000000045,,183162.55000000045,183162.55000000045,37464.00586683439,,37464.00586683439,37464.00586683439,260.93333333333334,,260.93333333333334,260.93333333333334,15656.0,,15656,15656
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,261.85,5145.0,,5145,5145,351692.0,,351692,351692,64196.841894214245,,64196.841894214245,64196.841894214245,58137.0,,58137.0,58137.0,131110.5,,131110.5,131110.5,182276.29999999987,,182276.29999999987,182276.29999999987,36180.15958282333,,36180.15958282333,36180.15958282333,261.85,,261.85,261.85,15711.0,,15711,15711
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,262.65,4613.0,,4613,4613,330996.0,,330996,330996,59024.44006599404,,59024.44006599404,59024.44006599404,52017.0,,52017.0,52017.0,125219.4,,125219.4,125219.4,174386.26000000004,,174386.26000000004,174386.26000000004,35524.407997859686,,35524.407997859686,35524.407997859686,262.65,,262.65,262.65,15759.0,,15759,15759
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,263.3666666666667,4715.0,,4715,4715,534878.0,,534878,534878,61425.71699784837,,61425.71699784837,61425.71699784837,55347.0,,55347.0,55347.0,126789.9499999998,,126789.9499999998,126789.9499999998,175914.28999999998,,175914.28999999998,175914.28999999998,37830.754972098,,37830.754972098,37830.754972098,263.3666666666667,,263.3666666666667,263.3666666666667,15802.0,,15802,15802
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,265.9,5026.0,,5026,5026,279625.0,,279625,279625,60035.003196690486,,60035.003196690486,60035.003196690486,55206.0,,55206.0,55206.0,119975.29999999996,,119975.29999999996,119975.29999999996,162784.35,,162784.35,162784.35,32700.53603429885,,32700.53603429885,32700.53603429885,265.9,,265.9,265.9,15954.0,,15954,15954
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,267.96666666666664,4848.0,,4848,4848,573679.0,,573679,573679,58813.35551685533,,58813.35551685533,58813.35551685533,52328.5,,52328.5,52328.5,121724.19999999998,,121724.19999999998,121724.19999999998,177701.6399999999,,177701.6399999999,177701.6399999999,38645.6883148916,,38645.6883148916,38645.6883148916,267.96666666666664,,267.96666666666664,267.96666666666664,16078.0,,16078,16078
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,268.0833333333333,4940.0,,4940,4940,420693.0,,420693,420693,58752.49070562636,,58752.49070562636,58752.49070562636,53031.0,,53031.0,53031.0,119201.79999999992,,119201.79999999992,119201.79999999992,175715.31999999995,,175715.31999999995,175715.31999999995,34477.00507735737,,34477.00507735737,34477.00507735737,268.0833333333333,,268.0833333333333,268.0833333333333,16085.0,,16085,16085
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,269.0833333333333,4420.0,,4420,4420,307864.0,,307864,307864,56109.84577268504,,56109.84577268504,56109.84577268504,50215.0,,50215.0,50215.0,117266.39999999997,,117266.39999999997,117266.39999999997,160550.43999999992,,160550.43999999992,160550.43999999992,32740.09918519717,,32740.09918519717,32740.09918519717,269.0833333333333,,269.0833333333333,269.0833333333333,16145.0,,16145,16145
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,271.9833333333333,4709.0,,4709,4709,375376.0,,375376,375376,61265.48673325571,,61265.48673325571,61265.48673325571,55372.0,,55372.0,55372.0,128053.49999999984,,128053.49999999984,128053.49999999984,179717.31999999995,,179717.31999999995,179717.31999999995,36660.61766766782,,36660.61766766782,36660.61766766782,271.9833333333333,,271.9833333333333,271.9833333333333,16319.0,,16319,16319
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,273.46666666666664,4545.0,,4545,4545,373528.0,,373528,373528,61423.05454656265,,61423.05454656265,61423.05454656265,55290.5,,55290.5,55290.5,128297.89999999998,,128297.89999999998,128297.89999999998,174568.94,,174568.94,174568.94,36106.99746566455,,36106.99746566455,36106.99746566455,273.46666666666664,,273.46666666666664,273.46666666666664,16408.0,,16408,16408
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,280.6166666666667,5781.0,,5781,5781,317251.0,,317251,317251,58317.02393538041,,58317.02393538041,58317.02393538041,52523.0,,52523.0,52523.0,119529.0,,119529.0,119529.0,168347.7599999999,,168347.7599999999,168347.7599999999,33345.31160620377,,33345.31160620377,33345.31160620377,280.6166666666667,,280.6166666666667,280.6166666666667,16837.0,,16837,16837
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,317.45,8197.0,,8197,8197,476732.0,,476732,476732,85006.07434241613,,85006.07434241613,85006.07434241613,77744.0,,77744.0,77744.0,166401.60000000003,,166401.60000000003,166401.60000000003,222081.00000000015,,222081.00000000015,222081.00000000015,43436.04810496439,,43436.04810496439,43436.04810496439,317.45,,317.45,317.45,19047.0,,19047,19047
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,322.4166666666667,6673.0,,6673,6673,494962.0,,494962,494962,87164.97844404238,,87164.97844404238,87164.97844404238,78488.0,,78488.0,78488.0,171993.8,,171993.8,171993.8,238758.92000000004,,238758.92000000004,238758.92000000004,46793.60134617379,,46793.60134617379,46793.60134617379,322.4166666666667,,322.4166666666667,322.4166666666667,19345.0,,19345,19345
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,323.6,6252.0,,6252,6252,444019.0,,444019,444019,84059.70936341162,,84059.70936341162,84059.70936341162,75657.5,,75657.5,75657.5,169373.25,,169373.25,169373.25,241961.19999999923,,241961.19999999923,241961.19999999923,47189.42423657997,,47189.42423657997,47189.42423657997,323.6,,323.6,323.6,19416.0,,19416,19416
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,325.55,6975.0,,6975,6975,386334.0,,386334,386334,85839.29273537091,,85839.29273537091,85839.29273537091,77959.0,,77959.0,77959.0,171179.59999999998,,171179.59999999998,171179.59999999998,232097.8,,232097.8,232097.8,45273.952187668,,45273.952187668,45273.952187668,325.55,,325.55,325.55,19533.0,,19533,19533
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,326.7333333333333,8031.0,,8031,8031,405898.0,,405898,405898,86558.77305651907,,86558.77305651907,86558.77305651907,77954.5,,77954.5,77954.5,175237.84999999995,,175237.84999999995,175237.84999999995,234840.48000000036,,234840.48000000036,234840.48000000036,46847.81959771942,,46847.81959771942,46847.81959771942,326.7333333333333,,326.7333333333333,326.7333333333333,19604.0,,19604,19604
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,328.7,7104.0,,7104,7104,373362.0,,373362,373362,84239.74825068451,,84239.74825068451,84239.74825068451,75764.5,,75764.5,75764.5,170974.75,,170974.75,170974.75,238199.38000000015,,238199.38000000015,238199.38000000015,46026.29140999595,,46026.29140999595,46026.29140999595,328.7,,328.7,328.7,19722.0,,19722,19722
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,329.1166666666667,6535.0,,6535,6535,607641.0,,607641,607641,93103.78806907378,,93103.78806907378,93103.78806907378,82795.0,,82795.0,82795.0,184491.1,,184491.1,184491.1,317401.28000000026,,317401.28000000026,317401.28000000026,56251.10823191471,,56251.10823191471,56251.10823191471,329.1166666666667,,329.1166666666667,329.1166666666667,19747.0,,19747,19747
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,329.15,6488.0,,6488,6488,866492.0,,866492,866492,90871.5074687326,,90871.5074687326,90871.5074687326,79838.0,,79838.0,79838.0,183894.4,,183894.4,183894.4,263870.7200000001,,263870.7200000001,263870.7200000001,57167.00549077789,,57167.00549077789,57167.00549077789,329.15,,329.15,329.15,19749.0,,19749,19749
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,329.2,6237.0,,6237,6237,476035.0,,476035,476035,88261.85702713649,,88261.85702713649,88261.85702713649,80734.5,,80734.5,80734.5,175271.75000000003,,175271.75000000003,175271.75000000003,227622.8500000001,,227622.8500000001,227622.8500000001,45846.6047985352,,45846.6047985352,45846.6047985352,329.2,,329.2,329.2,19752.0,,19752,19752
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,329.8666666666667,5421.0,,5421,5421,450015.0,,450015,450015,83091.12757679871,,83091.12757679871,83091.12757679871,75233.0,,75233.0,75233.0,164866.5,,164866.5,164866.5,231719.55000000005,,231719.55000000005,231719.55000000005,45318.43545225142,,45318.43545225142,45318.43545225142,329.8666666666667,,329.8666666666667,329.8666666666667,19792.0,,19792,19792
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,330.8666666666667,4886.0,,4886,4886,333143.0,,333143,333143,80770.22602256699,,80770.22602256699,80770.22602256699,72221.0,,72221.0,72221.0,169598.85,,169598.85,169598.85,230484.3200000004,,230484.3200000004,230484.3200000004,45677.8221578422,,45677.8221578422,45677.8221578422,330.8666666666667,,330.8666666666667,330.8666666666667,19852.0,,19852,19852
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,332.53333333333336,6000.0,,6000,6000,405699.0,,405699,405699,80129.56129711308,,80129.56129711308,80129.56129711308,71540.0,,71540.0,71540.0,162705.35000000003,,162705.35000000003,162705.35000000003,230120.35000000015,,230120.35000000015,230120.35000000015,44784.07757099252,,44784.07757099252,44784.07757099252,332.53333333333336,,332.53333333333336,332.53333333333336,19952.0,,19952,19952
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,332.6333333333333,5912.0,,5912,5912,465041.0,,465041,465041,80773.10842769817,,80773.10842769817,80773.10842769817,72459.5,,72459.5,72459.5,164692.3,,164692.3,164692.3,221337.91000000003,,221337.91000000003,221337.91000000003,44321.01161079016,,44321.01161079016,44321.01161079016,332.6333333333333,,332.6333333333333,332.6333333333333,19958.0,,19958,19958
