statistics_file,runtime,config,series,vcpu_per_pod,memory_per_pod,num_pods,busy_pods,N_in_service,fleet_utilization,total_vcpu,total_memory,concurrency,target_rps,achieved_rps,efficiency_pct,duration_seconds,latency_us,latency_seconds,instance_cost_per_1k,instance_cost_per_pod_per_1k,request_cost_per_1k,cost_difference,percent_savings,cheaper_model
fibonacci_go_b4_statistics.csv,go,B4,B,0.125,0.125,8,7,79.60231689865961,0.8291908010277043,1.0,1.0,12,500.0,291.7,58.3,3.4281796366129584,272891.0418191965,0.2728910418191965,6.856359273225918e-05,8.570449091532397e-06,0.0013039515760260884,-0.0012353879832938293,-1801.8133736340499,Instance
fibonacci_go_b5_statistics.csv,go,B5,B,0.1,0.1,10,1,3.38469337369462,0.0338469337369462,1.0,1.0,10,100.0,97.4,97.4,10.266940451745379,34750.445315139834,0.034750445315139836,0.0002053388090349076,2.0533880903490758e-05,0.0004920886800851206,-0.000286749871050213,-139.64718720145376,Instance
fibonacci_go_b5_statistics.csv,go,B5,B,0.1,0.1,10,2,13.078309877650769,0.13078309877650768,1.0,1.0,10,200.0,184.33,92.2,5.425052894265718,70950.52285385324,0.07095052285385324,0.00010850105788531438,1.0850105788531438e-05,0.0005880188855627111,-0.0004795178276773967,-441.9476058788727,Instance
fibonacci_go_b5_statistics.csv,go,B5,B,0.1,0.1,10,4,30.584440082871076,0.3058444008287108,1.0,1.0,10,300.0,234.49,78.2,4.2645741822679,130429.6135565315,0.13042961355653152,8.529148364535801e-05,8.529148364535802e-06,0.0007456384759248085,-0.0006603469922794505,-774.2238310980417,Instance
fibonacci_go_b5_statistics.csv,go,B5,B,0.1,0.1,10,6,58.01292402151841,0.5801292402151841,1.0,1.0,10,400.0,260.45,65.1,3.839508542906508,222741.11737960612,0.2227411173796061,7.679017085813016e-05,7.679017085813017e-06,0.0009902639610559563,-0.0009134737901978262,-1189.5712432851192,Instance
fibonacci_go_b5_statistics.csv,go,B5,B,0.1,0.1,10,8,71.78408491435974,0.7178408491435974,1.0,1.0,10,500.0,260.16,52.0,3.8437884378843785,275922.83561792644,0.2759228356179264,7.687576875768758e-05,7.687576875768759e-06,0.0011311955143875052,-0.0010543197456298176,-1371.4591251152667,Instance
fibonacci_nodejs_b1_statistics.csv,nodejs,B1,B,1.0,1.0,1,1,2.5592916458658297,0.025592916458658296,1.0,1.0,100,100.0,97.89,97.9,10.215548064153642,26144.566818529263,0.026144566818529263,0.00020431096128307286,0.00020431096128307286,0.0010928310206910256,-0.0008885200594079527,-434.88614307722236,Instance
fibonacci_nodejs_b1_statistics.csv,nodejs,B1,B,1.0,1.0,1,1,9.670815667449672,0.09670815667449671,1.0,1.0,100,200.0,183.73,91.9,5.442769281010178,52636.01843710701,0.05263601843710702,0.00010885538562020356,0.00010885538562020356,0.001794854488583336,-0.0016859991029631325,-1548.8430759370817,Instance
fibonacci_nodejs_b1_statistics.csv,nodejs,B1,B,1.0,1.0,1,1,25.8718970927374,0.258718970927374,1.0,1.0,100,300.0,270.22,90.1,3.700688328029013,95743.82759506104,0.09574382759506105,7.401376656058027e-05,7.401376656058027e-05,0.002937211431269118,-0.002863197664708538,-3868.466364787705,Instance
fibonacci_nodejs_b1_statistics.csv,nodejs,B1,B,1.0,1.0,1,1,316.00078422614854,3.1600078422614852,1.0,1.0,100,400.0,343.19,85.8,2.9138378157871734,920775.0348965544,0.9207750348965544,5.8276756315743475e-05,5.8276756315743475e-05,0.024800538424758694,-0.024742261668442952,-42456.48390996468,Instance
fibonacci_nodejs_b1_statistics.csv,nodejs,B1,B,1.0,1.0,1,1,244.3387936206711,2.4433879362067112,1.0,1.0,100,500.0,336.44,67.3,2.9722981809535134,726247.7518150966,0.7262477518150966,5.944596361907027e-05,5.944596361907027e-05,0.019645565423100062,-0.01958611945948099,-32947.770154738915,Instance
fibonacci_nodejs_b2_statistics.csv,nodejs,B2,B,0.5,0.5,2,1,2.7990370402696727,0.027990370402696727,1.0,1.0,50,100.0,97.12,97.1,10.29654036243822,28820.3978610963,0.0288203978610963,0.00020593080724876442,0.00010296540362438221,0.000781870271659526,-0.0005759394644107615,-279.6762039178658,Instance
fibonacci_nodejs_b2_statistics.csv,nodejs,B2,B,0.5,0.5,2,1,6.967075439801655,0.06967075439801655,1.0,1.0,50,200.0,178.69,89.3,5.59628406737926,38989.73327999136,0.038989733279991355,0.00011192568134758521,5.596284067379261e-05,0.0009166139659598856,-0.0008046882846123003,-718.9487478868597,Instance
fibonacci_nodejs_b2_statistics.csv,nodejs,B2,B,0.5,0.5,2,1,14.151489437389168,0.14151489437389167,1.0,1.0,50,300.0,250.9,83.6,3.9856516540454363,56402.90728333666,0.05640290728333666,7.971303308090873e-05,3.9856516540454363e-05,0.0011473385215042108,-0.001067625488423302,-1339.3361752270325,Instance
fibonacci_nodejs_b2_statistics.csv,nodejs,B2,B,0.5,0.5,2,1,22.82861654756144,0.22828616547561442,1.0,1.0,50,400.0,307.59,76.9,3.2510809844273223,74217.6811585599,0.07421768115855991,6.502161968854645e-05,3.2510809844273224e-05,0.0013833842753509188,-0.0013183626556623723,-2027.5758462759452,Instance
fibonacci_nodejs_b2_statistics.csv,nodejs,B2,B,0.5,0.5,2,1,23.724567466890402,0.23724567466890403,1.0,1.0,50,500.0,308.51,61.7,3.2413860166607242,76900.48123850249,0.07690048123850249,6.482772033321449e-05,3.241386016660724e-05,0.001418931376410158,-0.0013541036560769436,-2088.7725946814894,Instance
fibonacci_nodejs_b3_statistics.csv,nodejs,B3,B,0.25,0.25,4,1,3.1399443835331065,0.03139944383533107,1.0,1.0,25,100.0,96.99,97.0,10.310341272296114,32373.89817025577,0.032373898170255766,0.0002062068254459223,5.155170636148057e-05,0.0006144770753779444,-0.00040827024993202215,-197.9906577045341,Instance
fibonacci_nodejs_b3_statistics.csv,nodejs,B3,B,0.25,0.25,4,1,8.513119565466702,0.08513119565466702,1.0,1.0,25,200.0,171.22,85.6,5.840439201027917,49720.35723318948,0.04972035723318948,0.00011680878402055835,2.9202196005139588e-05,0.0007293973666698803,-0.000612588582649322,-524.4370856060846,Instance
fibonacci_nodejs_b3_statistics.csv,nodejs,B3,B,0.25,0.25,4,1,14.985596783939233,0.14985596783939234,1.0,1.0,25,300.0,239.58,79.9,4.173971116119876,62549.44813398126,0.06254944813398126,8.347942232239753e-05,2.0869855580599383e-05,0.0008143900938876259,-0.0007309106715652283,-875.5578934679869,Instance
fibonacci_nodejs_b3_statistics.csv,nodejs,B3,B,0.25,0.25,4,1,24.59526264681369,0.2459526264681369,1.0,1.0,25,400.0,284.37,71.1,3.5165453458522347,86490.356390666,0.086490356390666,7.03309069170447e-05,1.7582726729261176e-05,0.0009729986110881624,-0.0009026677041711177,-1283.4580751757037,Instance
fibonacci_nodejs_b3_statistics.csv,nodejs,B3,B,0.25,0.25,4,1,24.437562192840243,0.24437562192840243,1.0,1.0,25,500.0,287.02,57.4,3.4840777646157064,85142.36705748814,0.08514236705748814,6.968155529231414e-05,1.7420388823078534e-05,0.0009640681817558588,-0.0008943866264635447,-1283.5342476378328,Instance
fibonacci_nodejs_b4_statistics.csv,nodejs,B4,B,0.125,0.125,8,1,3.877207887731175,0.040387582163866405,1.0,1.0,12,100.0,96.28,96.3,10.38637307852098,40270.127624960274,0.040270127624960274,0.00020772746157041963,2.5965932696302454e-05,0.000533394797757681,-0.0003256673361872613,-156.7762556405476,Instance
fibonacci_nodejs_b4_statistics.csv,nodejs,B4,B,0.125,0.125,8,1,11.72367910648147,0.12212165735918197,1.0,1.0,12,200.0,167.39,83.7,5.974072525240457,70038.10924476654,0.07003810924476654,0.00011948145050480915,1.4935181313101143e-05,0.0006320012368732892,-0.00051251978636848,-428.95343520109924,Instance
fibonacci_nodejs_b4_statistics.csv,nodejs,B4,B,0.125,0.125,8,3,30.136652393685566,0.31392346243422464,1.0,1.0,12,300.0,233.92,78.0,4.274965800273598,128833.15831773926,0.12883315831773925,8.549931600547197e-05,1.0687414500683996e-05,0.0008267598369275113,-0.0007412605209220393,-866.9783052704171,Instance
fibonacci_nodejs_b4_statistics.csv,nodejs,B4,B,0.125,0.125,8,5,53.08547784992087,0.5529737276033424,1.0,1.0,12,400.0,259.78,64.9,3.8494110401108634,204347.8245050461,0.2043478245050461,7.698822080221728e-05,9.62352760027716e-06,0.0010769021686729652,-0.0009999139478707479,-1298.788226889314,Instance
fibonacci_nodejs_b4_statistics.csv,nodejs,B4,B,0.125,0.125,8,5,56.37530599808073,0.5872427708133409,1.0,1.0,12,500.0,255.9,51.2,3.9077764751856194,220302.0945606906,0.2203020945606906,7.81555295037124e-05,9.76944118796405e-06,0.0011297506882322877,-0.0010515951587285752,-1345.5160055932117,Instance
fibonacci_nodejs_b5_statistics.csv,nodejs,B5,B,0.1,0.1,10,1,3.6212754913539724,0.03621275491353972,1.0,1.0,10,100.0,97.73,97.7,10.232272587741736,37053.87794284224,0.03705387794284224,0.00020464545175483473,2.046454517548347e-05,0.000498192776548532,-0.00029354732479369727,-143.44190026044018,Instance
fibonacci_nodejs_b5_statistics.csv,nodejs,B5,B,0.1,0.1,10,2,12.602406011230947,0.12602406011230946,1.0,1.0,10,200.0,184.75,92.4,5.412719891745602,68213.2937008441,0.0682132937008441,0.00010825439783491205,1.0825439783491205e-05,0.000580765228307237,-0.0004725108304723249,-436.4818796488101,Instance
fibonacci_nodejs_b5_statistics.csv,nodejs,B5,B,0.1,0.1,10,5,44.02064209798461,0.44020642097984614,1.0,1.0,10,300.0,258.55,86.2,3.867723844517501,170259.68709334603,0.17025968709334602,7.735447689035002e-05,7.735447689035003e-06,0.000851188170797367,-0.000773833693907017,-1000.3735077982963,Instance
fibonacci_nodejs_b5_statistics.csv,nodejs,B5,B,0.1,0.1,10,10,97.06189873095701,0.9706189873095701,1.0,1.0,10,400.0,281.38,70.3,3.5539128580567203,344949.5299273474,0.3449495299273474,7.107825716113441e-05,7.107825716113441e-06,0.0013141162543074709,-0.0012430379971463364,-1748.8301581851808,Instance
fibonacci_nodejs_b5_statistics.csv,nodejs,B5,B,0.1,0.1,10,10,111.25834223849091,1.1125834223849091,1.0,1.0,10,500.0,282.7,56.5,3.537318712415989,393556.2159125961,0.3935562159125961,7.074637424831978e-05,7.074637424831978e-06,0.0014429239721683797,-0.0013721775979200599,-1939.5730346600044,Instance
fibonacci_python_b1_statistics.csv,python,B1,B,1.0,1.0,1,1,2.4993255520057898,0.0249932555200579,1.0,1.0,100,100.0,98.79,98.8,10.122482032594391,25299.377993782666,0.025299377993782665,0.00020244964065188785,0.00020244964065188785,0.0010704335168352406,-0.0008679838761833528,-428.7406356407671,Instance
fibonacci_python_b1_statistics.csv,python,B1,B,1.0,1.0,1,1,11.016295995421672,0.11016295995421671,1.0,1.0,100,200.0,187.52,93.8,5.332764505119454,58747.31226227427,0.05874731226227427,0.00010665529010238908,0.00010665529010238908,0.0019568037749502685,-0.0018501484848478793,-1734.6992193933715,Instance
fibonacci_python_b1_statistics.csv,python,B1,B,1.0,1.0,1,1,40.39321353102488,0.40393213531024874,1.0,1.0,100,300.0,284.98,95.0,3.509018176714155,141740.52049626247,0.14174052049626246,7.01803635342831e-05,7.01803635342831e-05,0.004156123793150955,-0.004085943429616672,-5822.060792860796,Instance
fibonacci_python_b1_statistics.csv,python,B1,B,1.0,1.0,1,1,934.9191672912857,9.349191672912857,1.0,1.0,100,400.0,344.48,86.1,2.902926149558755,2714001.2984535694,2.7140012984535695,5.8058522991175105e-05,5.8058522991175105e-05,0.0723210344090196,-0.07226297588602842,-124465.74966609535,Instance
fibonacci_python_b1_statistics.csv,python,B1,B,1.0,1.0,1,1,1041.981931508322,10.41981931508322,1.0,1.0,100,500.0,358.44,71.7,2.7898672023211697,2906991.2161263307,2.9069912161263307,5.57973440464234e-05,5.57973440464234e-05,0.07743526722734775,-0.07737946988330133,-138679.4859248526,Instance
fibonacci_python_b2_statistics.csv,python,B2,B,0.5,0.5,2,1,2.6016232469674128,0.026016232469674126,1.0,1.0,50,100.0,98.47,98.5,10.155377272265666,26420.465593250865,0.026420465593250866,0.00020310754544531332,0.00010155377272265666,0.000750071169110574,-0.0005469636236652606,-269.29754011159105,Instance
fibonacci_python_b2_statistics.csv,python,B2,B,0.5,0.5,2,1,6.806879837003688,0.06806879837003688,1.0,1.0,50,200.0,186.4,93.2,5.364806866952789,36517.59569207987,0.03651759569207987,0.00010729613733905579,5.3648068669527894e-05,0.0008838581429200583,-0.0007765620055810025,-723.7557892014944,Instance
fibonacci_python_b2_statistics.csv,python,B2,B,0.5,0.5,2,1,15.813431989785284,0.15813431989785284,1.0,1.0,50,300.0,264.64,88.2,3.7787182587666264,59754.50419356592,0.05975450419356592,7.557436517533254e-05,3.778718258766627e-05,0.0011917471805647484,-0.0011161728153894158,-1476.919869323275,Instance
fibonacci_python_b2_statistics.csv,python,B2,B,0.5,0.5,2,1,28.934042820919174,0.28934042820919176,1.0,1.0,50,400.0,334.7,83.7,2.987750224081267,86447.69292177823,0.08644769292177823,5.975500448162534e-05,2.987750224081267e-05,0.0015454319312135614,-0.001485676926731936,-2486.2803368858945,Instance
fibonacci_python_b2_statistics.csv,python,B2,B,0.5,0.5,2,1,27.541029919707785,0.2754102991970779,1.0,1.0,50,500.0,329.27,65.9,3.03702128951924,83642.69420143889,0.0836426942014389,6.07404257903848e-05,3.03702128951924e-05,0.0015082656981690655,-0.0014475252723786807,-2383.1332321806403,Instance
fibonacci_python_b3_statistics.csv,python,B3,B,0.25,0.25,4,1,2.9500062305728827,0.029500062305728828,1.0,1.0,25,100.0,98.29,98.3,10.173974972021568,30013.289557156197,0.030013289557156198,0.00020347949944043138,5.0869874860107844e-05,0.0005988380433161599,-0.0003953585438757285,-194.29895638772678,Instance
fibonacci_python_b3_statistics.csv,python,B3,B,0.25,0.25,4,1,7.949258975391138,0.07949258975391138,1.0,1.0,25,200.0,180.98,90.5,5.525472427892585,43923.4112907014,0.043923411290701396,0.0001105094485578517,2.7627362139462926e-05,0.0006909925998008967,-0.000580483151243045,-525.2792035598314,Instance
fibonacci_python_b3_statistics.csv,python,B3,B,0.25,0.25,4,1,19.7480435924948,0.197480435924948,1.0,1.0,25,300.0,279.96,93.3,3.5719388484069157,70538.80408806544,0.07053880408806544,7.143877696813832e-05,1.785969424203458e-05,0.0008673195770834336,-0.0007958808001152953,-1114.0739440013901,Instance
fibonacci_python_b3_statistics.csv,python,B3,B,0.25,0.25,4,2,32.593148211281616,0.32593148211281614,1.0,1.0,25,400.0,359.21,89.8,2.7838868628378943,90735.63712391532,0.09073563712391532,5.567773725675789e-05,1.3919434314189473e-05,0.001001123595945939,-0.000945445858689181,-1698.0680344987031,Instance
fibonacci_python_b3_statistics.csv,python,B3,B,0.25,0.25,4,2,32.85914788763691,0.3285914788763691,1.0,1.0,25,500.0,342.25,68.5,2.9218407596785974,96009.1976264044,0.0960091976264044,5.8436815193571955e-05,1.4609203798392989e-05,0.0010360609342749292,-0.0009776241190813573,-1672.9592737779726,Instance
fibonacci_python_b4_statistics.csv,python,B4,B,0.125,0.125,8,1,3.5619026896049086,0.0371031530167178,1.0,1.0,12,100.0,97.43,97.4,10.263779123473261,36558.58246541012,0.036558582465410126,0.00020527558246946525,2.5659447808683157e-05,0.000521100304416671,-0.0003158247219472058,-153.85401329658131,Instance
fibonacci_python_b4_statistics.csv,python,B4,B,0.125,0.125,8,1,9.182072301938852,0.09564658647852971,1.0,1.0,12,200.0,185.19,92.6,5.399859603650305,49581.90130103598,0.04958190130103598,0.0001079971920730061,1.3499649009125763e-05,0.0005642400480596817,-0.00045624285598667557,-422.4580725008623,Instance
fibonacci_python_b4_statistics.csv,python,B4,B,0.125,0.125,8,2,21.25734596869341,0.2214306871738897,1.0,1.0,12,300.0,274.07,91.4,3.648702886123983,77561.73958730766,0.07756173958730767,7.297405772247967e-05,9.121757215309958e-06,0.0006569232623829567,-0.0005839492046604771,-800.2147926064847,Instance
fibonacci_python_b4_statistics.csv,python,B4,B,0.125,0.125,8,4,42.66526264918604,0.4444298192623546,1.0,1.0,12,400.0,339.21,84.8,2.948026296394564,125778.31623238126,0.12577831623238125,5.896052592789128e-05,7.37006574098641e-06,0.000816640672519763,-0.0007576801465918717,-1285.0634126271439,Instance
fibonacci_python_b4_statistics.csv,python,B4,B,0.125,0.125,8,3,30.433783644361096,0.3170185796287614,1.0,1.0,12,500.0,292.23,58.4,3.4219621530985864,104143.25580659445,0.10414325580659445,6.843924306197174e-05,8.554905382746468e-06,0.0007449745348593441,-0.0006765352917973724,-988.5195416097306,Instance
fibonacci_python_b5_statistics.csv,python,B5,B,0.1,0.1,10,1,3.660507722852674,0.03660507722852674,1.0,1.0,10,100.0,98.34,98.3,10.16880211511084,37222.97867452384,0.037222978674523836,0.0002033760423022168,2.0337604230221682e-05,0.0004986408934874882,-0.00029526485118527135,-145.18172732779792,Instance
fibonacci_python_b5_statistics.csv,python,B5,B,0.1,0.1,10,2,10.50406698324891,0.1050406698324891,1.0,1.0,10,200.0,184.75,92.4,5.412719891745602,56855.57230445959,0.05685557230445959,0.00010825439783491205,1.0825439783491205e-05,0.0005506672666068179,-0.00044241286877190586,-408.67888752804805,Instance
fibonacci_python_b5_statistics.csv,python,B5,B,0.1,0.1,10,4,30.75947235561308,0.3075947235561308,1.0,1.0,10,300.0,273.74,91.2,3.653101483159202,112367.47408348462,0.11236747408348462,7.306202966318405e-05,7.306202966318404e-06,0.0006977738063212343,-0.0006247117766580503,-855.0430087118734,Instance
fibonacci_python_b5_statistics.csv,python,B5,B,0.1,0.1,10,7,61.731234260370094,0.6173123426037009,1.0,1.0,10,400.0,348.96,87.2,2.8656579550664834,176900.6025343022,0.1769006025343022,5.731315910132967e-05,5.731315910132967e-06,0.000868786596715901,-0.0008114734376145713,-1415.8588539499037,Instance
fibonacci_python_b5_statistics.csv,python,B5,B,0.1,0.1,10,6,58.69044519981901,0.5869044519981901,1.0,1.0,10,500.0,345.83,69.2,2.8915941358470927,169708.9471700518,0.1697089471700518,5.783188271694186e-05,5.783188271694186e-06,0.0008497287100006374,-0.0007918968272836955,-1369.3083988976018,Instance
