target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,40.00,40.00,40.00,40.00,100.0
60.00,62.47,62.50,62.50,62.49,62.47,62.50,104.2
80.00,83.02,83.25,83.17,83.15,83.02,83.25,103.9
100.00,99.63,99.77,99.78,99.73,99.63,99.78,99.7
120.00,124.21,123.87,124.15,124.08,123.87,124.21,103.4
140.00,141.17,141.78,141.78,141.58,141.17,141.78,101.1
160.00,164.31,163.60,164.18,164.03,163.60,164.31,102.5
180.00,195.08,196.03,194.43,195.18,194.43,196.03,108.4
200.00,195.05,195.93,194.73,195.24,194.73,195.93,97.6
220.00,236.60,239.22,239.45,238.42,236.60,239.45,108.4
240.00,237.32,238.97,236.97,237.75,236.97,238.97,99.1
260.00,305.70,303.95,304.18,304.61,303.95,305.70,117.2
280.00,303.10,307.57,304.85,305.17,303.10,307.57,109.0
300.00,302.82,304.70,304.14,303.89,302.82,304.70,101.3
320.00,302.45,303.74,307.08,304.42,302.45,307.08,95.1
340.00,425.26,418.31,419.25,420.94,418.31,425.26,123.8
360.00,422.82,424.75,428.53,425.37,422.82,428.53,118.2
380.00,423.32,424.33,424.38,424.01,423.32,424.38,111.6
400.00,421.73,425.18,419.69,422.20,419.69,425.18,105.6
420.00,422.33,424.82,425.18,424.11,422.33,425.18,101.0
440.00,417.55,420.87,421.87,420.10,417.55,421.87,95.5
460.00,423.80,430.44,426.88,427.04,423.80,430.44,92.8
480.00,426.70,424.17,419.00,423.29,419.00,426.70,88.2
500.00,416.94,,,416.94,416.94,416.94,83.4

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,426.70,480.00
Max Iter2,430.44,460.00
Max Iter3,428.53,360.00
Overall Max,430.44,460.00
Avg of Max,428.56,
