min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
6063,2756372,20770.408333333333,7904.5,15120.499999999987,262336.9799999997,136127.5498830965,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
5846,292102,10338.588333333333,7883.5,15130.349999999991,91541.59,16197.375245664463,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
5675,316746,9218.7275,7440.5,13196.949999999995,32489.919999999955,13345.739783038522,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
5511,520041,9557.325,7275.5,12526.94999999999,65708.93999999984,18889.193958765816,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
5365,689703,10332.2175,7731.5,15532.049999999983,62385.87999999989,23811.67179352793,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
5340,742292,10685.544166666667,7524.0,15291.499999999964,62908.829999999936,28603.472572132145,40.0,40.0,2400,target_rps40.00_iter03_rps40.00_lat.csv
5138,1088890,12243.094717182497,7467.0,18067.799999999996,103858.7299999998,39660.57495019165,60.0,62.47,3748,target_rps60.00_iter01_rps62.47_lat.csv
5059,355852,9308.324,7149.0,13805.79999999999,64095.91999999943,14500.36092090897,60.0,62.5,3750,target_rps60.00_iter02_rps62.50_lat.csv
4629,1126828,11675.283733333334,7080.5,13492.749999999998,70936.48999999983,49134.63779981451,60.0,62.5,3750,target_rps60.00_iter03_rps62.50_lat.csv
4507,1606107,15515.38185103393,7352.0,22011.0,190213.59999999922,64430.48919183246,80.0,83.02,4981,target_rps80.00_iter01_rps83.02_lat.csv
4716,245384,8770.133733733734,6653.0,15941.300000000007,56210.16000000019,11344.455515884623,80.0,83.25,4995,target_rps80.00_iter02_rps83.25_lat.csv
4470,704968,11377.756513026052,6693.0,16839.450000000015,112755.3299999994,34029.65439804426,80.0,83.17,4990,target_rps80.00_iter03_rps83.17_lat.csv
4523,833028,11208.263298762127,6696.0,17974.59999999997,127941.77999999962,29328.731549438417,100.0,99.63,5978,target_rps100.00_iter01_rps99.63_lat.csv
4563,722806,10198.274139659205,6569.0,16762.5,101910.99999999962,24048.987619254338,100.0,99.77,5986,target_rps100.00_iter02_rps99.77_lat.csv
4458,554173,10238.363287122098,6690.0,16509.7,97744.7000000007,21920.91325778334,100.0,99.78,5987,target_rps100.00_iter03_rps99.78_lat.csv
4299,598147,11781.616261907957,6928.0,22455.19999999999,118784.71999999993,27473.1128256997,120.0,124.21,7453,target_rps120.00_iter01_rps124.21_lat.csv
4370,912781,12023.692142088266,6738.5,22814.399999999965,125438.47999999933,32527.225542434102,120.0,123.87,7432,target_rps120.00_iter02_rps123.87_lat.csv
4536,1460234,15659.794871794871,6895.0,25529.39999999997,212790.2799999968,63081.24652218277,120.0,124.15,7449,target_rps120.00_iter03_rps124.15_lat.csv
4317,971225,11499.906847697757,6695.0,21499.349999999784,129871.59999999971,25293.558516429166,140.0,141.17,8470,target_rps140.00_iter01_rps141.17_lat.csv
4290,677751,13488.72810626543,6659.0,29114.69999999991,189559.18000000075,36047.109037833216,140.0,141.78,8507,target_rps140.00_iter02_rps141.78_lat.csv
4437,724909,13254.379687316328,6858.0,25351.199999999997,167991.1400000008,36266.08667708478,140.0,141.78,8507,target_rps140.00_iter03_rps141.78_lat.csv
4200,639234,14630.411621539397,7055.0,45811.0,179626.4,32805.01817085251,160.0,164.31,9861,target_rps160.00_iter01_rps164.31_lat.csv
4182,828312,14061.143744906276,7022.0,48570.75,157407.1000000001,30031.074311051445,160.0,163.6,9816,target_rps160.00_iter02_rps163.60_lat.csv
4154,1278970,18321.99654857375,6997.0,63441.5,256614.5,54573.26050802436,160.0,164.18,9851,target_rps160.00_iter03_rps164.18_lat.csv
4071,1569312,26344.873729175564,8053.0,107947.79999999964,348347.1599999997,68661.70048400662,180.0,195.08,11705,target_rps180.00_iter01_rps195.08_lat.csv
4070,618080,20979.873575922462,8106.5,88549.54999999929,205281.6499999992,40413.134005314736,180.0,196.03,11762,target_rps180.00_iter02_rps196.03_lat.csv
4239,1167109,24077.95945482599,8340.0,96019.5,273782.55000000057,54167.77089960992,180.0,194.43,11666,target_rps180.00_iter03_rps194.43_lat.csv
3982,1673359,25575.508502093482,7836.0,94781.39999999994,368398.8399999966,81055.20277733331,200.0,195.05,11703,target_rps200.00_iter01_rps195.05_lat.csv
4179,790391,20802.732732221844,7740.0,85761.25,231513.2000000001,45301.0898402798,200.0,195.93,11756,target_rps200.00_iter02_rps195.93_lat.csv
4295,911089,20968.258045190003,7890.0,86394.40000000002,235447.72000000006,46327.77595693321,200.0,194.73,11684,target_rps200.00_iter03_rps194.73_lat.csv
4317,1346142,45258.06290504368,18636.5,154998.75,395600.0999999998,78335.16438790236,220.0,236.6,14196,target_rps220.00_iter01_rps236.60_lat.csv
4172,871135,41587.19076151327,17559.0,154365.19999999992,329586.19999999984,63450.77023222174,220.0,239.22,14353,target_rps220.00_iter02_rps239.22_lat.csv
