2025-08-12T10:13:08+01:00  10:13:08 up 4 days, 45 min,  1 user,  load average: 10.36, 7.96, 6.18
2025-08-12T10:13:14+01:00  10:13:14 up 4 days, 45 min,  1 user,  load average: 9.53, 7.83, 6.15
2025-08-12T10:13:19+01:00  10:13:19 up 4 days, 45 min,  1 user,  load average: 10.13, 7.98, 6.21
2025-08-12T10:13:24+01:00  10:13:24 up 4 days, 45 min,  1 user,  load average: 10.12, 8.01, 6.23
2025-08-12T10:13:29+01:00  10:13:29 up 4 days, 45 min,  1 user,  load average: 10.51, 8.13, 6.28
2025-08-12T10:13:34+01:00  10:13:34 up 4 days, 45 min,  1 user,  load average: 10.47, 8.16, 6.30
2025-08-12T10:13:39+01:00  10:13:39 up 4 days, 46 min,  1 user,  load average: 10.11, 8.12, 6.29
2025-08-12T10:13:44+01:00  10:13:44 up 4 days, 46 min,  1 user,  load average: 9.38, 8.00, 6.27
2025-08-12T10:13:49+01:00  10:13:49 up 4 days, 46 min,  1 user,  load average: 9.03, 7.95, 6.26
2025-08-12T10:13:54+01:00  10:13:54 up 4 days, 46 min,  1 user,  load average: 8.63, 7.89, 6.25
2025-08-12T10:13:59+01:00  10:13:59 up 4 days, 46 min,  1 user,  load average: 8.34, 7.84, 6.24
2025-08-12T10:14:04+01:00  10:14:04 up 4 days, 46 min,  1 user,  load average: 7.67, 7.71, 6.21
2025-08-12T10:14:09+01:00  10:14:09 up 4 days, 46 min,  1 user,  load average: 7.13, 7.60, 6.18
2025-08-12T10:14:14+01:00  10:14:14 up 4 days, 46 min,  1 user,  load average: 6.72, 7.50, 6.16
2025-08-12T10:14:19+01:00  10:14:19 up 4 days, 46 min,  1 user,  load average: 6.42, 7.43, 6.14
2025-08-12T10:14:24+01:00  10:14:24 up 4 days, 46 min,  1 user,  load average: 6.07, 7.34, 6.12
2025-08-12T10:14:29+01:00  10:14:29 up 4 days, 46 min,  1 user,  load average: 6.39, 7.38, 6.14
2025-08-12T10:14:34+01:00  10:14:34 up 4 days, 46 min,  1 user,  load average: 7.32, 7.56, 6.20
2025-08-12T10:14:39+01:00  10:14:39 up 4 days, 47 min,  1 user,  load average: 7.37, 7.57, 6.21
2025-08-12T10:14:44+01:00  10:14:44 up 4 days, 47 min,  1 user,  load average: 7.50, 7.59, 6.23
2025-08-12T10:14:49+01:00  10:14:49 up 4 days, 47 min,  1 user,  load average: 7.62, 7.61, 6.24
2025-08-12T10:14:54+01:00  10:14:54 up 4 days, 47 min,  1 user,  load average: 7.57, 7.60, 6.25
2025-08-12T10:14:59+01:00  10:14:59 up 4 days, 47 min,  1 user,  load average: 7.77, 7.64, 6.27
2025-08-12T10:15:04+01:00  10:15:04 up 4 days, 47 min,  1 user,  load average: 8.03, 7.70, 6.29
2025-08-12T10:15:09+01:00  10:15:09 up 4 days, 47 min,  1 user,  load average: 7.46, 7.59, 6.26
2025-08-12T10:15:14+01:00  10:15:14 up 4 days, 47 min,  1 user,  load average: 7.51, 7.60, 6.27
2025-08-12T10:15:19+01:00  10:15:19 up 4 days, 47 min,  1 user,  load average: 7.14, 7.52, 6.25
2025-08-12T10:15:24+01:00  10:15:24 up 4 days, 47 min,  1 user,  load average: 6.57, 7.39, 6.22
2025-08-12T10:15:29+01:00  10:15:29 up 4 days, 47 min,  1 user,  load average: 6.77, 7.42, 6.24
2025-08-12T10:15:34+01:00  10:15:34 up 4 days, 47 min,  1 user,  load average: 7.03, 7.46, 6.26
2025-08-12T10:15:39+01:00  10:15:39 up 4 days, 48 min,  1 user,  load average: 7.67, 7.59, 6.30
2025-08-12T10:15:44+01:00  10:15:44 up 4 days, 48 min,  1 user,  load average: 7.77, 7.61, 6.32
2025-08-12T10:15:49+01:00  10:15:49 up 4 days, 48 min,  1 user,  load average: 7.71, 7.60, 6.32
2025-08-12T10:15:54+01:00  10:15:54 up 4 days, 48 min,  1 user,  load average: 7.41, 7.54, 6.31
2025-08-12T10:15:59+01:00  10:15:59 up 4 days, 48 min,  1 user,  load average: 7.38, 7.53, 6.31
2025-08-12T10:16:04+01:00  10:16:04 up 4 days, 48 min,  1 user,  load average: 7.51, 7.56, 6.33
2025-08-12T10:16:09+01:00  10:16:09 up 4 days, 48 min,  1 user,  load average: 7.39, 7.53, 6.33
2025-08-12T10:16:14+01:00  10:16:14 up 4 days, 48 min,  1 user,  load average: 7.92, 7.64, 6.37
2025-08-12T10:16:19+01:00  10:16:19 up 4 days, 48 min,  1 user,  load average: 8.49, 7.76, 6.41
2025-08-12T10:16:24+01:00  10:16:24 up 4 days, 48 min,  1 user,  load average: 8.53, 7.78, 6.43
2025-08-12T10:16:29+01:00  10:16:29 up 4 days, 48 min,  1 user,  load average: 7.92, 7.67, 6.40
2025-08-12T10:16:34+01:00  10:16:34 up 4 days, 48 min,  1 user,  load average: 7.45, 7.58, 6.38
2025-08-12T10:16:39+01:00  10:16:39 up 4 days, 49 min,  1 user,  load average: 8.62, 7.82, 6.46
2025-08-12T10:16:44+01:00  10:16:44 up 4 days, 49 min,  1 user,  load average: 9.05, 7.92, 6.50
2025-08-12T10:16:49+01:00  10:16:49 up 4 days, 49 min,  1 user,  load average: 8.56, 7.84, 6.48
2025-08-12T10:16:54+01:00  10:16:54 up 4 days, 49 min,  1 user,  load average: 8.52, 7.84, 6.49
2025-08-12T10:16:59+01:00  10:16:59 up 4 days, 49 min,  1 user,  load average: 8.00, 7.74, 6.46
2025-08-12T10:17:04+01:00  10:17:04 up 4 days, 49 min,  1 user,  load average: 8.08, 7.76, 6.48
2025-08-12T10:17:09+01:00  10:17:09 up 4 days, 49 min,  1 user,  load average: 7.75, 7.70, 6.46
2025-08-12T10:17:14+01:00  10:17:14 up 4 days, 49 min,  1 user,  load average: 8.65, 7.89, 6.53
2025-08-12T10:17:19+01:00  10:17:19 up 4 days, 49 min,  1 user,  load average: 8.68, 7.91, 6.55
2025-08-12T10:17:24+01:00  10:17:24 up 4 days, 49 min,  1 user,  load average: 8.94, 7.98, 6.58
2025-08-12T10:17:29+01:00  10:17:29 up 4 days, 49 min,  1 user,  load average: 8.55, 7.91, 6.56
2025-08-12T10:17:34+01:00  10:17:34 up 4 days, 49 min,  1 user,  load average: 8.50, 7.91, 6.57
2025-08-12T10:17:39+01:00  10:17:39 up 4 days, 50 min,  1 user,  load average: 8.38, 7.90, 6.57
2025-08-12T10:17:44+01:00  10:17:44 up 4 days, 50 min,  1 user,  load average: 7.87, 7.80, 6.55
2025-08-12T10:17:49+01:00  10:17:49 up 4 days, 50 min,  1 user,  load average: 8.68, 7.97, 6.61
2025-08-12T10:17:54+01:00  10:17:54 up 4 days, 50 min,  1 user,  load average: 8.39, 7.92, 6.60
2025-08-12T10:17:59+01:00  10:17:59 up 4 days, 50 min,  1 user,  load average: 8.76, 8.00, 6.63
2025-08-12T10:18:04+01:00  10:18:04 up 4 days, 50 min,  1 user,  load average: 8.14, 7.89, 6.60
2025-08-12T10:18:09+01:00  10:18:09 up 4 days, 50 min,  1 user,  load average: 8.04, 7.87, 6.61
2025-08-12T10:18:14+01:00  10:18:14 up 4 days, 50 min,  1 user,  load average: 7.80, 7.82, 6.60
2025-08-12T10:18:19+01:00  10:18:19 up 4 days, 50 min,  1 user,  load average: 7.42, 7.74, 6.58
2025-08-12T10:18:24+01:00  10:18:24 up 4 days, 50 min,  1 user,  load average: 6.98, 7.65, 6.55
2025-08-12T10:18:29+01:00  10:18:29 up 4 days, 50 min,  1 user,  load average: 6.42, 7.52, 6.52
2025-08-12T10:18:34+01:00  10:18:34 up 4 days, 50 min,  1 user,  load average: 6.31, 7.48, 6.51
2025-08-12T10:18:39+01:00  10:18:39 up 4 days, 51 min,  1 user,  load average: 6.76, 7.55, 6.54
2025-08-12T10:18:44+01:00  10:18:44 up 4 days, 51 min,  1 user,  load average: 7.18, 7.63, 6.57
2025-08-12T10:18:49+01:00  10:18:49 up 4 days, 51 min,  1 user,  load average: 8.13, 7.82, 6.64
2025-08-12T10:18:54+01:00  10:18:54 up 4 days, 51 min,  1 user,  load average: 9.24, 8.05, 6.72
2025-08-12T10:18:59+01:00  10:18:59 up 4 days, 51 min,  1 user,  load average: 10.58, 8.35, 6.82
2025-08-12T10:19:04+01:00  10:19:04 up 4 days, 51 min,  1 user,  load average: 11.74, 8.63, 6.92
2025-08-12T10:19:09+01:00  10:19:09 up 4 days, 51 min,  1 user,  load average: 11.84, 8.70, 6.95
2025-08-12T10:19:14+01:00  10:19:14 up 4 days, 51 min,  1 user,  load average: 11.53, 8.69, 6.96
2025-08-12T10:19:19+01:00  10:19:19 up 4 days, 51 min,  1 user,  load average: 11.73, 8.78, 7.00
2025-08-12T10:19:25+01:00  10:19:25 up 4 days, 51 min,  1 user,  load average: 11.43, 8.76, 7.00
2025-08-12T10:19:30+01:00  10:19:30 up 4 days, 51 min,  1 user,  load average: 13.00, 9.13, 7.13
2025-08-12T10:19:35+01:00  10:19:35 up 4 days, 51 min,  1 user,  load average: 13.88, 9.38, 7.22
2025-08-12T10:19:40+01:00  10:19:40 up 4 days, 52 min,  1 user,  load average: 12.77, 9.22, 7.18
2025-08-12T10:19:45+01:00  10:19:45 up 4 days, 52 min,  1 user,  load average: 11.83, 9.09, 7.15
2025-08-12T10:19:50+01:00  10:19:50 up 4 days, 52 min,  1 user,  load average: 11.28, 9.02, 7.14
2025-08-12T10:19:55+01:00  10:19:55 up 4 days, 52 min,  1 user,  load average: 11.18, 9.04, 7.15
2025-08-12T10:20:00+01:00  10:20:00 up 4 days, 52 min,  1 user,  load average: 11.16, 9.07, 7.17
2025-08-12T10:20:05+01:00  10:20:05 up 4 days, 52 min,  1 user,  load average: 10.43, 8.95, 7.15
2025-08-12T10:20:10+01:00  10:20:10 up 4 days, 52 min,  1 user,  load average: 11.19, 9.14, 7.22
2025-08-12T10:20:15+01:00  10:20:15 up 4 days, 52 min,  1 user,  load average: 10.62, 9.05, 7.20
2025-08-12T10:20:20+01:00  10:20:20 up 4 days, 52 min,  1 user,  load average: 10.01, 8.95, 7.18
2025-08-12T10:20:25+01:00  10:20:25 up 4 days, 52 min,  1 user,  load average: 9.37, 8.83, 7.15
2025-08-12T10:20:30+01:00  10:20:30 up 4 days, 52 min,  1 user,  load average: 8.86, 8.74, 7.12
2025-08-12T10:20:35+01:00  10:20:35 up 4 days, 52 min,  1 user,  load average: 8.31, 8.62, 7.10
2025-08-12T10:20:40+01:00  10:20:40 up 4 days, 53 min,  1 user,  load average: 7.80, 8.51, 7.07
2025-08-12T10:20:45+01:00  10:20:45 up 4 days, 53 min,  1 user,  load average: 8.38, 8.62, 7.11
2025-08-12T10:20:50+01:00  10:20:50 up 4 days, 53 min,  1 user,  load average: 9.55, 8.86, 7.20
2025-08-12T10:20:55+01:00  10:20:55 up 4 days, 53 min,  1 user,  load average: 10.15, 9.00, 7.25
2025-08-12T10:21:00+01:00  10:21:00 up 4 days, 53 min,  1 user,  load average: 11.20, 9.26, 7.36
2025-08-12T10:21:05+01:00  10:21:05 up 4 days, 53 min,  1 user,  load average: 10.86, 9.22, 7.35
2025-08-12T10:21:10+01:00  10:21:10 up 4 days, 53 min,  1 user,  load average: 10.23, 9.12, 7.33
2025-08-12T10:21:15+01:00  10:21:15 up 4 days, 53 min,  1 user,  load average: 10.21, 9.13, 7.34
2025-08-12T10:21:20+01:00  10:21:20 up 4 days, 53 min,  1 user,  load average: 9.88, 9.08, 7.34
2025-08-12T10:21:25+01:00  10:21:25 up 4 days, 53 min,  1 user,  load average: 9.73, 9.06, 7.34
2025-08-12T10:21:30+01:00  10:21:30 up 4 days, 53 min,  1 user,  load average: 9.27, 8.98, 7.32
2025-08-12T10:21:35+01:00  10:21:35 up 4 days, 53 min,  1 user,  load average: 8.53, 8.83, 7.28
2025-08-12T10:21:40+01:00  10:21:40 up 4 days, 54 min,  1 user,  load average: 8.56, 8.83, 7.29
2025-08-12T10:21:45+01:00  10:21:45 up 4 days, 54 min,  1 user,  load average: 8.76, 8.87, 7.31
2025-08-12T10:21:50+01:00  10:21:50 up 4 days, 54 min,  1 user,  load average: 8.62, 8.84, 7.31
2025-08-12T10:21:55+01:00  10:21:55 up 4 days, 54 min,  1 user,  load average: 8.25, 8.76, 7.29
2025-08-12T10:22:00+01:00  10:22:00 up 4 days, 54 min,  1 user,  load average: 7.59, 8.61, 7.25
2025-08-12T10:22:05+01:00  10:22:05 up 4 days, 54 min,  1 user,  load average: 7.46, 8.57, 7.25
2025-08-12T10:22:10+01:00  10:22:10 up 4 days, 54 min,  1 user,  load average: 7.18, 8.49, 7.23
2025-08-12T10:22:15+01:00  10:22:15 up 4 days, 54 min,  1 user,  load average: 6.69, 8.37, 7.20
2025-08-12T10:22:20+01:00  10:22:20 up 4 days, 54 min,  1 user,  load average: 7.19, 8.44, 7.23
2025-08-12T10:22:25+01:00  10:22:25 up 4 days, 54 min,  1 user,  load average: 6.70, 8.32, 7.19
2025-08-12T10:22:30+01:00  10:22:30 up 4 days, 54 min,  1 user,  load average: 6.88, 8.33, 7.20
2025-08-12T10:22:35+01:00  10:22:35 up 4 days, 54 min,  1 user,  load average: 7.69, 8.48, 7.26
2025-08-12T10:22:40+01:00  10:22:40 up 4 days, 55 min,  1 user,  load average: 7.40, 8.40, 7.24
2025-08-12T10:22:45+01:00  10:22:45 up 4 days, 55 min,  1 user,  load average: 7.04, 8.31, 7.21
2025-08-12T10:22:50+01:00  10:22:50 up 4 days, 55 min,  1 user,  load average: 7.92, 8.47, 7.27
2025-08-12T10:22:55+01:00  10:22:55 up 4 days, 55 min,  1 user,  load average: 9.37, 8.76, 7.37
2025-08-12T10:23:00+01:00  10:23:00 up 4 days, 55 min,  1 user,  load average: 11.10, 9.13, 7.50
2025-08-12T10:23:05+01:00  10:23:05 up 4 days, 55 min,  1 user,  load average: 11.17, 9.18, 7.52
2025-08-12T10:23:10+01:00  10:23:10 up 4 days, 55 min,  1 user,  load average: 11.48, 9.28, 7.57
2025-08-12T10:23:15+01:00  10:23:15 up 4 days, 55 min,  1 user,  load average: 11.20, 9.26, 7.57
2025-08-12T10:23:20+01:00  10:23:20 up 4 days, 55 min,  1 user,  load average: 11.91, 9.43, 7.63
2025-08-12T10:23:25+01:00  10:23:25 up 4 days, 55 min,  1 user,  load average: 11.27, 9.34, 7.62
2025-08-12T10:23:30+01:00  10:23:30 up 4 days, 55 min,  1 user,  load average: 10.93, 9.31, 7.61
2025-08-12T10:23:35+01:00  10:23:35 up 4 days, 55 min,  1 user,  load average: 10.78, 9.30, 7.62
2025-08-12T10:23:40+01:00  10:23:40 up 4 days, 56 min,  1 user,  load average: 10.55, 9.28, 7.62
2025-08-12T10:23:45+01:00  10:23:45 up 4 days, 56 min,  1 user,  load average: 10.27, 9.24, 7.62
2025-08-12T10:23:50+01:00  10:23:50 up 4 days, 56 min,  1 user,  load average: 9.77, 9.15, 7.60
2025-08-12T10:23:55+01:00  10:23:55 up 4 days, 56 min,  1 user,  load average: 9.14, 9.03, 7.57
2025-08-12T10:24:00+01:00  10:24:00 up 4 days, 56 min,  1 user,  load average: 8.57, 8.92, 7.54
2025-08-12T10:24:05+01:00  10:24:05 up 4 days, 56 min,  1 user,  load average: 8.37, 8.87, 7.53
2025-08-12T10:24:10+01:00  10:24:10 up 4 days, 56 min,  1 user,  load average: 7.70, 8.72, 7.49
2025-08-12T10:24:15+01:00  10:24:15 up 4 days, 56 min,  1 user,  load average: 7.32, 8.62, 7.47
2025-08-12T10:24:20+01:00  10:24:20 up 4 days, 56 min,  1 user,  load average: 6.97, 8.53, 7.44
2025-08-12T10:24:25+01:00  10:24:25 up 4 days, 56 min,  1 user,  load average: 6.57, 8.42, 7.41
2025-08-12T10:24:30+01:00  10:24:30 up 4 days, 56 min,  1 user,  load average: 6.13, 8.30, 7.38
2025-08-12T10:24:35+01:00  10:24:35 up 4 days, 56 min,  1 user,  load average: 5.64, 8.16, 7.34
2025-08-12T10:24:40+01:00  10:24:40 up 4 days, 57 min,  1 user,  load average: 5.83, 8.16, 7.34
2025-08-12T10:24:45+01:00  10:24:45 up 4 days, 57 min,  1 user,  load average: 6.80, 8.32, 7.40
2025-08-12T10:24:50+01:00  10:24:50 up 4 days, 57 min,  1 user,  load average: 6.26, 8.18, 7.36
2025-08-12T10:24:55+01:00  10:24:55 up 4 days, 57 min,  1 user,  load average: 6.08, 8.11, 7.34
2025-08-12T10:25:00+01:00  10:25:00 up 4 days, 57 min,  1 user,  load average: 7.27, 8.33, 7.41
2025-08-12T10:25:05+01:00  10:25:05 up 4 days, 57 min,  1 user,  load average: 7.49, 8.35, 7.43
2025-08-12T10:25:10+01:00  10:25:10 up 4 days, 57 min,  1 user,  load average: 9.13, 8.68, 7.54
2025-08-12T10:25:15+01:00  10:25:15 up 4 days, 57 min,  1 user,  load average: 9.52, 8.77, 7.57
2025-08-12T10:25:20+01:00  10:25:20 up 4 days, 57 min,  1 user,  load average: 9.08, 8.69, 7.55
2025-08-12T10:25:25+01:00  10:25:25 up 4 days, 57 min,  1 user,  load average: 9.23, 8.73, 7.57
2025-08-12T10:25:30+01:00  10:25:30 up 4 days, 57 min,  1 user,  load average: 9.21, 8.73, 7.58
2025-08-12T10:25:35+01:00  10:25:35 up 4 days, 57 min,  1 user,  load average: 8.64, 8.62, 7.55
2025-08-12T10:25:40+01:00  10:25:40 up 4 days, 58 min,  1 user,  load average: 9.15, 8.73, 7.59
2025-08-12T10:25:45+01:00  10:25:45 up 4 days, 58 min,  1 user,  load average: 9.78, 8.87, 7.64
2025-08-12T10:25:50+01:00  10:25:50 up 4 days, 58 min,  1 user,  load average: 10.03, 8.93, 7.67
2025-08-12T10:25:55+01:00  10:25:55 up 4 days, 58 min,  1 user,  load average: 9.47, 8.84, 7.64
2025-08-12T10:26:00+01:00  10:26:00 up 4 days, 58 min,  1 user,  load average: 9.03, 8.75, 7.62
2025-08-12T10:26:05+01:00  10:26:05 up 4 days, 58 min,  1 user,  load average: 8.79, 8.71, 7.62
2025-08-12T10:26:10+01:00  10:26:10 up 4 days, 58 min,  1 user,  load average: 8.89, 8.73, 7.63
2025-08-12T10:26:15+01:00  10:26:15 up 4 days, 58 min,  1 user,  load average: 8.73, 8.70, 7.63
2025-08-12T10:26:20+01:00  10:26:20 up 4 days, 58 min,  1 user,  load average: 8.35, 8.62, 7.61
2025-08-12T10:26:25+01:00  10:26:25 up 4 days, 58 min,  1 user,  load average: 8.97, 8.75, 7.65
2025-08-12T10:26:30+01:00  10:26:30 up 4 days, 58 min,  1 user,  load average: 8.65, 8.68, 7.64
2025-08-12T10:26:35+01:00  10:26:35 up 4 days, 58 min,  1 user,  load average: 8.52, 8.66, 7.63
2025-08-12T10:26:40+01:00  10:26:40 up 4 days, 59 min,  1 user,  load average: 8.48, 8.64, 7.64
2025-08-12T10:26:45+01:00  10:26:45 up 4 days, 59 min,  1 user,  load average: 8.60, 8.67, 7.65
2025-08-12T10:26:50+01:00  10:26:50 up 4 days, 59 min,  1 user,  load average: 9.27, 8.81, 7.70
2025-08-12T10:26:55+01:00  10:26:55 up 4 days, 59 min,  1 user,  load average: 9.33, 8.83, 7.71
2025-08-12T10:27:00+01:00  10:27:00 up 4 days, 59 min,  1 user,  load average: 8.98, 8.76, 7.70
2025-08-12T10:27:05+01:00  10:27:05 up 4 days, 59 min,  1 user,  load average: 9.54, 8.88, 7.74
2025-08-12T10:27:10+01:00  10:27:10 up 4 days, 59 min,  1 user,  load average: 9.90, 8.97, 7.78
2025-08-12T10:27:15+01:00  10:27:15 up 4 days, 59 min,  1 user,  load average: 11.03, 9.22, 7.86
2025-08-12T10:27:20+01:00  10:27:20 up 4 days, 59 min,  1 user,  load average: 10.31, 9.10, 7.83
2025-08-12T10:27:25+01:00  10:27:25 up 4 days, 59 min,  1 user,  load average: 12.36, 9.54, 7.98
2025-08-12T10:27:31+01:00  10:27:31 up 4 days, 59 min,  1 user,  load average: 12.82, 9.68, 8.04
2025-08-12T10:27:36+01:00  10:27:36 up 4 days,  1:00,  1 user,  load average: 13.31, 9.84, 8.10
2025-08-12T10:27:41+01:00  10:27:41 up 4 days,  1:00,  1 user,  load average: 13.53, 9.94, 8.14
2025-08-12T10:27:46+01:00  10:27:46 up 4 days,  1:00,  1 user,  load average: 13.16, 9.93, 8.14
2025-08-12T10:27:51+01:00  10:27:51 up 4 days,  1:00,  1 user,  load average: 14.19, 10.19, 8.24
2025-08-12T10:27:56+01:00  10:27:56 up 4 days,  1:00,  1 user,  load average: 13.94, 10.21, 8.25
2025-08-12T10:28:01+01:00  10:28:01 up 4 days,  1:00,  1 user,  load average: 13.70, 10.22, 8.27
2025-08-12T10:28:06+01:00  10:28:06 up 4 days,  1:00,  1 user,  load average: 13.16, 10.17, 8.26
2025-08-12T10:28:11+01:00  10:28:11 up 4 days,  1:00,  1 user,  load average: 12.19, 10.01, 8.22
2025-08-12T10:28:16+01:00  10:28:16 up 4 days,  1:00,  1 user,  load average: 11.45, 9.90, 8.20
2025-08-12T10:28:21+01:00  10:28:21 up 4 days,  1:00,  1 user,  load average: 10.54, 9.73, 8.15
2025-08-12T10:28:26+01:00  10:28:26 up 4 days,  1:00,  1 user,  load average: 10.17, 9.67, 8.14
2025-08-12T10:28:31+01:00  10:28:31 up 4 days,  1:00,  1 user,  load average: 9.84, 9.61, 8.13
2025-08-12T10:28:36+01:00  10:28:36 up 4 days,  1:01,  1 user,  load average: 9.37, 9.52, 8.11
2025-08-12T10:28:41+01:00  10:28:41 up 4 days,  1:01,  1 user,  load average: 8.70, 9.37, 8.07
2025-08-12T10:28:46+01:00  10:28:46 up 4 days,  1:01,  1 user,  load average: 8.40, 9.30, 8.05
2025-08-12T10:28:51+01:00  10:28:51 up 4 days,  1:01,  1 user,  load average: 9.01, 9.41, 8.09
2025-08-12T10:28:56+01:00  10:28:56 up 4 days,  1:01,  1 user,  load average: 9.01, 9.41, 8.10
2025-08-12T10:29:01+01:00  10:29:01 up 4 days,  1:01,  1 user,  load average: 8.85, 9.37, 8.09
2025-08-12T10:29:06+01:00  10:29:06 up 4 days,  1:01,  1 user,  load average: 9.42, 9.48, 8.13
2025-08-12T10:29:11+01:00  10:29:11 up 4 days,  1:01,  1 user,  load average: 10.19, 9.63, 8.19
2025-08-12T10:29:16+01:00  10:29:16 up 4 days,  1:01,  1 user,  load average: 10.17, 9.64, 8.20
2025-08-12T10:29:21+01:00  10:29:21 up 4 days,  1:01,  1 user,  load average: 11.20, 9.86, 8.28
2025-08-12T10:29:26+01:00  10:29:26 up 4 days,  1:01,  1 user,  load average: 10.78, 9.80, 8.27
2025-08-12T10:29:31+01:00  10:29:31 up 4 days,  1:01,  1 user,  load average: 12.32, 10.13, 8.39
2025-08-12T10:29:36+01:00  10:29:36 up 4 days,  1:02,  1 user,  load average: 11.90, 10.08, 8.38
2025-08-12T10:29:41+01:00  10:29:41 up 4 days,  1:02,  1 user,  load average: 11.91, 10.11, 8.40
2025-08-12T10:29:46+01:00  10:29:46 up 4 days,  1:02,  1 user,  load average: 11.91, 10.15, 8.42
2025-08-12T10:29:51+01:00  10:29:51 up 4 days,  1:02,  1 user,  load average: 11.20, 10.03, 8.39
2025-08-12T10:29:56+01:00  10:29:56 up 4 days,  1:02,  1 user,  load average: 10.38, 9.88, 8.35
2025-08-12T10:30:01+01:00  10:30:01 up 4 days,  1:02,  1 user,  load average: 10.35, 9.88, 8.36
2025-08-12T10:30:06+01:00  10:30:06 up 4 days,  1:02,  1 user,  load average: 10.32, 9.88, 8.37
2025-08-12T10:30:11+01:00  10:30:11 up 4 days,  1:02,  1 user,  load average: 9.74, 9.77, 8.34
2025-08-12T10:30:16+01:00  10:30:16 up 4 days,  1:02,  1 user,  load average: 9.28, 9.67, 8.31
2025-08-12T10:30:21+01:00  10:30:21 up 4 days,  1:02,  1 user,  load average: 9.74, 9.76, 8.35
2025-08-12T10:30:26+01:00  10:30:26 up 4 days,  1:02,  1 user,  load average: 10.16, 9.85, 8.39
2025-08-12T10:30:31+01:00  10:30:31 up 4 days,  1:02,  1 user,  load average: 11.59, 10.15, 8.49
2025-08-12T10:30:36+01:00  10:30:36 up 4 days,  1:03,  1 user,  load average: 11.06, 10.06, 8.47
2025-08-12T10:30:41+01:00  10:30:41 up 4 days,  1:03,  1 user,  load average: 11.05, 10.08, 8.49
2025-08-12T10:30:46+01:00  10:30:46 up 4 days,  1:03,  1 user,  load average: 10.65, 10.01, 8.47
2025-08-12T10:30:51+01:00  10:30:51 up 4 days,  1:03,  1 user,  load average: 10.68, 10.03, 8.49
2025-08-12T10:30:56+01:00  10:30:56 up 4 days,  1:03,  1 user,  load average: 10.14, 9.93, 8.46
2025-08-12T10:31:01+01:00  10:31:01 up 4 days,  1:03,  1 user,  load average: 9.81, 9.86, 8.45
2025-08-12T10:31:06+01:00  10:31:06 up 4 days,  1:03,  1 user,  load average: 10.07, 9.91, 8.47
2025-08-12T10:31:11+01:00  10:31:11 up 4 days,  1:03,  1 user,  load average: 11.18, 10.15, 8.56
2025-08-12T10:31:16+01:00  10:31:16 up 4 days,  1:03,  1 user,  load average: 11.25, 10.18, 8.58
2025-08-12T10:31:21+01:00  10:31:21 up 4 days,  1:03,  1 user,  load average: 11.87, 10.33, 8.63
2025-08-12T10:31:26+01:00  10:31:26 up 4 days,  1:03,  1 user,  load average: 13.24, 10.64, 8.74
2025-08-12T10:31:31+01:00  10:31:31 up 4 days,  1:03,  1 user,  load average: 12.98, 10.63, 8.75
2025-08-12T10:31:36+01:00  10:31:36 up 4 days,  1:04,  1 user,  load average: 12.90, 10.65, 8.77
2025-08-12T10:31:41+01:00  10:31:41 up 4 days,  1:04,  1 user,  load average: 12.91, 10.69, 8.79
2025-08-12T10:31:46+01:00  10:31:46 up 4 days,  1:04,  1 user,  load average: 12.20, 10.58, 8.76
2025-08-12T10:31:51+01:00  10:31:51 up 4 days,  1:04,  1 user,  load average: 11.30, 10.42, 8.72
2025-08-12T10:31:56+01:00  10:31:56 up 4 days,  1:04,  1 user,  load average: 11.28, 10.43, 8.73
2025-08-12T10:32:01+01:00  10:32:01 up 4 days,  1:04,  1 user,  load average: 11.57, 10.50, 8.77
2025-08-12T10:32:06+01:00  10:32:06 up 4 days,  1:04,  1 user,  load average: 13.77, 10.98, 8.93
2025-08-12T10:32:11+01:00  10:32:11 up 4 days,  1:04,  1 user,  load average: 14.67, 11.21, 9.02
2025-08-12T10:32:17+01:00  10:32:17 up 4 days,  1:04,  1 user,  load average: 14.38, 11.20, 9.03
2025-08-12T10:32:22+01:00  10:32:22 up 4 days,  1:04,  1 user,  load average: 13.22, 11.02, 8.98
2025-08-12T10:32:27+01:00  10:32:27 up 4 days,  1:04,  1 user,  load average: 13.21, 11.05, 9.00
2025-08-12T10:32:32+01:00  10:32:32 up 4 days,  1:04,  1 user,  load average: 13.35, 11.12, 9.03
2025-08-12T10:32:37+01:00  10:32:37 up 4 days,  1:05,  1 user,  load average: 13.00, 11.08, 9.03
2025-08-12T10:32:42+01:00  10:32:42 up 4 days,  1:05,  1 user,  load average: 13.56, 11.23, 9.09
2025-08-12T10:32:47+01:00  10:32:47 up 4 days,  1:05,  1 user,  load average: 13.36, 11.23, 9.10
2025-08-12T10:32:52+01:00  10:32:52 up 4 days,  1:05,  1 user,  load average: 13.01, 11.19, 9.10
2025-08-12T10:32:57+01:00  10:32:57 up 4 days,  1:05,  1 user,  load average: 12.93, 11.20, 9.12
2025-08-12T10:33:02+01:00  10:33:02 up 4 days,  1:05,  1 user,  load average: 12.77, 11.20, 9.13
2025-08-12T10:33:07+01:00  10:33:07 up 4 days,  1:05,  1 user,  load average: 12.71, 11.21, 9.14
2025-08-12T10:33:12+01:00  10:33:12 up 4 days,  1:05,  1 user,  load average: 12.73, 11.24, 9.16
