target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.98,40.00,40.00,39.99,39.98,40.00,100.0
60.00,62.45,62.47,62.43,62.45,62.43,62.47,104.1
80.00,83.12,83.02,83.18,83.11,83.02,83.18,103.9
100.00,99.62,99.37,99.27,99.42,99.27,99.62,99.4
120.00,123.68,123.20,123.65,123.51,123.20,123.68,102.9
140.00,139.93,140.52,139.65,140.03,139.65,140.52,100.0
160.00,162.28,162.90,163.08,162.75,162.28,163.08,101.7
180.00,192.26,193.82,193.85,193.31,192.26,193.85,107.4
200.00,192.73,193.00,194.60,193.44,192.73,194.60,96.7
220.00,236.15,234.76,235.68,235.53,234.76,236.15,107.1
240.00,237.55,236.96,236.52,237.01,236.52,237.55,98.8
260.00,305.63,307.26,305.20,306.03,305.20,307.26,117.7
280.00,306.27,304.50,308.46,306.41,304.50,308.46,109.4
300.00,305.03,303.30,306.37,304.90,303.30,306.37,101.6
320.00,311.58,307.17,306.46,308.40,306.46,311.58,96.4
340.00,390.27,383.98,371.42,381.89,371.42,390.27,112.3
360.00,371.02,393.34,365.21,376.52,365.21,393.34,104.6
380.00,371.81,365.00,381.28,372.70,365.00,381.28,98.1
400.00,368.51,375.27,370.33,371.37,368.51,375.27,92.8
420.00,387.87,392.00,382.52,387.46,382.52,392.00,92.3
440.00,370.05,,,370.05,370.05,370.05,84.1

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,390.27,340.00
Max Iter2,393.34,360.00
Max Iter3,382.52,420.00
Overall Max,393.34,360.00
Avg of Max,388.71,
