min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
4464,547770,12922.248333333333,6969.5,16738.49999999999,209647.76999999967,37842.540577591564,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
4766,189675,8483.918333333333,6689.5,12891.59999999999,40131.969999999994,10370.858562497639,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
4781,324075,9043.531666666666,6795.5,12867.549999999996,71520.24,17188.145821776816,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
4386,533754,10809.076698624427,6425.0,15893.499999999958,134241.68,28752.106574246176,40.0,39.98,2399,target_rps40.00_iter01_rps39.98_lat.csv
4150,613839,10391.802083333334,6437.5,16075.549999999943,89093.49999999789,27080.726325631404,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
4047,461931,9702.358333333334,6299.5,13954.599999999953,87665.98999999891,23463.90091859047,40.0,40.0,2400,target_rps40.00_iter03_rps40.00_lat.csv
3842,512666,9421.537496663997,5872.0,17461.399999999972,95773.16,19941.85711368534,60.0,62.45,3747,target_rps60.00_iter01_rps62.45_lat.csv
4048,573578,12514.64114194237,6118.5,24045.79999999999,183777.83999999866,35580.72357327708,60.0,62.47,3748,target_rps60.00_iter02_rps62.47_lat.csv
3928,345870,8979.136412172984,6246.0,16756.25,72897.90000000004,15386.925022116131,60.0,62.43,3746,target_rps60.00_iter03_rps62.43_lat.csv
4012,648314,14480.725285742932,6191.0,45290.99999999997,216400.34000000005,39124.11163093539,80.0,83.12,4987,target_rps80.00_iter01_rps83.12_lat.csv
3904,789295,17098.735796024896,6195.0,63912.0,287516.9999999998,49309.01843381498,80.0,83.02,4981,target_rps80.00_iter02_rps83.02_lat.csv
3838,707243,11620.656381486677,5902.0,31248.0,122236.900000001,30205.56801326779,80.0,83.18,4991,target_rps80.00_iter03_rps83.18_lat.csv
3839,807570,20769.250292789024,6137.0,89393.59999999995,297717.6799999998,53172.17124657769,100.0,99.62,5977,target_rps100.00_iter01_rps99.62_lat.csv
3657,800627,24962.17007715532,6332.5,118177.34999999999,339332.7400000008,63102.18551250664,100.0,99.37,5962,target_rps100.00_iter02_rps99.37_lat.csv
3702,2116423,29501.463901947616,6156.0,116602.75,374145.04999999906,120227.02183033818,100.0,99.27,5956,target_rps100.00_iter03_rps99.27_lat.csv
3731,1117616,34808.212774558684,9217.0,142225.0,296998.60000000015,62312.32251349332,120.0,123.68,7421,target_rps120.00_iter01_rps123.68_lat.csv
3674,1104580,44622.520562770565,10721.0,186365.15,403312.8400000008,79877.51734959708,120.0,123.2,7392,target_rps120.00_iter02_rps123.20_lat.csv
3793,1081870,39668.41946353956,10261.0,160029.49999999988,375581.92,74833.90905580258,120.0,123.65,7419,target_rps120.00_iter03_rps123.65_lat.csv
