target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,39.97,39.99,39.97,40.00,100.0
60.00,62.47,62.33,62.43,62.41,62.33,62.47,104.0
80.00,83.00,82.93,82.80,82.91,82.80,83.00,103.6
100.00,99.20,98.87,99.25,99.11,98.87,99.25,99.1
120.00,122.45,123.07,123.45,122.99,122.45,123.45,102.5
140.00,131.67,133.62,133.62,132.97,131.67,133.62,95.0
160.00,132.53,132.68,131.98,132.40,131.98,132.68,82.7
180.00,136.95,139.27,127.85,134.69,127.85,139.27,74.8
200.00,133.68,136.60,132.53,134.27,132.53,136.60,67.1
220.00,129.03,131.30,132.43,130.92,129.03,132.43,59.5
240.00,125.83,134.16,124.50,128.16,124.50,134.16,53.4
260.00,120.58,116.43,122.25,119.75,116.43,122.25,46.1
280.00,115.62,119.31,116.31,117.08,115.62,119.31,41.8
300.00,118.90,117.50,115.03,117.14,115.03,118.90,39.0
320.00,113.83,117.30,118.30,116.48,113.83,118.30,36.4
340.00,110.33,103.92,110.58,108.28,103.92,110.58,31.8
360.00,107.75,111.56,106.23,108.51,106.23,111.56,30.1
380.00,104.92,104.25,110.54,106.57,104.25,110.54,28.0
400.00,106.30,105.18,99.35,103.61,99.35,106.30,25.9
420.00,105.25,103.78,107.22,105.42,103.78,107.22,25.1
440.00,103.20,103.52,102.47,103.06,102.47,103.52,23.4
460.00,94.10,101.63,102.83,99.52,94.10,102.83,21.6
480.00,101.73,106.03,120.67,109.48,101.73,120.67,22.8
500.00,106.61,106.23,107.58,106.81,106.23,107.58,21.4

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,136.95,180.00
Max Iter2,139.27,180.00
Max Iter3,133.62,140.00
Overall Max,139.27,180.00
Avg of Max,136.61,
