target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.98,39.98,40.00,39.99,39.98,40.00,100.0
60.00,62.37,62.48,62.48,62.44,62.37,62.48,104.1
80.00,83.28,83.18,83.23,83.23,83.18,83.28,104.0
100.00,99.55,99.55,99.65,99.58,99.55,99.65,99.6
120.00,124.07,124.37,124.17,124.20,124.07,124.37,103.5
140.00,141.06,141.28,142.03,141.46,141.06,142.03,101.0
160.00,163.80,164.10,163.91,163.94,163.80,164.10,102.5
180.00,196.23,195.02,195.20,195.48,195.02,196.23,108.6
200.00,193.95,195.10,196.10,195.05,193.95,196.10,97.5
220.00,237.52,236.18,237.51,237.07,236.18,237.52,107.8
240.00,237.77,239.03,239.82,238.87,237.77,239.82,99.5
260.00,305.38,300.58,305.38,303.78,300.58,305.38,116.8
280.00,306.48,304.90,304.88,305.42,304.88,306.48,109.1
300.00,300.68,301.13,301.63,301.15,300.68,301.63,100.4
320.00,304.07,301.68,303.23,302.99,301.68,304.07,94.7
340.00,421.88,417.28,420.21,419.79,417.28,421.88,123.5
360.00,422.48,417.56,418.75,419.60,417.56,422.48,116.6
380.00,415.49,427.29,420.25,421.01,415.49,427.29,110.8
400.00,418.83,420.03,424.60,421.15,418.83,424.60,105.3
420.00,418.84,421.06,419.26,419.72,418.84,421.06,99.9
440.00,423.69,423.51,421.78,422.99,421.78,423.69,96.1
460.00,416.40,421.55,422.15,420.03,416.40,422.15,91.3
480.00,419.53,421.73,423.27,421.51,419.53,423.27,87.8
500.00,421.60,,,421.60,421.60,421.60,84.3

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,423.69,440.00
Max Iter2,427.29,380.00
Max Iter3,424.60,400.00
Overall Max,427.29,380.00
Avg of Max,425.19,
