target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.98,40.00,40.00,39.99,39.98,40.00,100.0
60.00,62.37,62.47,62.45,62.43,62.37,62.47,104.1
80.00,83.20,83.08,83.13,83.14,83.08,83.20,103.9
100.00,99.48,99.10,99.55,99.38,99.10,99.55,99.4
120.00,122.82,123.43,123.80,123.35,122.82,123.80,102.8
140.00,141.68,141.27,140.96,141.30,140.96,141.68,100.9
160.00,164.21,163.98,164.72,164.30,163.98,164.72,102.7
180.00,194.68,195.88,196.18,195.58,194.68,196.18,108.7
200.00,196.58,195.83,195.20,195.87,195.20,196.58,97.9
220.00,242.66,240.60,240.40,241.22,240.40,242.66,109.6
240.00,239.93,237.30,238.86,238.70,237.30,239.93,99.5
260.00,306.98,309.12,310.95,309.02,306.98,310.95,118.9
280.00,305.18,307.65,299.43,304.09,299.43,307.65,108.6
300.00,306.92,306.62,307.37,306.97,306.62,307.37,102.3
320.00,307.88,308.96,308.83,308.56,307.88,308.96,96.4
340.00,424.26,423.10,421.97,423.11,421.97,424.26,124.4
360.00,420.57,423.75,423.13,422.48,420.57,423.75,117.4
380.00,419.00,412.30,419.60,416.97,412.30,419.60,109.7
400.00,410.56,405.58,403.52,406.55,403.52,410.56,101.6
420.00,416.75,423.82,424.65,421.74,416.75,424.65,100.4
440.00,419.63,421.35,418.85,419.94,418.85,421.35,95.4
460.00,421.66,418.90,424.64,421.73,418.90,424.64,91.7
480.00,412.39,409.33,408.70,410.14,408.70,412.39,85.4
500.00,411.57,,,411.57,411.57,411.57,82.3

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,424.26,340.00
Max Iter2,423.82,420.00
Max Iter3,424.65,420.00
Overall Max,424.65,420.00
Avg of Max,424.24,
