target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.98,39.97,39.97,39.97,39.97,39.98,99.9
60.00,62.38,62.43,62.42,62.41,62.38,62.43,104.0
80.00,83.08,83.17,83.12,83.12,83.08,83.17,103.9
100.00,99.50,99.43,99.48,99.47,99.43,99.50,99.5
120.00,123.71,123.56,124.18,123.82,123.56,124.18,103.2
140.00,141.52,141.73,141.53,141.59,141.52,141.73,101.1
160.00,164.30,164.88,165.12,164.77,164.30,165.12,103.0
180.00,195.00,195.53,196.16,195.56,195.00,196.16,108.6
200.00,194.98,195.25,195.78,195.34,194.98,195.78,97.7
220.00,240.08,237.66,238.98,238.91,237.66,240.08,108.6
240.00,237.13,240.18,238.41,238.57,237.13,240.18,99.4
260.00,300.32,302.65,300.53,301.17,300.32,302.65,115.8
280.00,301.16,300.33,302.93,301.47,300.33,302.93,107.7
300.00,304.25,305.47,300.78,303.50,300.78,305.47,101.2
320.00,299.12,302.30,301.87,301.10,299.12,302.30,94.1
340.00,423.45,416.16,415.95,418.52,415.95,423.45,123.1
360.00,416.63,415.25,416.73,416.20,415.25,416.73,115.6
380.00,417.08,414.35,420.27,417.23,414.35,420.27,109.8
400.00,420.80,416.95,423.23,420.33,416.95,423.23,105.1
420.00,422.66,417.62,410.17,416.82,410.17,422.66,99.2
440.00,422.28,420.93,419.97,421.06,419.97,422.28,95.7
460.00,417.13,417.23,406.23,413.53,406.23,417.23,89.9
480.00,411.43,410.78,410.65,410.95,410.65,411.43,85.6
500.00,406.15,,,406.15,406.15,406.15,81.2

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,423.45,340.00
Max Iter2,420.93,440.00
Max Iter3,423.23,400.00
Overall Max,423.45,340.00
Avg of Max,422.54,
