min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
5321,409281,10720.09,7205.5,15511.9,88789.59999999999,26498.442434796678,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
5329,253280,10118.813333333334,7977.0,14348.149999999996,51678.439999999995,14618.032902155095,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
5140,266405,9559.5875,7559.0,15088.399999999992,67059.06999999999,12351.378808147037,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
4755,414028,9955.875781575656,7409.0,15775.199999999983,58387.34,18829.03768836019,40.0,39.98,2399,target_rps40.00_iter01_rps39.98_lat.csv
4995,390186,10225.246038365305,7351.0,18009.55000000001,75969.8000000001,16253.873188413783,40.0,39.97,2398,target_rps40.00_iter02_rps39.97_lat.csv
4969,285730,9441.369891576314,7281.5,16366.750000000007,59628.96000000001,12228.067592513687,40.0,39.97,2398,target_rps40.00_iter03_rps39.97_lat.csv
4728,1059632,15933.805770772107,7103.0,22480.49999999997,253454.87999999896,64569.3279655643,60.0,62.38,3743,target_rps60.00_iter01_rps62.38_lat.csv
4748,1279163,12742.981580352376,7192.0,18633.5,108952.70000000016,50029.90865259401,60.0,62.43,3746,target_rps60.00_iter02_rps62.43_lat.csv
4927,952694,12057.316688918558,7215.0,18569.199999999968,108201.51999999999,37451.56706672472,60.0,62.42,3745,target_rps60.00_iter03_rps62.42_lat.csv
4746,597461,10984.768304914744,6897.0,18342.800000000007,113423.0399999999,25365.137336086198,80.0,83.08,4985,target_rps80.00_iter01_rps83.08_lat.csv
4376,900574,11870.064328657314,6964.0,18596.65000000001,108875.81999999919,34776.6468104737,80.0,83.17,4990,target_rps80.00_iter02_rps83.17_lat.csv
4759,475058,9959.817124523763,6992.0,17756.19999999999,73285.26000000045,18417.67404744884,80.0,83.12,4987,target_rps80.00_iter03_rps83.12_lat.csv
4640,1218911,13411.448408710217,7091.0,20660.90000000001,112346.15000000043,53334.086574903784,100.0,99.5,5970,target_rps100.00_iter01_rps99.50_lat.csv
4486,1776926,14522.382500838083,6826.0,23180.5,228850.75000000227,47862.573811291106,100.0,99.43,5966,target_rps100.00_iter02_rps99.43_lat.csv
4328,727023,12028.358626465662,6929.0,19820.45000000001,132101.34000000157,31964.029321423706,100.0,99.48,5970,target_rps100.00_iter03_rps99.48_lat.csv
4341,583251,14606.961875252593,6924.0,30700.09999999992,231896.4599999983,39302.35986771345,120.0,123.71,7423,target_rps120.00_iter01_rps123.71_lat.csv
4404,1285997,15696.606555165903,6731.5,27865.19999999996,228152.37999999995,58648.466889451156,120.0,123.56,7414,target_rps120.00_iter02_rps123.56_lat.csv
4505,1058022,13232.996644745672,6640.0,20353.5,180992.0,44633.40422418806,120.0,124.18,7451,target_rps120.00_iter03_rps124.18_lat.csv
4301,384088,10635.405959250971,6606.0,20752.0,109926.20000000007,20214.409173125594,140.0,141.52,8491,target_rps140.00_iter01_rps141.52_lat.csv
4173,898362,14191.472248353715,6845.0,32753.89999999993,191121.22999999995,35961.89247349338,140.0,141.73,8504,target_rps140.00_iter02_rps141.73_lat.csv
4480,648834,11977.934879886952,6464.5,21660.799999999996,136557.21000000002,32433.400853863,140.0,141.53,8492,target_rps140.00_iter03_rps141.53_lat.csv
4308,800534,15750.777642523839,6862.5,45308.599999999984,233088.38000000035,43084.90504960826,160.0,164.3,9858,target_rps160.00_iter01_rps164.30_lat.csv
4310,692075,12772.572121702213,6741.0,28596.19999999999,159740.91999999995,30735.08477075901,160.0,164.88,9893,target_rps160.00_iter02_rps164.88_lat.csv
4317,1115563,15017.796911274856,6719.0,42371.89999999976,200345.40000000072,46105.152171465066,160.0,165.12,9907,target_rps160.00_iter03_rps165.12_lat.csv
4187,825925,19274.193931623933,8079.0,73744.1,202853.31000000003,42285.5689917027,180.0,195.0,11700,target_rps180.00_iter01_rps195.00_lat.csv
4360,1301596,23649.16305830208,7730.0,99461.94999999998,291384.83,65312.52700446985,180.0,195.53,11732,target_rps180.00_iter02_rps195.53_lat.csv
4387,981841,22332.238402718776,7626.5,82011.09999999992,346322.369999999,63731.536864667396,180.0,196.16,11770,target_rps180.00_iter03_rps196.16_lat.csv
4349,1462153,25751.45448328917,8455.0,103161.90000000002,288119.3200000001,65489.16645497933,200.0,194.98,11699,target_rps200.00_iter01_rps194.98_lat.csv
4259,900002,21240.778062313275,7710.0,83843.89999999998,259532.92000000022,53356.895293313406,200.0,195.25,11715,target_rps200.00_iter02_rps195.25_lat.csv
4353,839246,21476.8633693709,7898.0,88132.49999999971,273341.15999999916,52463.144874395715,200.0,195.78,11747,target_rps200.00_iter03_rps195.78_lat.csv
4280,875640,42767.9114890663,16380.0,162897.8,364690.27999999956,69126.80169203212,220.0,240.08,14405,target_rps220.00_iter01_rps240.08_lat.csv
4288,802264,42982.82496493689,16318.5,167214.05,313822.1,67211.5066080863,220.0,237.66,14260,target_rps220.00_iter02_rps237.66_lat.csv
4127,1156983,39704.272454672246,14589.0,150829.34999999995,317597.42000000004,66067.01723867288,220.0,238.98,14340,target_rps220.00_iter03_rps238.98_lat.csv
4426,1534045,44302.43383231429,18716.0,155840.2,375193.6799999997,75177.02119245661,240.0,237.13,14229,target_rps240.00_iter01_rps237.13_lat.csv
4416,1741296,44488.52702796475,17976.0,163171.5,351407.0999999998,75326.66462009243,240.0,240.18,14411,target_rps240.00_iter02_rps240.18_lat.csv
4384,745188,42871.624886403355,17817.0,161163.59999999963,330195.59999999875,65223.32624374625,240.0,238.41,14305,target_rps240.00_iter03_rps238.41_lat.csv
4257,1306635,73156.71874826611,50354.0,210662.0999999995,417728.97999999847,86552.5625432959,260.0,300.32,18023,target_rps260.00_iter01_rps300.32_lat.csv
3945,1345233,73742.83236962388,50854.0,212170.4999999999,445128.9199999989,87199.18601653543,260.0,302.65,18159,target_rps260.00_iter02_rps302.65_lat.csv
4243,989321,72170.92657497781,51692.0,205391.35000000015,390327.1199999989,78840.22100367853,260.0,300.53,18032,target_rps260.00_iter03_rps300.53_lat.csv
4282,1427831,69687.59850581073,48385.5,199748.25,421617.75000000163,79478.36402042132,280.0,301.16,18070,target_rps280.00_iter01_rps301.16_lat.csv
4303,877259,73304.34611542731,51767.5,208801.39999999982,436926.3900000008,81858.27743030469,280.0,300.33,18020,target_rps280.00_iter02_rps300.33_lat.csv
