target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,40.00,40.00,40.00,40.00,100.0
60.00,62.45,62.50,62.50,62.48,62.45,62.50,104.1
80.00,83.13,83.20,83.25,83.19,83.13,83.25,104.0
100.00,99.22,99.25,99.48,99.32,99.22,99.48,99.3
120.00,123.61,123.32,123.45,123.46,123.32,123.61,102.9
140.00,140.85,141.45,141.48,141.26,140.85,141.48,100.9
160.00,164.86,164.57,164.63,164.69,164.57,164.86,102.9
180.00,195.83,194.58,194.58,195.00,194.58,195.83,108.3
200.00,193.50,194.08,193.98,193.85,193.50,194.08,96.9
220.00,240.00,238.65,238.35,239.00,238.35,240.00,108.6
240.00,239.50,240.15,239.71,239.79,239.50,240.15,99.9
260.00,306.63,305.05,304.03,305.24,304.03,306.63,117.4
280.00,307.05,304.52,305.83,305.80,304.52,307.05,109.2
300.00,302.37,304.11,303.99,303.49,302.37,304.11,101.2
320.00,303.71,304.66,303.85,304.07,303.71,304.66,95.0
340.00,422.08,422.33,420.49,421.63,420.49,422.33,124.0
360.00,414.10,422.87,416.67,417.88,414.10,422.87,116.1
380.00,428.82,433.06,433.43,431.77,428.82,433.43,113.6
400.00,432.36,433.05,431.31,432.24,431.31,433.05,108.1
420.00,430.30,420.18,418.40,422.96,418.40,430.30,100.7
440.00,417.85,424.13,420.78,420.92,417.85,424.13,95.7
460.00,419.48,421.96,423.80,421.75,419.48,423.80,91.7
480.00,420.43,415.81,419.10,418.45,415.81,420.43,87.2
500.00,421.39,,,421.39,421.39,421.39,84.3

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,432.36,400.00
Max Iter2,433.06,380.00
Max Iter3,433.43,380.00
Overall Max,433.43,380.00
Avg of Max,432.95,
