target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,39.97,39.98,39.98,39.97,40.00,100.0
60.00,62.40,62.43,62.45,62.43,62.40,62.45,104.0
80.00,83.02,83.02,83.03,83.02,83.02,83.03,103.8
100.00,99.47,99.10,98.87,99.15,98.87,99.47,99.1
120.00,122.78,123.03,123.13,122.98,122.78,123.13,102.5
140.00,131.58,135.13,137.53,134.75,131.58,137.53,96.2
160.00,134.50,133.93,131.18,133.20,131.18,134.50,83.3
180.00,132.97,129.12,127.82,129.97,127.82,132.97,72.2
200.00,138.33,132.05,127.55,132.64,127.55,138.33,66.3
220.00,129.18,125.73,126.97,127.29,125.73,129.18,57.9
240.00,125.27,123.45,123.03,123.92,123.03,125.27,51.6
260.00,112.68,112.45,111.08,112.07,111.08,112.68,43.1
280.00,106.10,111.75,111.41,109.75,106.10,111.75,39.2
300.00,112.99,116.02,120.20,116.40,112.99,120.20,38.8
320.00,109.96,118.40,116.10,114.82,109.96,118.40,35.9
340.00,103.10,106.82,100.09,103.34,100.09,106.82,30.4
360.00,108.57,107.64,99.12,105.11,99.12,108.57,29.2
380.00,95.82,92.77,104.42,97.67,92.77,104.42,25.7
400.00,97.95,101.37,99.45,99.59,97.95,101.37,24.9
420.00,114.72,97.73,102.34,104.93,97.73,114.72,25.0
440.00,107.72,106.72,104.13,106.19,104.13,107.72,24.1
460.00,103.78,116.95,105.52,108.75,103.78,116.95,23.6
480.00,108.45,114.03,115.53,112.67,108.45,115.53,23.5
500.00,110.37,100.68,97.58,102.88,97.58,110.37,20.6

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,138.33,200.00
Max Iter2,135.13,140.00
Max Iter3,137.53,140.00
Overall Max,138.33,200.00
Avg of Max,137.00,
