2025-08-18T13:22:19+01:00  13:22:19 up 1 day, 7 min,  1 user,  load average: 15.52, 15.02, 11.03
2025-08-18T13:22:24+01:00  13:22:24 up 1 day, 7 min,  1 user,  load average: 14.76, 14.87, 11.00
2025-08-18T13:22:29+01:00  13:22:29 up 1 day, 8 min,  1 user,  load average: 13.73, 14.65, 10.95
2025-08-18T13:22:34+01:00  13:22:34 up 1 day, 8 min,  1 user,  load average: 13.35, 14.56, 10.94
2025-08-18T13:22:39+01:00  13:22:39 up 1 day, 8 min,  1 user,  load average: 12.93, 14.45, 10.92
2025-08-18T13:22:44+01:00  13:22:44 up 1 day, 8 min,  1 user,  load average: 13.01, 14.44, 10.94
2025-08-18T13:22:49+01:00  13:22:49 up 1 day, 8 min,  1 user,  load average: 12.53, 14.32, 10.92
2025-08-18T13:22:54+01:00  13:22:54 up 1 day, 8 min,  1 user,  load average: 13.13, 14.41, 10.97
2025-08-18T13:22:59+01:00  13:22:59 up 1 day, 8 min,  1 user,  load average: 12.48, 14.26, 10.93
2025-08-18T13:23:04+01:00  13:23:04 up 1 day, 8 min,  1 user,  load average: 12.60, 14.25, 10.95
2025-08-18T13:23:09+01:00  13:23:09 up 1 day, 8 min,  1 user,  load average: 12.23, 14.15, 10.93
2025-08-18T13:23:14+01:00  13:23:14 up 1 day, 8 min,  1 user,  load average: 13.65, 14.41, 11.04
2025-08-18T13:23:19+01:00  13:23:19 up 1 day, 8 min,  1 user,  load average: 13.20, 14.30, 11.02
2025-08-18T13:23:24+01:00  13:23:24 up 1 day, 8 min,  1 user,  load average: 12.30, 14.10, 10.97
2025-08-18T13:23:29+01:00  13:23:29 up 1 day, 9 min,  1 user,  load average: 12.60, 14.13, 11.00
2025-08-18T13:23:34+01:00  13:23:34 up 1 day, 9 min,  1 user,  load average: 13.11, 14.21, 11.04
2025-08-18T13:23:39+01:00  13:23:39 up 1 day, 9 min,  1 user,  load average: 13.42, 14.26, 11.08
2025-08-18T13:23:44+01:00  13:23:44 up 1 day, 9 min,  1 user,  load average: 13.95, 14.35, 11.12
2025-08-18T13:23:49+01:00  13:23:49 up 1 day, 9 min,  1 user,  load average: 13.55, 14.27, 11.11
2025-08-18T13:23:54+01:00  13:23:54 up 1 day, 9 min,  1 user,  load average: 14.23, 14.39, 11.17
2025-08-18T13:23:59+01:00  13:23:59 up 1 day, 9 min,  1 user,  load average: 14.37, 14.42, 11.20
2025-08-18T13:24:04+01:00  13:24:04 up 1 day, 9 min,  1 user,  load average: 15.46, 14.65, 11.29
2025-08-18T13:24:09+01:00  13:24:09 up 1 day, 9 min,  1 user,  load average: 14.31, 14.42, 11.23
2025-08-18T13:24:14+01:00  13:24:14 up 1 day, 9 min,  1 user,  load average: 16.12, 14.79, 11.37
2025-08-18T13:24:19+01:00  13:24:19 up 1 day, 9 min,  1 user,  load average: 15.71, 14.73, 11.37
2025-08-18T13:24:24+01:00  13:24:24 up 1 day, 9 min,  1 user,  load average: 15.90, 14.79, 11.40
2025-08-18T13:24:29+01:00  13:24:29 up 1 day, 10 min,  1 user,  load average: 15.34, 14.69, 11.39
2025-08-18T13:24:34+01:00  13:24:34 up 1 day, 10 min,  1 user,  load average: 15.88, 14.81, 11.45
2025-08-18T13:24:39+01:00  13:24:39 up 1 day, 10 min,  1 user,  load average: 15.65, 14.78, 11.46
2025-08-18T13:24:44+01:00  13:24:44 up 1 day, 10 min,  1 user,  load average: 17.24, 15.15, 11.61
2025-08-18T13:24:49+01:00  13:24:49 up 1 day, 10 min,  1 user,  load average: 18.42, 15.43, 11.72
2025-08-18T13:24:54+01:00  13:24:54 up 1 day, 10 min,  1 user,  load average: 18.07, 15.41, 11.73
2025-08-18T13:24:59+01:00  13:24:59 up 1 day, 10 min,  1 user,  load average: 17.42, 15.32, 11.72
2025-08-18T13:25:04+01:00  13:25:04 up 1 day, 10 min,  1 user,  load average: 17.71, 15.41, 11.78
2025-08-18T13:25:09+01:00  13:25:09 up 1 day, 10 min,  1 user,  load average: 17.41, 15.39, 11.79
2025-08-18T13:25:14+01:00  13:25:14 up 1 day, 10 min,  1 user,  load average: 17.86, 15.51, 11.85
2025-08-18T13:25:19+01:00  13:25:19 up 1 day, 10 min,  1 user,  load average: 18.43, 15.67, 11.92
2025-08-18T13:25:24+01:00  13:25:24 up 1 day, 11 min,  1 user,  load average: 17.03, 15.43, 11.86
2025-08-18T13:25:29+01:00  13:25:29 up 1 day, 11 min,  1 user,  load average: 18.15, 15.69, 11.96
2025-08-18T13:25:35+01:00  13:25:35 up 1 day, 11 min,  1 user,  load average: 17.26, 15.54, 11.94
2025-08-18T13:25:40+01:00  13:25:40 up 1 day, 11 min,  1 user,  load average: 16.92, 15.50, 11.94
2025-08-18T13:25:45+01:00  13:25:45 up 1 day, 11 min,  1 user,  load average: 16.52, 15.44, 11.94
2025-08-18T13:25:50+01:00  13:25:50 up 1 day, 11 min,  1 user,  load average: 16.24, 15.40, 11.95
2025-08-18T13:25:55+01:00  13:25:55 up 1 day, 11 min,  1 user,  load average: 16.38, 15.44, 11.98
2025-08-18T13:26:00+01:00  13:26:00 up 1 day, 11 min,  1 user,  load average: 16.43, 15.47, 12.01
2025-08-18T13:26:05+01:00  13:26:05 up 1 day, 11 min,  1 user,  load average: 16.96, 15.60, 12.07
2025-08-18T13:26:10+01:00  13:26:10 up 1 day, 11 min,  1 user,  load average: 17.04, 15.64, 12.10
2025-08-18T13:26:15+01:00  13:26:15 up 1 day, 11 min,  1 user,  load average: 16.32, 15.51, 12.08
2025-08-18T13:26:20+01:00  13:26:20 up 1 day, 11 min,  1 user,  load average: 16.93, 15.65, 12.14
2025-08-18T13:26:25+01:00  13:26:25 up 1 day, 12 min,  1 user,  load average: 16.14, 15.51, 12.11
2025-08-18T13:26:30+01:00  13:26:30 up 1 day, 12 min,  1 user,  load average: 15.01, 15.28, 12.06
2025-08-18T13:26:35+01:00  13:26:35 up 1 day, 12 min,  1 user,  load average: 15.57, 15.39, 12.11
2025-08-18T13:26:40+01:00  13:26:40 up 1 day, 12 min,  1 user,  load average: 16.88, 15.67, 12.22
2025-08-18T13:26:45+01:00  13:26:45 up 1 day, 12 min,  1 user,  load average: 16.97, 15.71, 12.25
2025-08-18T13:26:50+01:00  13:26:50 up 1 day, 12 min,  1 user,  load average: 18.26, 16.00, 12.36
2025-08-18T13:26:55+01:00  13:26:55 up 1 day, 12 min,  1 user,  load average: 18.40, 16.06, 12.40
2025-08-18T13:27:00+01:00  13:27:00 up 1 day, 12 min,  1 user,  load average: 19.33, 16.29, 12.50
2025-08-18T13:27:05+01:00  13:27:05 up 1 day, 12 min,  1 user,  load average: 19.94, 16.47, 12.58
2025-08-18T13:27:10+01:00  13:27:10 up 1 day, 12 min,  1 user,  load average: 19.95, 16.53, 12.62
2025-08-18T13:27:15+01:00  13:27:15 up 1 day, 12 min,  1 user,  load average: 19.55, 16.50, 12.63
2025-08-18T13:27:20+01:00  13:27:20 up 1 day, 12 min,  1 user,  load average: 19.18, 16.48, 12.64
2025-08-18T13:27:25+01:00  13:27:25 up 1 day, 13 min,  1 user,  load average: 19.97, 16.69, 12.73
2025-08-18T13:27:30+01:00  13:27:30 up 1 day, 13 min,  1 user,  load average: 19.33, 16.61, 12.73
2025-08-18T13:27:35+01:00  13:27:35 up 1 day, 13 min,  1 user,  load average: 18.90, 16.57, 12.73
2025-08-18T13:27:40+01:00  13:27:40 up 1 day, 13 min,  1 user,  load average: 19.39, 16.71, 12.80
2025-08-18T13:27:45+01:00  13:27:45 up 1 day, 13 min,  1 user,  load average: 19.36, 16.74, 12.83
2025-08-18T13:27:50+01:00  13:27:50 up 1 day, 13 min,  1 user,  load average: 19.65, 16.85, 12.89
2025-08-18T13:27:55+01:00  13:27:55 up 1 day, 13 min,  1 user,  load average: 18.72, 16.70, 12.86
2025-08-18T13:28:00+01:00  13:28:00 up 1 day, 13 min,  1 user,  load average: 18.74, 16.74, 12.90
2025-08-18T13:28:05+01:00  13:28:05 up 1 day, 13 min,  1 user,  load average: 17.88, 16.59, 12.87
2025-08-18T13:28:10+01:00  13:28:10 up 1 day, 13 min,  1 user,  load average: 18.05, 16.65, 12.91
2025-08-18T13:28:15+01:00  13:28:15 up 1 day, 13 min,  1 user,  load average: 17.81, 16.62, 12.92
2025-08-18T13:28:20+01:00  13:28:20 up 1 day, 13 min,  1 user,  load average: 17.58, 16.60, 12.93
2025-08-18T13:28:25+01:00  13:28:25 up 1 day, 14 min,  1 user,  load average: 17.29, 16.55, 12.94
2025-08-18T13:28:30+01:00  13:28:30 up 1 day, 14 min,  1 user,  load average: 18.15, 16.74, 13.02
2025-08-18T13:28:35+01:00  13:28:35 up 1 day, 14 min,  1 user,  load average: 17.10, 16.55, 12.97
2025-08-18T13:28:40+01:00  13:28:40 up 1 day, 14 min,  1 user,  load average: 17.81, 16.70, 13.04
2025-08-18T13:28:45+01:00  13:28:45 up 1 day, 14 min,  1 user,  load average: 16.95, 16.54, 13.01
2025-08-18T13:28:50+01:00  13:28:50 up 1 day, 14 min,  1 user,  load average: 18.55, 16.88, 13.14
2025-08-18T13:28:55+01:00  13:28:55 up 1 day, 14 min,  1 user,  load average: 17.47, 16.69, 13.10
2025-08-18T13:29:01+01:00  13:29:01 up 1 day, 14 min,  1 user,  load average: 17.67, 16.74, 13.13
2025-08-18T13:29:06+01:00  13:29:06 up 1 day, 14 min,  1 user,  load average: 18.18, 16.86, 13.19
2025-08-18T13:29:11+01:00  13:29:11 up 1 day, 14 min,  1 user,  load average: 19.12, 17.08, 13.28
2025-08-18T13:29:16+01:00  13:29:16 up 1 day, 14 min,  1 user,  load average: 18.23, 16.93, 13.25
2025-08-18T13:29:21+01:00  13:29:21 up 1 day, 14 min,  1 user,  load average: 18.93, 17.10, 13.33
2025-08-18T13:29:26+01:00  13:29:26 up 1 day, 15 min,  1 user,  load average: 17.82, 16.89, 13.28
2025-08-18T13:29:31+01:00  13:29:31 up 1 day, 15 min,  1 user,  load average: 17.99, 16.95, 13.32
2025-08-18T13:29:36+01:00  13:29:36 up 1 day, 15 min,  1 user,  load average: 16.95, 16.75, 13.27
2025-08-18T13:29:41+01:00  13:29:41 up 1 day, 15 min,  1 user,  load average: 15.68, 16.49, 13.21
2025-08-18T13:29:46+01:00  13:29:46 up 1 day, 15 min,  1 user,  load average: 15.70, 16.48, 13.22
2025-08-18T13:29:51+01:00  13:29:51 up 1 day, 15 min,  1 user,  load average: 15.89, 16.50, 13.25
2025-08-18T13:29:56+01:00  13:29:56 up 1 day, 15 min,  1 user,  load average: 15.09, 16.33, 13.21
2025-08-18T13:30:01+01:00  13:30:01 up 1 day, 15 min,  1 user,  load average: 15.09, 16.31, 13.22
2025-08-18T13:30:06+01:00  13:30:06 up 1 day, 15 min,  1 user,  load average: 14.68, 16.20, 13.20
2025-08-18T13:30:11+01:00  13:30:11 up 1 day, 15 min,  1 user,  load average: 14.30, 16.10, 13.18
2025-08-18T13:30:16+01:00  13:30:16 up 1 day, 15 min,  1 user,  load average: 14.84, 16.18, 13.23
2025-08-18T13:30:21+01:00  13:30:21 up 1 day, 15 min,  1 user,  load average: 15.57, 16.31, 13.28
2025-08-18T13:30:26+01:00  13:30:26 up 1 day, 16 min,  1 user,  load average: 15.53, 16.29, 13.29
2025-08-18T13:30:31+01:00  13:30:31 up 1 day, 16 min,  1 user,  load average: 15.40, 16.25, 13.30
2025-08-18T13:30:36+01:00  13:30:36 up 1 day, 16 min,  1 user,  load average: 15.77, 16.31, 13.33
2025-08-18T13:30:41+01:00  13:30:41 up 1 day, 16 min,  1 user,  load average: 15.47, 16.24, 13.33
2025-08-18T13:30:46+01:00  13:30:46 up 1 day, 16 min,  1 user,  load average: 14.71, 16.07, 13.29
2025-08-18T13:30:51+01:00  13:30:51 up 1 day, 16 min,  1 user,  load average: 15.46, 16.20, 13.34
2025-08-18T13:30:56+01:00  13:30:56 up 1 day, 16 min,  1 user,  load average: 14.86, 16.07, 13.32
2025-08-18T13:31:01+01:00  13:31:01 up 1 day, 16 min,  1 user,  load average: 14.79, 16.03, 13.32
2025-08-18T13:31:06+01:00  13:31:06 up 1 day, 16 min,  1 user,  load average: 14.25, 15.90, 13.29
2025-08-18T13:31:11+01:00  13:31:11 up 1 day, 16 min,  1 user,  load average: 14.79, 15.98, 13.33
2025-08-18T13:31:16+01:00  13:31:16 up 1 day, 16 min,  1 user,  load average: 14.00, 15.80, 13.29
2025-08-18T13:31:21+01:00  13:31:21 up 1 day, 16 min,  1 user,  load average: 14.64, 15.90, 13.33
2025-08-18T13:31:26+01:00  13:31:26 up 1 day, 17 min,  1 user,  load average: 13.95, 15.74, 13.29
2025-08-18T13:31:31+01:00  13:31:31 up 1 day, 17 min,  1 user,  load average: 14.20, 15.76, 13.31
2025-08-18T13:31:36+01:00  13:31:36 up 1 day, 17 min,  1 user,  load average: 13.38, 15.56, 13.26
2025-08-18T13:31:41+01:00  13:31:41 up 1 day, 17 min,  1 user,  load average: 13.51, 15.55, 13.27
2025-08-18T13:31:46+01:00  13:31:46 up 1 day, 17 min,  1 user,  load average: 12.83, 15.38, 13.23
2025-08-18T13:31:51+01:00  13:31:51 up 1 day, 17 min,  1 user,  load average: 13.80, 15.54, 13.29
2025-08-18T13:31:56+01:00  13:31:56 up 1 day, 17 min,  1 user,  load average: 13.82, 15.51, 13.30
2025-08-18T13:32:01+01:00  13:32:01 up 1 day, 17 min,  1 user,  load average: 15.19, 15.77, 13.39
2025-08-18T13:32:06+01:00  13:32:06 up 1 day, 17 min,  1 user,  load average: 14.94, 15.71, 13.38
2025-08-18T13:32:11+01:00  13:32:11 up 1 day, 17 min,  1 user,  load average: 15.10, 15.73, 13.40
2025-08-18T13:32:16+01:00  13:32:16 up 1 day, 17 min,  1 user,  load average: 14.85, 15.67, 13.40
2025-08-18T13:32:22+01:00  13:32:22 up 1 day, 17 min,  1 user,  load average: 15.75, 15.84, 13.46
2025-08-18T13:32:27+01:00  13:32:27 up 1 day, 18 min,  1 user,  load average: 15.69, 15.82, 13.47
2025-08-18T13:32:32+01:00  13:32:32 up 1 day, 18 min,  1 user,  load average: 16.27, 15.94, 13.52
2025-08-18T13:32:37+01:00  13:32:37 up 1 day, 18 min,  1 user,  load average: 16.09, 15.91, 13.53
2025-08-18T13:32:42+01:00  13:32:42 up 1 day, 18 min,  1 user,  load average: 16.89, 16.08, 13.59
2025-08-18T13:32:47+01:00  13:32:47 up 1 day, 18 min,  1 user,  load average: 16.57, 16.03, 13.59
2025-08-18T13:32:52+01:00  13:32:52 up 1 day, 18 min,  1 user,  load average: 15.49, 15.81, 13.53
2025-08-18T13:32:57+01:00  13:32:57 up 1 day, 18 min,  1 user,  load average: 15.85, 15.88, 13.57
2025-08-18T13:33:02+01:00  13:33:02 up 1 day, 18 min,  1 user,  load average: 16.26, 15.97, 13.61
2025-08-18T13:33:07+01:00  13:33:07 up 1 day, 18 min,  1 user,  load average: 16.24, 15.97, 13.62
2025-08-18T13:33:12+01:00  13:33:12 up 1 day, 18 min,  1 user,  load average: 17.26, 16.18, 13.70
2025-08-18T13:33:17+01:00  13:33:17 up 1 day, 18 min,  1 user,  load average: 18.04, 16.36, 13.78
2025-08-18T13:33:22+01:00  13:33:22 up 1 day, 18 min,  1 user,  load average: 18.04, 16.39, 13.80
2025-08-18T13:33:27+01:00  13:33:27 up 1 day, 19 min,  1 user,  load average: 17.63, 16.33, 13.79
2025-08-18T13:33:32+01:00  13:33:32 up 1 day, 19 min,  1 user,  load average: 18.79, 16.59, 13.89
2025-08-18T13:33:37+01:00  13:33:37 up 1 day, 19 min,  1 user,  load average: 17.84, 16.43, 13.86
2025-08-18T13:33:42+01:00  13:33:42 up 1 day, 19 min,  1 user,  load average: 17.93, 16.48, 13.88
2025-08-18T13:33:47+01:00  13:33:47 up 1 day, 19 min,  1 user,  load average: 16.90, 16.29, 13.84
2025-08-18T13:33:52+01:00  13:33:52 up 1 day, 19 min,  1 user,  load average: 17.31, 16.38, 13.88
2025-08-18T13:33:57+01:00  13:33:57 up 1 day, 19 min,  1 user,  load average: 16.16, 16.16, 13.82
2025-08-18T13:34:02+01:00  13:34:02 up 1 day, 19 min,  1 user,  load average: 16.95, 16.32, 13.89
2025-08-18T13:34:07+01:00  13:34:07 up 1 day, 19 min,  1 user,  load average: 16.31, 16.20, 13.86
2025-08-18T13:34:12+01:00  13:34:12 up 1 day, 19 min,  1 user,  load average: 15.97, 16.13, 13.85
2025-08-18T13:34:17+01:00  13:34:17 up 1 day, 19 min,  1 user,  load average: 15.73, 16.08, 13.85
2025-08-18T13:34:22+01:00  13:34:22 up 1 day, 19 min,  1 user,  load average: 15.83, 16.10, 13.86
2025-08-18T13:34:27+01:00  13:34:27 up 1 day, 20 min,  1 user,  load average: 15.68, 16.06, 13.86
2025-08-18T13:34:32+01:00  13:34:32 up 1 day, 20 min,  1 user,  load average: 16.35, 16.19, 13.92
2025-08-18T13:34:37+01:00  13:34:37 up 1 day, 20 min,  1 user,  load average: 17.28, 16.39, 13.99
2025-08-18T13:34:42+01:00  13:34:42 up 1 day, 20 min,  1 user,  load average: 17.58, 16.46, 14.03
2025-08-18T13:34:48+01:00  13:34:48 up 1 day, 20 min,  1 user,  load average: 16.89, 16.34, 14.00
2025-08-18T13:34:53+01:00  13:34:53 up 1 day, 20 min,  1 user,  load average: 16.66, 16.30, 14.00
2025-08-18T13:34:58+01:00  13:34:58 up 1 day, 20 min,  1 user,  load average: 16.93, 16.36, 14.04
2025-08-18T13:35:03+01:00  13:35:03 up 1 day, 20 min,  1 user,  load average: 17.18, 16.42, 14.07
2025-08-18T13:35:08+01:00  13:35:08 up 1 day, 20 min,  1 user,  load average: 16.68, 16.33, 14.05
2025-08-18T13:35:13+01:00  13:35:13 up 1 day, 20 min,  1 user,  load average: 17.59, 16.53, 14.13
2025-08-18T13:35:18+01:00  13:35:18 up 1 day, 20 min,  1 user,  load average: 17.38, 16.50, 14.13
2025-08-18T13:35:23+01:00  13:35:23 up 1 day, 20 min,  1 user,  load average: 17.83, 16.61, 14.18
2025-08-18T13:35:28+01:00  13:35:28 up 1 day, 21 min,  1 user,  load average: 17.60, 16.58, 14.18
2025-08-18T13:35:33+01:00  13:35:33 up 1 day, 21 min,  1 user,  load average: 17.88, 16.66, 14.22
2025-08-18T13:35:38+01:00  13:35:38 up 1 day, 21 min,  1 user,  load average: 17.72, 16.65, 14.23
2025-08-18T13:35:43+01:00  13:35:43 up 1 day, 21 min,  1 user,  load average: 16.71, 16.45, 14.18
2025-08-18T13:35:48+01:00  13:35:48 up 1 day, 21 min,  1 user,  load average: 17.05, 16.53, 14.22
2025-08-18T13:35:53+01:00  13:35:53 up 1 day, 21 min,  1 user,  load average: 17.53, 16.64, 14.27
2025-08-18T13:35:58+01:00  13:35:58 up 1 day, 21 min,  1 user,  load average: 16.36, 16.41, 14.20
2025-08-18T13:36:03+01:00  13:36:03 up 1 day, 21 min,  1 user,  load average: 15.05, 16.14, 14.13
2025-08-18T13:36:08+01:00  13:36:08 up 1 day, 21 min,  1 user,  load average: 13.93, 15.89, 14.06
2025-08-18T13:36:13+01:00  13:36:13 up 1 day, 21 min,  1 user,  load average: 13.85, 15.84, 14.05
2025-08-18T13:36:18+01:00  13:36:18 up 1 day, 21 min,  1 user,  load average: 13.86, 15.81, 14.05
2025-08-18T13:36:23+01:00  13:36:23 up 1 day, 21 min,  1 user,  load average: 14.12, 15.83, 14.07
2025-08-18T13:36:28+01:00  13:36:28 up 1 day, 22 min,  1 user,  load average: 14.03, 15.78, 14.06
2025-08-18T13:36:33+01:00  13:36:33 up 1 day, 22 min,  1 user,  load average: 14.26, 15.80, 14.08
2025-08-18T13:36:38+01:00  13:36:38 up 1 day, 22 min,  1 user,  load average: 14.40, 15.80, 14.09
2025-08-18T13:36:43+01:00  13:36:43 up 1 day, 22 min,  1 user,  load average: 14.61, 15.82, 14.10
2025-08-18T13:36:48+01:00  13:36:48 up 1 day, 22 min,  1 user,  load average: 16.64, 16.22, 14.24
2025-08-18T13:36:53+01:00  13:36:53 up 1 day, 22 min,  1 user,  load average: 17.79, 16.47, 14.33
2025-08-18T13:36:58+01:00  13:36:58 up 1 day, 22 min,  1 user,  load average: 18.77, 16.70, 14.42
2025-08-18T13:37:03+01:00  13:37:03 up 1 day, 22 min,  1 user,  load average: 18.87, 16.75, 14.45
2025-08-18T13:37:08+01:00  13:37:08 up 1 day, 22 min,  1 user,  load average: 18.64, 16.74, 14.46
2025-08-18T13:37:13+01:00  13:37:13 up 1 day, 22 min,  1 user,  load average: 19.31, 16.91, 14.52
2025-08-18T13:37:18+01:00  13:37:18 up 1 day, 22 min,  1 user,  load average: 18.89, 16.86, 14.52
2025-08-18T13:37:23+01:00  13:37:23 up 1 day, 22 min,  1 user,  load average: 18.89, 16.90, 14.55
2025-08-18T13:37:28+01:00  13:37:28 up 1 day, 23 min,  1 user,  load average: 18.50, 16.85, 14.54
2025-08-18T13:37:33+01:00  13:37:33 up 1 day, 23 min,  1 user,  load average: 18.14, 16.80, 14.54
2025-08-18T13:37:38+01:00  13:37:38 up 1 day, 23 min,  1 user,  load average: 17.81, 16.75, 14.54
2025-08-18T13:37:43+01:00  13:37:43 up 1 day, 23 min,  1 user,  load average: 18.15, 16.84, 14.58
2025-08-18T13:37:48+01:00  13:37:48 up 1 day, 23 min,  1 user,  load average: 17.41, 16.71, 14.55
2025-08-18T13:37:53+01:00  13:37:53 up 1 day, 23 min,  1 user,  load average: 17.86, 16.81, 14.59
2025-08-18T13:37:58+01:00  13:37:58 up 1 day, 23 min,  1 user,  load average: 17.23, 16.70, 14.57
2025-08-18T13:38:03+01:00  13:38:03 up 1 day, 23 min,  1 user,  load average: 17.77, 16.82, 14.62
2025-08-18T13:38:08+01:00  13:38:08 up 1 day, 23 min,  1 user,  load average: 18.51, 16.99, 14.69
2025-08-18T13:38:13+01:00  13:38:13 up 1 day, 23 min,  1 user,  load average: 18.23, 16.96, 14.69
2025-08-18T13:38:18+01:00  13:38:18 up 1 day, 23 min,  1 user,  load average: 18.21, 16.98, 14.71
2025-08-18T13:38:23+01:00  13:38:23 up 1 day, 23 min,  1 user,  load average: 18.20, 16.99, 14.72
2025-08-18T13:38:29+01:00  13:38:29 up 1 day, 24 min,  1 user,  load average: 17.62, 16.89, 14.70
2025-08-18T13:38:34+01:00  13:38:34 up 1 day, 24 min,  1 user,  load average: 17.89, 16.96, 14.74
2025-08-18T13:38:39+01:00  13:38:39 up 1 day, 24 min,  1 user,  load average: 19.26, 17.26, 14.85
2025-08-18T13:38:44+01:00  13:38:44 up 1 day, 24 min,  1 user,  load average: 20.76, 17.61, 14.97
2025-08-18T13:38:49+01:00  13:38:49 up 1 day, 24 min,  1 user,  load average: 20.30, 17.56, 14.97
2025-08-18T13:38:54+01:00  13:38:54 up 1 day, 24 min,  1 user,  load average: 20.60, 17.67, 15.02
2025-08-18T13:38:59+01:00  13:38:59 up 1 day, 24 min,  1 user,  load average: 20.55, 17.71, 15.05
2025-08-18T13:39:04+01:00  13:39:04 up 1 day, 24 min,  1 user,  load average: 19.62, 17.56, 15.01
2025-08-18T13:39:09+01:00  13:39:09 up 1 day, 24 min,  1 user,  load average: 18.61, 17.39, 14.97
2025-08-18T13:39:14+01:00  13:39:14 up 1 day, 24 min,  1 user,  load average: 17.20, 17.12, 14.90
2025-08-18T13:39:19+01:00  13:39:19 up 1 day, 24 min,  1 user,  load average: 16.06, 16.88, 14.83
2025-08-18T13:39:24+01:00  13:39:24 up 1 day, 24 min,  1 user,  load average: 16.30, 16.92, 14.85
2025-08-18T13:39:29+01:00  13:39:29 up 1 day, 25 min,  1 user,  load average: 16.52, 16.95, 14.88
2025-08-18T13:39:34+01:00  13:39:34 up 1 day, 25 min,  1 user,  load average: 16.79, 17.00, 14.90
2025-08-18T13:39:39+01:00  13:39:39 up 1 day, 25 min,  1 user,  load average: 16.57, 16.95, 14.90
2025-08-18T13:39:44+01:00  13:39:44 up 1 day, 25 min,  1 user,  load average: 17.33, 17.10, 14.96
2025-08-18T13:39:49+01:00  13:39:49 up 1 day, 25 min,  1 user,  load average: 17.54, 17.15, 14.99
2025-08-18T13:39:54+01:00  13:39:54 up 1 day, 25 min,  1 user,  load average: 16.46, 16.93, 14.93
2025-08-18T13:39:59+01:00  13:39:59 up 1 day, 25 min,  1 user,  load average: 18.02, 17.25, 15.04
2025-08-18T13:40:04+01:00  13:40:04 up 1 day, 25 min,  1 user,  load average: 18.26, 17.31, 15.07
2025-08-18T13:40:09+01:00  13:40:09 up 1 day, 25 min,  1 user,  load average: 18.08, 17.29, 15.08
2025-08-18T13:40:14+01:00  13:40:14 up 1 day, 25 min,  1 user,  load average: 17.99, 17.29, 15.09
2025-08-18T13:40:19+01:00  13:40:19 up 1 day, 25 min,  1 user,  load average: 17.75, 17.25, 15.09
2025-08-18T13:40:24+01:00  13:40:24 up 1 day, 25 min,  1 user,  load average: 17.37, 17.18, 15.08
2025-08-18T13:40:29+01:00  13:40:29 up 1 day, 26 min,  1 user,  load average: 18.06, 17.32, 15.14
2025-08-18T13:40:34+01:00  13:40:34 up 1 day, 26 min,  1 user,  load average: 16.94, 17.10, 15.08
2025-08-18T13:40:39+01:00  13:40:39 up 1 day, 26 min,  1 user,  load average: 16.86, 17.08, 15.08
2025-08-18T13:40:44+01:00  13:40:44 up 1 day, 26 min,  1 user,  load average: 16.71, 17.05, 15.08
2025-08-18T13:40:49+01:00  13:40:49 up 1 day, 26 min,  1 user,  load average: 17.86, 17.28, 15.17
2025-08-18T13:40:54+01:00  13:40:54 up 1 day, 26 min,  1 user,  load average: 19.39, 17.61, 15.29
2025-08-18T13:40:59+01:00  13:40:59 up 1 day, 26 min,  1 user,  load average: 21.28, 18.03, 15.43
2025-08-18T13:41:04+01:00  13:41:04 up 1 day, 26 min,  1 user,  load average: 22.30, 18.30, 15.53
2025-08-18T13:41:09+01:00  13:41:10 up 1 day, 26 min,  1 user,  load average: 22.60, 18.42, 15.59
2025-08-18T13:41:15+01:00  13:41:15 up 1 day, 26 min,  1 user,  load average: 22.79, 18.53, 15.64
2025-08-18T13:41:20+01:00  13:41:20 up 1 day, 26 min,  1 user,  load average: 21.76, 18.39, 15.61
2025-08-18T13:41:25+01:00  13:41:25 up 1 day, 27 min,  1 user,  load average: 20.10, 18.10, 15.53
2025-08-18T13:41:30+01:00  13:41:30 up 1 day, 27 min,  1 user,  load average: 21.05, 18.33, 15.62
2025-08-18T13:41:35+01:00  13:41:35 up 1 day, 27 min,  1 user,  load average: 20.57, 18.28, 15.62
2025-08-18T13:41:40+01:00  13:41:40 up 1 day, 27 min,  1 user,  load average: 20.60, 18.32, 15.65
2025-08-18T13:41:45+01:00  13:41:45 up 1 day, 27 min,  1 user,  load average: 20.39, 18.32, 15.66
2025-08-18T13:41:50+01:00  13:41:50 up 1 day, 27 min,  1 user,  load average: 20.52, 18.38, 15.69
2025-08-18T13:41:55+01:00  13:41:55 up 1 day, 27 min,  1 user,  load average: 20.08, 18.32, 15.69
2025-08-18T13:42:00+01:00  13:42:00 up 1 day, 27 min,  1 user,  load average: 20.40, 18.42, 15.74
2025-08-18T13:42:05+01:00  13:42:05 up 1 day, 27 min,  1 user,  load average: 21.89, 18.76, 15.86
2025-08-18T13:42:10+01:00  13:42:10 up 1 day, 27 min,  1 user,  load average: 22.70, 18.98, 15.95
2025-08-18T13:42:15+01:00  13:42:15 up 1 day, 27 min,  1 user,  load average: 22.32, 18.96, 15.96
2025-08-18T13:42:20+01:00  13:42:20 up 1 day, 27 min,  1 user,  load average: 21.49, 18.85, 15.94
2025-08-18T13:42:25+01:00  13:42:25 up 1 day, 28 min,  1 user,  load average: 21.21, 18.83, 15.95
