min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
5377,456588,11195.795,7838.5,16411.75,76207.70999999999,25462.68049122038,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
5414,634432,14530.025833333333,7511.0,20482.099999999973,237585.14999999967,43586.79515629513,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
5355,392541,12037.03,7919.0,22875.249999999978,93779.33,22089.207693519325,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
4356,792243,15683.528333333334,7033.0,46980.39999999543,223805.14999999665,42342.38788959039,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
4462,521836,17308.989583333332,7014.5,70522.09999999993,245017.7799999991,43318.190793720154,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
4486,609423,13698.550458715596,7157.0,36302.55000000005,159403.44000000018,28986.472224193094,40.0,39.97,2398,target_rps40.00_iter03_rps39.97_lat.csv
3976,853554,43817.06549051056,10261.0,182601.0,385841.5999999998,76117.70370687653,60.0,62.35,3741,target_rps60.00_iter01_rps62.35_lat.csv
3979,1224873,50551.576307363925,10946.5,197495.04999999976,525236.7599999984,105191.5125090525,60.0,62.47,3748,target_rps60.00_iter02_rps62.47_lat.csv
4155,1186353,43542.58233253269,10322.0,171068.9999999999,361072.6199999999,87850.14132804025,60.0,62.45,3747,target_rps60.00_iter03_rps62.45_lat.csv
4128,1326133,98140.61988773056,52470.0,365682.0,829086.9500000009,149645.4701007025,80.0,83.13,4988,target_rps80.00_iter01_rps83.13_lat.csv
3750,689154,70948.05513231756,46177.5,222724.44999999987,376596.8700000001,79028.09161371303,80.0,83.13,4988,target_rps80.00_iter02_rps83.13_lat.csv
4072,1046841,83954.84697152025,50267.0,288414.5,567487.2999999962,112397.23438573397,80.0,83.1,4986,target_rps80.00_iter03_rps83.10_lat.csv
4309,906495,106005.02788509995,71958.0,332707.999999999,561097.9599999983,114416.01631286148,100.0,99.22,5953,target_rps100.00_iter01_rps99.22_lat.csv
3949,1069579,94893.14955319508,64412.0,292824.0,507408.5999999999,102985.31770483858,100.0,98.85,5931,target_rps100.00_iter02_rps98.85_lat.csv
3896,1245507,95172.95336008024,62120.5,298232.35,530877.3099999994,109454.10402465584,100.0,99.7,5982,target_rps100.00_iter03_rps99.70_lat.csv
3894,2182326,125975.91204948898,87549.5,364340.25,727915.8499999978,139734.48984582568,120.0,123.93,7436,target_rps120.00_iter01_rps123.93_lat.csv
4080,1309141,141972.2127946128,93273.0,446100.79999999946,725961.4400000001,151238.3165797622,120.0,123.75,7425,target_rps120.00_iter02_rps123.75_lat.csv
3959,3290956,163336.54999327144,108088.0,419134.5,984302.7999999964,264902.0875757787,120.0,123.85,7431,target_rps120.00_iter03_rps123.85_lat.csv
3770,2124281,196451.6106897369,138600.0,613992.549999999,1054877.5699999903,221206.28990692136,140.0,140.63,8438,target_rps140.00_iter01_rps140.63_lat.csv
3734,1100766,156947.58619460615,116795.0,454720.99999999994,654749.9600000002,144128.08117932908,140.0,140.23,8417,target_rps140.00_iter02_rps140.23_lat.csv
3741,2259773,161832.35565299835,120486.5,457297.44999999984,778921.4899999995,154946.73631305998,140.0,140.63,8438,target_rps140.00_iter03_rps140.63_lat.csv
3972,1743075,249606.52522438872,194695.0,652734.3999999999,935365.0799999998,199409.70517793007,160.0,161.55,9693,target_rps160.00_iter01_rps161.55_lat.csv
4509,2009735,232906.93785310735,184697.0,606406.0999999999,812482.7399999999,187823.21731288236,160.0,162.25,9735,target_rps160.00_iter02_rps162.25_lat.csv
4265,1803142,250897.1169296987,188493.0,695634.5999999999,1007930.5400000021,221334.83496193483,160.0,162.63,9758,target_rps160.00_iter03_rps162.63_lat.csv
5916,2345472,583702.5443277672,449812.0,1439132.4,1681140.0699999998,438568.09587965615,180.0,193.63,11618,target_rps180.00_iter01_rps193.63_lat.csv
4123,1718637,524244.65424700367,500189.0,993584.9500000002,1211337.7100000002,255120.13667315463,180.0,191.88,11514,target_rps180.00_iter02_rps191.88_lat.csv
