target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,39.97,39.99,39.97,40.00,100.0
60.00,62.35,62.47,62.45,62.42,62.35,62.47,104.0
80.00,83.13,83.13,83.10,83.12,83.10,83.13,103.9
100.00,99.22,98.85,99.70,99.26,98.85,99.70,99.3
120.00,123.93,123.75,123.85,123.84,123.75,123.93,103.2
140.00,140.63,140.23,140.63,140.50,140.23,140.63,100.4
160.00,161.55,162.25,162.63,162.14,161.55,162.63,101.3
180.00,193.63,191.88,190.53,192.01,190.53,193.63,106.7
200.00,190.65,190.50,192.75,191.30,190.50,192.75,95.6
220.00,199.78,198.33,192.77,196.96,192.77,199.78,89.5
240.00,195.75,192.72,194.88,194.45,192.72,195.75,81.0
260.00,184.47,189.38,190.27,188.04,184.47,190.27,72.3
280.00,193.00,186.00,196.06,191.69,186.00,196.06,68.5
300.00,192.45,199.28,176.23,189.32,176.23,199.28,63.1

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,199.78,220.00
Max Iter2,199.28,300.00
Max Iter3,196.06,280.00
Overall Max,199.78,220.00
Avg of Max,198.37,
