target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.92,39.90,39.88,39.90,39.88,39.92,99.8
60.00,62.11,61.97,62.18,62.09,61.97,62.18,103.5
80.00,82.55,82.15,82.55,82.42,82.15,82.55,103.0
100.00,97.53,97.57,98.08,97.73,97.53,98.08,97.7
120.00,119.92,120.18,120.55,120.22,119.92,120.55,100.2
140.00,136.95,136.37,137.07,136.80,136.37,137.07,97.7
160.00,158.26,158.26,156.27,157.60,156.27,158.26,98.5
180.00,183.48,186.58,184.62,184.89,183.48,186.58,102.7
200.00,186.90,182.17,185.18,184.75,182.17,186.90,92.4
220.00,204.33,205.43,196.29,202.02,196.29,205.43,91.8
240.00,223.47,219.73,222.82,222.01,219.73,223.47,92.5
260.00,258.41,260.66,257.17,258.75,257.17,260.66,99.5
280.00,259.90,257.83,255.32,257.68,255.32,259.90,92.0
300.00,258.31,258.15,259.20,258.55,258.15,259.20,86.2
320.00,258.41,258.24,257.86,258.17,257.86,258.41,80.7
340.00,276.85,283.10,283.61,281.19,276.85,283.61,82.7
360.00,290.43,282.46,280.05,284.31,280.05,290.43,79.0
380.00,285.25,285.23,285.48,285.32,285.23,285.48,75.1
400.00,285.72,279.35,279.06,281.38,279.06,285.72,70.3
420.00,287.82,284.06,286.81,286.23,284.06,287.82,68.2
440.00,290.30,282.83,281.86,285.00,281.86,290.30,64.8
460.00,284.43,279.35,279.05,280.94,279.05,284.43,61.1
480.00,283.55,281.76,278.60,281.30,278.60,283.55,58.6
500.00,285.39,280.24,282.47,282.70,280.24,285.39,56.5

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,290.43,360.00
Max Iter2,285.23,380.00
Max Iter3,286.81,420.00
Overall Max,290.43,360.00
Avg of Max,287.49,
