rps,duration,test_title,iterations,avg_total_requests,std_total_requests,min_total_requests,max_total_requests,avg_min,std_min,min_min,max_min,avg_max,std_max,min_max,max_max,avg_average,std_average,min_average,max_average,avg_median,std_median,min_median,max_median,avg_p95,std_p95,min_p95,max_p95,avg_p99,std_p99,min_p99,max_p99,avg_throughput_rps,std_throughput_rps,min_throughput_rps,max_throughput_rps,total_requests,min,max,average,median,p95,p99,throughput_rps
20,60,fibonacci_python_c1,3,1199.6666666666667,0.5773502691896258,1199,1200,4556.0,255.78311124857325,4261,4716,557725.6666666666,133705.9802152968,406917,661763,15230.963308080807,6179.1817085034445,11059.90909090909,22329.87416666667,6948.833333333333,282.0772648288645,6749.0,7271.5,57510.81666666666,42783.08917301126,15456.699999999983,100987.4,208639.82666666666,166551.09467097666,110072.06999999999,400936.17,19.993333333333336,0.01154700538379227,19.98,20.0,1199.6666666666667,4556.0,557725.6666666666,15230.963308080807,6948.833333333333,57510.81666666666,208639.82666666666,19.993333333333336
40,60,fibonacci_python_c1,3,2399.0,1.0,2398,2400,4205.666666666667,199.14902292839233,4062,4433,652185.0,170920.9251759421,458138,780406,80436.05745615117,12520.530492848184,65991.80400333612,88193.29208333333,54395.0,2534.425575944182,52142.0,57139.0,254536.7833333332,42314.30268314514,205974.7,283486.14999999973,403050.256666667,99136.3051036101,291679.2900000027,481657.07999999996,39.98333333333333,0.015275252316520304,39.97,40.0,2399.0,4205.666666666667,652185.0,80436.05745615117,54395.0,254536.7833333332,403050.256666667,39.98333333333333
60,60,fibonacci_python_c1,3,3733.3333333333335,13.428824718989123,3718,3743,4500.0,294.005101996547,4207,4795,1097210.3333333333,20389.56949847969,1074511,1113972,186823.48569121573,19834.46476292325,172261.27407208175,209413.49371489702,151746.33333333334,12334.41268700433,141204.0,165311.0,496131.4666666666,72314.78980134931,452252.39999999997,579596.6,730614.5366666663,70030.44428491124,666554.5799999996,805382.1399999999,62.22333333333333,0.2214347157365666,61.97,62.38,3733.3333333333335,4500.0,1097210.3333333333,186823.48569121573,151746.33333333334,496131.4666666666,730614.5366666663,62.22333333333333
80,60,fibonacci_python_c1,3,4982.666666666667,4.932882862316247,4977,4986,5781.666666666667,341.1925165259832,5482,6153,2272732.0,308530.46382650774,1943009,2554440,395621.4364617253,54214.96250092058,334092.1550651956,436379.7154912598,298093.0,37780.1512569762,268890.0,340761.0,1078810.25,300461.8441822479,740320.4000000001,1313977.75,1642057.7799999993,504266.4143291452,1071216.0399999993,2026924.099999999,83.04333333333334,0.08144527815246679,82.95,83.1,4982.666666666667,5781.666666666667,2272732.0,395621.4364617253,298093.0,1078810.25,1642057.7799999993,83.04333333333334
100,60,fibonacci_python_c1,3,5899.0,27.40437921208944,5868,5920,6022.333333333333,156.78116383460525,5922,6203,3305454.3333333335,869335.4134741856,2380488,4105683,831008.3800482746,190801.37056234083,668370.8939189189,1041039.7840582163,709156.8333333334,182206.26675716546,573127.5,916172.0,1913806.6833333333,339800.1804680077,1577534.6500000001,2257028.3999999994,2473045.723333333,349210.32395932946,2073345.800000001,2719024.08,98.31666666666666,0.4574203027122168,97.8,98.67,5899.0,6022.333333333333,3305454.3333333335,831008.3800482746,709156.8333333334,1913806.6833333333,2473045.723333333,98.31666666666666
120,60,fibonacci_python_c1,3,6505.0,167.4902982264943,6328,6661,6363.333333333333,666.189412504682,5595,6780,12390397.333333334,2666624.250793751,9672786,15002928,3904073.0231525525,552115.9603873282,3269229.132712806,4272110.774134233,3372194.1666666665,935637.9553893072,2569679.0,4399866.5,7285423.233333333,1438697.4194553776,5803448.0,8676535.7,7839497.089999999,1489518.0945985164,6252295.599999997,9206907.669999998,108.41000000000001,2.801446055165079,105.45,111.02,6505.0,6363.333333333333,12390397.333333334,3904073.0231525525,3372194.1666666665,7285423.233333333,7839497.089999999,108.41000000000001
140,60,fibonacci_python_c1,3,6306.333333333333,142.3598726233391,6142,6392,6438.0,2755.2036222391985,4721,9616,22415036.333333332,3031581.5915993974,18978954,24712293,8138172.431223518,202764.54562511586,7926222.471526909,8330294.795831976,8468512.666666666,390346.72271242825,8055604.0,8831493.0,13992624.983333332,713145.2861678618,13438764.949999997,14797291.2,14741490.799999999,770188.4794424775,14038556.250000002,15564765.83,105.10666666666668,2.3706609486245234,102.37,106.53,6306.333333333333,6438.0,22415036.333333332,8138172.431223518,8468512.666666666,13992624.983333332,14741490.799999999,105.10666666666668
