min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
4633,519900,10063.1575,6701.0,13389.999999999993,118372.29999999999,25817.63780198259,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
3917,258336,7438.2475,6161.0,10309.349999999997,26593.06999999992,10147.985250346186,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
4386,190160,8312.079166666666,6092.0,10218.05,89022.04,14251.312607133164,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
3960,478900,12726.483333333334,5851.0,51260.59999999998,154711.50999999483,31893.054397674983,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
4058,353821,10035.7425,5926.0,18510.24999999998,104381.43,20956.011434996257,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
3767,397946,13241.161666666667,5718.0,45532.15,195714.71999999997,33966.467801858606,40.0,40.0,2400,target_rps40.00_iter03_rps40.00_lat.csv
3564,552760,31222.87813333333,6552.0,136752.14999999982,300678.1999999996,58377.4072436185,60.0,62.5,3750,target_rps60.00_iter01_rps62.50_lat.csv
3345,610033,30057.70144076841,6241.5,139338.39999999985,297601.6799999982,58548.58087065099,60.0,62.47,3748,target_rps60.00_iter02_rps62.47_lat.csv
3649,762443,37140.632337246534,7393.5,167721.29999999923,307526.4599999996,67172.45799557572,60.0,62.47,3748,target_rps60.00_iter03_rps62.47_lat.csv
3750,757606,64001.05188301282,37193.5,212162.29999999993,396120.63000000064,81362.70296136307,80.0,83.2,4992,target_rps80.00_iter01_rps83.20_lat.csv
3751,586533,69795.95026073004,47830.0,210391.75,347389.39999999973,74686.9192918653,80.0,83.1,4986,target_rps80.00_iter02_rps83.10_lat.csv
3595,914647,79099.45339747444,50030.0,260915.4,440271.5599999998,95010.19811571628,80.0,83.15,4989,target_rps80.00_iter03_rps83.15_lat.csv
3474,1097928,93513.43114781729,59308.0,285678.6,658538.1200000015,118761.56726903727,100.0,98.88,5933,target_rps100.00_iter01_rps98.88_lat.csv
3568,984636,88325.95797052914,58177.5,280567.05,547983.94,107450.5196592363,100.0,99.31,5972,target_rps100.00_iter02_rps99.31_lat.csv
3492,2567389,109009.75171490715,67699.0,347233.99999999994,635744.8399999994,145577.2491352539,100.0,99.62,5977,target_rps100.00_iter03_rps99.62_lat.csv
3795,1451269,178037.89974223307,124730.0,564396.5,882056.6000000002,185857.55256092545,120.0,122.85,7371,target_rps120.00_iter01_rps122.85_lat.csv
3681,1300998,140437.39101610065,97885.0,400923.5,761975.3000000014,147618.95982350947,120.0,123.18,7391,target_rps120.00_iter02_rps123.18_lat.csv
3754,1300195,146171.46901217863,95661.0,450568.899999999,848991.4299999991,159404.61161533496,120.0,123.17,7390,target_rps120.00_iter03_rps123.17_lat.csv
3684,1509424,186759.3479091995,135798.0,549521.7999999999,930924.6399999977,185745.24519762554,140.0,139.5,8370,target_rps140.00_iter01_rps139.50_lat.csv
3698,1723791,187836.55827783063,139064.5,549879.7999999997,818129.7500000007,175233.07478634632,140.0,140.13,8408,target_rps140.00_iter02_rps140.13_lat.csv
3678,1298318,212584.2555648137,157707.0,622295.0,899575.0,194346.81497895464,140.0,140.02,8401,target_rps140.00_iter03_rps140.02_lat.csv
4087,2687284,314828.80887022434,248796.0,805307.9,1098910.4999999993,249163.07145108766,160.0,162.72,9763,target_rps160.00_iter01_rps162.72_lat.csv
3756,1899467,269169.3151049667,207950.0,686516.9999999993,1009383.8800000008,217994.75009569174,160.0,162.75,9765,target_rps160.00_iter02_rps162.75_lat.csv
4110,1645533,279178.61879139073,212967.5,708568.9500000001,933946.910000001,217203.65357988456,160.0,161.06,9664,target_rps160.00_iter03_rps161.06_lat.csv
3633,1995671,385953.0562819292,346927.0,833210.6000000003,1050927.0000000007,247641.9322362459,180.0,192.48,11549,target_rps180.00_iter01_rps192.48_lat.csv
3894,1898571,457885.4795250153,436711.0,917759.6,1110933.3199999998,274021.7994636981,180.0,190.88,11453,target_rps180.00_iter02_rps190.88_lat.csv
3799,2300285,553821.0786072277,500673.0,1202814.7999999998,1575032.2000000011,346777.97770592157,180.0,189.55,11373,target_rps180.00_iter03_rps189.55_lat.csv
4131,3047930,728751.0691025308,553162.0,1737219.8,1978105.72,538523.6781286659,200.0,192.95,11577,target_rps200.00_iter01_rps192.95_lat.csv
3453,1978436,509884.69743281533,460096.0,1116110.7999999998,1384194.9599999997,320950.8624764066,200.0,194.11,11647,target_rps200.00_iter02_rps194.11_lat.csv
4726,1989066,569527.2652211622,547804.0,1147156.9499999997,1357630.8599999994,317640.5712118197,200.0,192.16,11530,target_rps200.00_iter03_rps192.16_lat.csv
6926,18721084,5583138.749936056,5640492.0,10591364.8,10990382.84,2997316.6621953375,220.0,195.47,11729,target_rps220.00_iter01_rps195.47_lat.csv
4839,14921197,4260026.440599953,4349891.0,7243239.0,7709966.0,1956074.2203438887,220.0,210.01,12601,target_rps220.00_iter02_rps210.01_lat.csv
5359,15773450,5094273.023662384,5126394.5,8450863.2,8830233.34,2265138.70653121,220.0,204.97,12298,target_rps220.00_iter03_rps204.97_lat.csv
4756,17351637,4631104.884986168,3709958.0,8922570.000000002,9549158.359999998,2831813.2204633667,240.0,198.81,11929,target_rps240.00_iter01_rps198.81_lat.csv
4666,17009029,5992169.046628648,7031425.0,9210581.55,9715842.610000001,2706025.931449653,240.0,198.71,11924,target_rps240.00_iter02_rps198.71_lat.csv
5339,17689950,4818355.706503378,4516866.5,8757853.149999999,10088268.620000001,2460818.8244121782,240.0,197.31,11840,target_rps240.00_iter03_rps197.31_lat.csv
