target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,40.00,40.00,40.00,40.00,100.0
60.00,62.50,62.47,62.47,62.48,62.47,62.50,104.1
80.00,83.20,83.10,83.15,83.15,83.10,83.20,103.9
100.00,98.88,99.31,99.62,99.27,98.88,99.62,99.3
120.00,122.85,123.18,123.17,123.07,122.85,123.18,102.6
140.00,139.50,140.13,140.02,139.88,139.50,140.13,99.9
160.00,162.72,162.75,161.06,162.18,161.06,162.75,101.4
180.00,192.48,190.88,189.55,190.97,189.55,192.48,106.1
200.00,192.95,194.11,192.16,193.07,192.16,194.11,96.5
220.00,195.47,210.01,204.97,203.48,195.47,210.01,92.5
240.00,198.81,198.71,197.31,198.28,197.31,198.81,82.6
260.00,191.96,180.45,,186.20,180.45,191.96,71.6

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,198.81,240.00
Max Iter2,210.01,220.00
Max Iter3,204.97,220.00
Overall Max,210.01,220.00
Avg of Max,204.60,
