target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,19.98,20.00,20.00,19.99,19.98,20.00,100.0
40.00,39.90,39.92,39.92,39.91,39.90,39.92,99.8
60.00,62.23,62.25,62.35,62.28,62.23,62.35,103.8
80.00,82.34,82.67,82.47,82.49,82.34,82.67,103.1
100.00,98.68,98.47,98.43,98.53,98.43,98.68,98.5
120.00,122.32,122.28,122.62,122.41,122.28,122.62,102.0
140.00,127.92,128.30,128.16,128.13,127.92,128.30,91.5
160.00,131.23,130.91,123.35,128.50,123.35,131.23,80.3
180.00,131.20,128.40,125.98,128.53,125.98,131.20,71.4
200.00,128.08,126.13,126.75,126.99,126.13,128.08,63.5
220.00,121.03,124.07,121.60,122.23,121.03,124.07,55.6
240.00,120.45,124.82,115.80,120.36,115.80,124.82,50.1
260.00,108.72,112.88,116.14,112.58,108.72,116.14,43.3
280.00,115.83,107.25,114.62,112.57,107.25,115.83,40.2
300.00,110.10,114.10,115.28,113.16,110.10,115.28,37.7
320.00,111.62,108.27,119.12,113.00,108.27,119.12,35.3
340.00,104.93,106.75,110.25,107.31,104.93,110.25,31.6
360.00,102.28,105.74,100.48,102.83,100.48,105.74,28.6
380.00,84.92,91.62,98.68,91.74,84.92,98.68,24.1
400.00,104.78,99.90,89.73,98.14,89.73,104.78,24.5
420.00,102.42,95.33,95.42,97.72,95.33,102.42,23.3
440.00,60.05,79.45,46.30,61.93,46.30,79.45,14.1
460.00,53.68,57.23,98.67,69.86,53.68,98.67,15.2
480.00,40.80,98.28,136.56,91.88,40.80,136.56,19.1
500.00,40.37,120.90,83.98,81.75,40.37,120.90,16.4

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,131.23,160.00
Max Iter2,130.91,160.00
Max Iter3,136.56,480.00
Overall Max,136.56,480.00
Avg of Max,132.90,
