target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,39.99,40.00,39.99,40.00,100.0
60.00,62.45,62.47,62.50,62.47,62.45,62.50,104.1
80.00,83.30,83.12,83.22,83.21,83.12,83.30,104.0
100.00,99.82,99.75,99.78,99.78,99.75,99.82,99.8
120.00,123.90,124.05,123.76,123.90,123.76,124.05,103.3
140.00,141.35,141.35,141.13,141.28,141.13,141.35,100.9
160.00,163.88,164.26,163.50,163.88,163.50,164.26,102.4
180.00,194.86,194.91,193.78,194.52,193.78,194.91,108.1
200.00,195.56,194.90,195.18,195.21,194.90,195.56,97.6
220.00,237.61,236.83,237.66,237.37,236.83,237.66,107.9
240.00,235.86,237.73,237.11,236.90,235.86,237.73,98.7
260.00,304.55,304.17,304.58,304.43,304.17,304.58,117.1
280.00,305.09,303.40,301.72,303.40,301.72,305.09,108.4
300.00,302.12,302.25,303.62,302.66,302.12,303.62,100.9
320.00,304.60,304.60,303.78,304.33,303.78,304.60,95.1
340.00,420.33,424.45,426.03,423.60,420.33,426.03,124.6
360.00,430.25,421.78,428.66,426.90,421.78,430.25,118.6
380.00,420.42,429.34,424.26,424.67,420.42,429.34,111.8
400.00,426.15,426.04,425.13,425.77,425.13,426.15,106.4
420.00,425.92,425.65,426.50,426.02,425.65,426.50,101.4
440.00,424.50,425.18,424.67,424.78,424.50,425.18,96.5
460.00,422.85,431.35,425.58,426.59,422.85,431.35,92.7
480.00,422.78,421.00,419.15,420.98,419.15,422.78,87.7
500.00,420.93,,,420.93,420.93,420.93,84.2

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,430.25,360.00
Max Iter2,431.35,460.00
Max Iter3,428.66,360.00
Overall Max,431.35,460.00
Avg of Max,430.09,
