min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
5671,337575,10709.6625,7498.0,14288.499999999998,83206.49999999959,22661.239001179827,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
5334,131770,8348.0925,7239.5,12263.8,29753.539999999997,6870.587233437699,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
5356,313622,8997.596666666666,7335.5,12566.8,24868.10999999999,13630.207159919551,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
5011,293806,8503.235416666666,6910.0,12909.149999999983,36116.38999999994,11383.70568989564,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
5171,310990,8409.100833333334,7055.5,13069.249999999998,32284.089999999902,9248.269495640756,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
5014,480160,9744.39,6941.0,13460.499999999975,56264.379999999874,23280.87540995255,40.0,39.99,2400,target_rps40.00_iter03_rps39.99_lat.csv
4879,1057794,11813.781425140112,6958.0,15867.399999999998,80991.7399999998,48685.288371206756,60.0,62.45,3747,target_rps60.00_iter01_rps62.45_lat.csv
4705,588624,10109.394877267876,6809.5,14544.449999999988,79638.06999999976,24370.62783286207,60.0,62.47,3748,target_rps60.00_iter02_rps62.47_lat.csv
4753,328293,9034.0632,6771.5,14257.349999999962,70838.51999999989,14091.259994857535,60.0,62.5,3750,target_rps60.00_iter03_rps62.50_lat.csv
4609,420158,8690.927370948379,6607.0,13060.89999999999,49247.91999999973,15999.693952721704,80.0,83.3,4998,target_rps80.00_iter01_rps83.30_lat.csv
4687,609207,9619.913174253057,6932.0,16761.5,55208.12000000004,19499.54573416164,80.0,83.12,4987,target_rps80.00_iter02_rps83.12_lat.csv
4677,344025,9033.937512517525,6985.0,15396.399999999994,55024.11999999995,12428.125003686233,80.0,83.22,4993,target_rps80.00_iter03_rps83.22_lat.csv
4452,689141,12062.928869594256,6653.0,17967.599999999988,162198.79999999993,34214.83112393643,100.0,99.82,5989,target_rps100.00_iter01_rps99.82_lat.csv
4634,649517,11064.159565580618,6646.0,18336.80000000002,116647.83999999997,28395.046906079097,100.0,99.75,5985,target_rps100.00_iter02_rps99.75_lat.csv
4631,653516,11431.503090028395,6953.0,18625.09999999999,114838.30000000008,28978.512302985,100.0,99.78,5987,target_rps100.00_iter03_rps99.78_lat.csv
4252,1076683,14660.122276029057,6818.0,28384.14999999994,197701.37000000023,46450.7857658625,120.0,123.9,7434,target_rps120.00_iter01_rps123.90_lat.csv
4449,933242,16649.36423485154,6742.0,43088.79999999995,273015.5799999996,49692.96064018622,120.0,124.05,7443,target_rps120.00_iter02_rps124.05_lat.csv
4327,1139886,15228.678201157938,7067.0,25700.699999999986,223451.87999999974,51599.83365974478,120.0,123.76,7427,target_rps120.00_iter03_rps123.76_lat.csv
4371,500202,15053.605353142319,7029.0,48071.0,193645.60000000015,34342.078678432954,140.0,141.35,8481,target_rps140.00_iter01_rps141.35_lat.csv
4454,1378035,19621.834335573636,7006.0,56917.0,304239.40000000066,67781.67421814623,140.0,141.35,8481,target_rps140.00_iter02_rps141.35_lat.csv
4206,976567,16454.770547945205,6981.0,50891.44999999996,217746.01999999984,47642.03511391103,140.0,141.13,8468,target_rps140.00_iter03_rps141.13_lat.csv
4082,1545713,18729.75681448332,7151.5,50331.749999999985,265727.4900000001,70310.75849928854,160.0,163.88,9832,target_rps160.00_iter01_rps163.88_lat.csv
4369,887992,17763.126420454544,7177.0,61420.5,249148.20000000054,48460.085996108704,160.0,164.26,9856,target_rps160.00_iter02_rps164.26_lat.csv
4185,840752,21991.771661569826,7529.0,95531.0,305231.1599999999,54027.328340591404,160.0,163.5,9810,target_rps160.00_iter03_rps163.50_lat.csv
4176,946345,36848.84587752309,10361.5,155718.99999999994,386648.55000000005,74813.03618184928,180.0,194.86,11692,target_rps180.00_iter01_rps194.86_lat.csv
4200,718842,29755.8835499316,9006.5,128133.0,290650.29999999964,57526.163137428804,180.0,194.91,11696,target_rps180.00_iter02_rps194.91_lat.csv
4215,750802,31804.682205212008,9568.0,132790.09999999992,347132.93999999965,64041.868485008046,180.0,193.78,11627,target_rps180.00_iter03_rps193.78_lat.csv
4171,951880,26967.718425089482,8647.5,108496.65000000001,308280.71000000014,57560.06106328834,200.0,195.56,11734,target_rps200.00_iter01_rps195.56_lat.csv
4388,1697865,36173.00470326663,9852.5,154360.40000000008,366853.1899999999,75850.12075317217,200.0,194.9,11694,target_rps200.00_iter02_rps194.90_lat.csv
4240,1094148,30748.937750832552,9482.0,125113.0,299683.49999999994,64221.568801523405,200.0,195.18,11711,target_rps200.00_iter03_rps195.18_lat.csv
4311,1079263,58431.136494353654,33187.0,189185.59999999992,432219.20000000356,83169.18158061213,220.0,237.61,14257,target_rps220.00_iter01_rps237.61_lat.csv
4413,884209,57039.55376495426,31618.0,195411.54999999984,400299.0499999997,77467.55134557345,220.0,236.83,14210,target_rps220.00_iter02_rps236.83_lat.csv
4262,819019,55360.35631136045,32330.0,180410.0999999999,376979.57999999996,73143.76492004444,220.0,237.66,14260,target_rps220.00_iter03_rps237.66_lat.csv
4239,1420066,58764.136023176936,30056.5,193499.4499999993,473639.3599999999,95946.97679011436,240.0,235.86,14152,target_rps240.00_iter01_rps235.86_lat.csv
4267,787236,56178.74614413909,32827.5,181353.6499999999,401819.76999999996,75518.24409539225,240.0,237.73,14264,target_rps240.00_iter02_rps237.73_lat.csv
4278,1059610,57259.635622408096,33009.0,189699.19999999995,380462.75999999983,73978.28540017425,240.0,237.11,14227,target_rps240.00_iter03_rps237.11_lat.csv
3987,1652484,89090.81601269633,60547.0,272829.3999999999,546264.48,103279.30611222237,260.0,304.55,18273,target_rps260.00_iter01_rps304.55_lat.csv
4399,1220757,81392.43643835616,57556.5,228396.05,470121.69999999925,93489.95748476674,260.0,304.17,18250,target_rps260.00_iter02_rps304.17_lat.csv
4398,862819,78002.11846785225,58893.0,212162.3999999999,368691.85999999964,74397.35188247894,260.0,304.58,18275,target_rps260.00_iter03_rps304.58_lat.csv
4494,1219332,88915.93510678975,61248.0,264981.60000000003,558434.0399999999,107052.5083127275,280.0,305.09,18307,target_rps280.00_iter01_rps305.09_lat.csv
4045,1225365,87629.09234234234,62710.0,251561.74999999997,490227.2100000011,94040.67840405145,280.0,303.4,18204,target_rps280.00_iter02_rps303.40_lat.csv
4298,1102262,85189.7771087665,60716.0,245282.4999999989,495271.1799999997,96326.06920669442,280.0,301.72,18103,target_rps280.00_iter03_rps301.72_lat.csv
4331,1826444,87653.93859987863,62218.0,260972.90000000034,492376.32,97404.28219721702,300.0,302.12,18127,target_rps300.00_iter01_rps302.12_lat.csv
4227,1183207,87707.0523848911,61545.0,258398.39999999997,513525.72,97431.63747013231,300.0,302.25,18135,target_rps300.00_iter02_rps302.25_lat.csv
4394,964396,82837.94367898117,61622.0,222465.00000000006,425920.5600000004,83358.86026588321,300.0,303.62,18217,target_rps300.00_iter03_rps303.62_lat.csv
4219,1303639,86459.7430791115,62113.5,246721.8499999996,445379.0699999999,93515.01006149368,320.0,304.6,18278,target_rps320.00_iter01_rps304.60_lat.csv
4224,796581,85013.14193477786,61238.5,250575.75,455058.5,87452.76850355267,320.0,304.6,18276,target_rps320.00_iter02_rps304.60_lat.csv
4224,956692,81813.24858726066,60332.0,227793.20000000004,412901.8200000013,83454.0930642857,320.0,303.78,18227,target_rps320.00_iter03_rps303.78_lat.csv
4679,1330727,129522.5792624901,97632.5,337043.34999999986,589611.1300000015,113750.25968258505,340.0,420.33,25220,target_rps340.00_iter01_rps420.33_lat.csv
4402,1476889,121341.98606203377,92700.0,311143.39999999956,502451.0800000009,103311.44968942345,340.0,424.45,25470,target_rps340.00_iter02_rps424.45_lat.csv
4487,1579795,129746.38412487286,98974.5,340650.5999999999,580839.1199999998,110995.12011340063,340.0,426.03,25562,target_rps340.00_iter03_rps426.03_lat.csv
4418,1140748,122854.24667828782,94740.0,315076.19999999995,515234.70000000065,100790.76594584828,360.0,430.25,25815,target_rps360.00_iter01_rps430.25_lat.csv
4518,1399791,131775.25821874506,97570.5,356929.89999999997,599727.44,119147.89739416717,360.0,421.78,25308,target_rps360.00_iter02_rps421.78_lat.csv
4531,1318417,128098.76885692068,96038.0,349619.94999999984,561883.1700000006,112580.61243478008,360.0,428.66,25720,target_rps360.00_iter03_rps428.66_lat.csv
4304,1669527,118575.71791009276,93208.0,287405.0,482750.25,98698.87108694353,380.0,420.42,25226,target_rps380.00_iter01_rps420.42_lat.csv
4694,2829600,121312.80506928542,92101.0,316191.2999999994,541943.9200000002,105893.98531064256,380.0,429.34,25763,target_rps380.00_iter02_rps429.34_lat.csv
4557,1857047,130564.155287555,94153.5,362670.5,625556.2500000002,130948.85386794875,380.0,424.26,25456,target_rps380.00_iter03_rps424.26_lat.csv
4541,1576890,134223.80366850484,102800.0,363297.8,557047.32,115692.86200609569,400.0,426.15,25569,target_rps400.00_iter01_rps426.15_lat.csv
4107,1889255,121506.97559067438,90062.0,317046.8999999997,573036.6199999995,119103.28044364453,400.0,426.04,25564,target_rps400.00_iter02_rps426.04_lat.csv
4530,998867,122538.07138936804,93405.5,325464.5499999999,548863.9900000001,103741.56985166378,400.0,425.13,25508,target_rps400.00_iter03_rps425.13_lat.csv
4592,1782182,133884.06491372228,98861.0,367660.8,614131.0399999993,121370.39326832475,420.0,425.92,25557,target_rps420.00_iter01_rps425.92_lat.csv
4383,1564000,127993.0673871334,95177.0,330969.7,635257.6799999997,124677.84019085027,420.0,425.65,25539,target_rps420.00_iter02_rps425.65_lat.csv
4168,1429996,140194.12489253614,102880.5,383050.2499999999,673558.33,129619.45137101188,420.0,426.5,25590,target_rps420.00_iter03_rps426.50_lat.csv
4474,1263548,117113.33258735767,90201.5,291592.4,468709.6000000003,98246.10113285879,440.0,424.5,25470,target_rps440.00_iter01_rps424.50_lat.csv
4883,1363900,127048.70165810827,97247.0,334605.5,515781.9,105972.63323729933,440.0,425.18,25511,target_rps440.00_iter02_rps425.18_lat.csv
