target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.98,39.98,40.00,39.99,39.98,40.00,100.0
60.00,62.47,62.50,62.45,62.47,62.45,62.50,104.1
80.00,83.15,83.07,82.97,83.06,82.97,83.15,103.8
100.00,99.78,99.68,99.75,99.74,99.68,99.78,99.7
120.00,124.03,124.15,123.68,123.95,123.68,124.15,103.3
140.00,140.81,141.52,141.08,141.14,140.81,141.52,100.8
160.00,162.68,164.48,163.66,163.61,162.68,164.48,102.3
180.00,193.24,193.45,195.09,193.93,193.24,195.09,107.7
200.00,195.82,195.40,193.37,194.86,193.37,195.82,97.4
220.00,237.65,236.70,240.08,238.14,236.70,240.08,108.2
240.00,240.46,239.81,239.87,240.05,239.81,240.46,100.0
260.00,308.75,307.65,307.75,308.05,307.65,308.75,118.5
280.00,309.89,311.43,309.43,310.25,309.43,311.43,110.8
300.00,310.08,312.12,311.69,311.30,310.08,312.12,103.8
320.00,311.50,311.07,310.31,310.96,310.31,311.50,97.2
340.00,416.45,420.11,403.23,413.26,403.23,420.11,121.5
360.00,395.58,410.82,406.27,404.22,395.58,410.82,112.3
380.00,393.80,383.13,407.06,394.66,383.13,407.06,103.9
400.00,399.22,403.52,410.47,404.40,399.22,410.47,101.1
420.00,401.75,398.77,393.95,398.16,393.95,401.75,94.8
440.00,408.11,396.57,401.60,402.09,396.57,408.11,91.4
460.00,397.82,397.73,404.98,400.18,397.73,404.98,87.0
480.00,425.52,403.57,421.73,416.94,403.57,425.52,86.9
500.00,403.93,409.83,407.32,407.03,403.93,409.83,81.4
520.00,256.98,,,256.98,256.98,256.98,49.4

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,425.52,480.00
Max Iter2,420.11,340.00
Max Iter3,421.73,480.00
Overall Max,425.52,480.00
Avg of Max,422.45,
