target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,39.98,40.00,40.00,39.99,39.98,40.00,100.0
60.00,62.40,62.35,62.50,62.42,62.35,62.50,104.0
80.00,83.25,83.22,83.22,83.23,83.22,83.25,104.0
100.00,99.58,99.72,99.28,99.53,99.28,99.72,99.5
120.00,122.98,124.03,124.13,123.71,122.98,124.13,103.1
140.00,141.61,141.20,139.90,140.90,139.90,141.61,100.6
160.00,161.13,162.01,161.57,161.57,161.13,162.01,101.0
180.00,193.45,193.80,191.52,192.92,191.52,193.80,107.2
200.00,193.31,194.93,192.98,193.74,192.98,194.93,96.9
220.00,232.31,233.98,233.81,233.37,232.31,233.98,106.1
240.00,235.32,237.04,237.48,236.61,235.32,237.48,98.6
260.00,304.27,304.55,304.08,304.30,304.08,304.55,117.0
280.00,306.05,303.22,302.20,303.82,302.20,306.05,108.5
300.00,308.87,304.77,301.38,305.01,301.38,308.87,101.7
320.00,301.98,301.83,303.32,302.38,301.83,303.32,94.5
340.00,372.13,362.88,371.42,368.81,362.88,372.13,108.5
360.00,350.60,341.23,367.10,352.98,341.23,367.10,98.0
380.00,357.22,354.93,361.78,357.98,354.93,361.78,94.2
400.00,352.81,358.57,356.37,355.92,352.81,358.57,89.0
420.00,345.41,,,345.41,345.41,345.41,82.2

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,372.13,340.00
Max Iter2,362.88,340.00
Max Iter3,371.42,340.00
Overall Max,372.13,340.00
Avg of Max,368.81,
