target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,40.00,40.00,40.00,40.00,100.0
60.00,62.33,62.47,62.45,62.42,62.33,62.47,104.0
80.00,83.25,83.20,83.13,83.19,83.13,83.25,104.0
100.00,99.32,99.58,99.70,99.53,99.32,99.70,99.5
120.00,123.95,124.52,124.28,124.25,123.95,124.52,103.5
140.00,141.48,141.22,141.70,141.47,141.22,141.70,101.0
160.00,164.85,164.91,164.53,164.76,164.53,164.91,103.0
180.00,196.60,195.91,195.98,196.16,195.91,196.60,109.0
200.00,195.78,195.06,195.96,195.60,195.06,195.96,97.8
220.00,240.22,240.97,240.27,240.49,240.22,240.97,109.3
240.00,239.85,240.32,239.50,239.89,239.50,240.32,100.0
260.00,306.67,312.02,310.73,309.81,306.67,312.02,119.2
280.00,309.90,309.17,307.27,308.78,307.27,309.90,110.3
300.00,307.77,311.20,305.41,308.13,305.41,311.20,102.7
320.00,310.43,305.35,308.53,308.10,305.35,310.43,96.3
340.00,440.35,440.73,444.14,441.74,440.35,444.14,129.9
360.00,434.87,440.95,439.76,438.53,434.87,440.95,121.8
380.00,437.82,438.65,438.13,438.20,437.82,438.65,115.3
400.00,437.43,434.78,442.35,438.19,434.78,442.35,109.5
420.00,443.25,444.93,439.80,442.66,439.80,444.93,105.4
440.00,438.23,443.80,438.88,440.30,438.23,443.80,100.1
460.00,440.95,446.09,442.34,443.13,440.95,446.09,96.3
480.00,442.82,441.68,442.28,442.26,441.68,442.82,92.1
500.00,441.08,434.63,440.42,438.71,434.63,441.08,87.7
520.00,653.07,639.12,632.57,641.59,632.57,653.07,123.4
540.00,638.84,647.55,643.14,643.18,638.84,647.55,119.1
560.00,640.83,634.80,638.41,638.01,634.80,640.83,113.9
580.00,638.89,634.15,642.90,638.65,634.15,642.90,110.1
600.00,641.87,643.02,634.49,639.79,634.49,643.02,106.6
620.00,658.45,637.80,637.06,644.44,637.06,658.45,103.9
640.00,641.93,649.94,638.40,643.42,638.40,649.94,100.5
660.00,637.01,645.37,639.57,640.65,637.01,645.37,97.1
680.00,621.95,627.32,628.40,625.89,621.95,628.40,92.0
700.00,631.09,632.53,642.54,635.39,631.09,642.54,90.8
720.00,639.53,627.47,642.67,636.56,627.47,642.67,88.4
740.00,637.94,634.72,637.38,636.68,634.72,637.94,86.0
760.00,655.28,642.27,,648.77,642.27,655.28,85.4

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,658.45,620.00
Max Iter2,649.94,640.00
Max Iter3,643.14,540.00
Overall Max,658.45,620.00
Avg of Max,650.51,
