run,run_label,target_rps,min_mean,min_std,min_min,min_max,max_mean,max_std,max_min,max_max,average_mean,average_std,average_min,average_max,median_mean,median_std,median_min,median_max,p95_mean,p95_std,p95_min,p95_max,p99_mean,p99_std,p99_min,p99_max,std_mean,std_std,std_min,std_max,throughput_rps_mean,throughput_rps_std,throughput_rps_min,throughput_rps_max,total_requests_mean,total_requests_std,total_requests_min,total_requests_max
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,227.76666666666668,3923.0,,3923,3923,353480.0,,353480,353480,37941.63705546612,,37941.63705546612,37941.63705546612,32537.5,,32537.5,32537.5,85701.5,,85701.5,85701.5,122873.30000000012,,122873.30000000012,122873.30000000012,26715.579454090406,,26715.579454090406,26715.579454090406,227.76666666666668,,227.76666666666668,227.76666666666668,13666.0,,13666,13666
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,228.21666666666667,3708.0,,3708,3708,230348.0,,230348,230348,38723.44278098299,,38723.44278098299,38723.44278098299,34493.0,,34493.0,34493.0,83582.2,,83582.2,83582.2,112210.96,,112210.96,112210.96,24223.20922218744,,24223.20922218744,24223.20922218744,228.21666666666667,,228.21666666666667,228.21666666666667,13693.0,,13693,13693
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,229.8,4085.0,,4085,4085,232072.0,,232072,232072,41095.54300841312,,41095.54300841312,41095.54300841312,36255.0,,36255.0,36255.0,91279.8,,91279.8,91279.8,130184.4099999998,,130184.4099999998,130184.4099999998,27421.25067685948,,27421.25067685948,27421.25067685948,229.8,,229.8,229.8,13788.0,,13788,13788
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,230.2333333333333,3602.0,,3602,3602,301140.0,,301140,301140,38962.69168959027,,38962.69168959027,38962.69168959027,32023.5,,32023.5,32023.5,93454.44999999998,,93454.44999999998,93454.44999999998,146437.83999999997,,146437.83999999997,146437.83999999997,30565.25137022001,,30565.25137022001,30565.25137022001,230.2333333333333,,230.2333333333333,230.2333333333333,13814.0,,13814,13814
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,231.55,3685.0,,3685,3685,225511.0,,225511,225511,37066.1214280573,,37066.1214280573,37066.1214280573,31818.0,,31818.0,31818.0,84758.4,,84758.4,84758.4,120761.24,,120761.24,120761.24,25776.2729441766,,25776.2729441766,25776.2729441766,231.55,,231.55,231.55,13893.0,,13893,13893
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,231.7333333333333,3519.0,,3519,3519,200728.0,,200728,200728,36733.91808112773,,36733.91808112773,36733.91808112773,31577.5,,31577.5,31577.5,85703.74999999997,,85703.74999999997,85703.74999999997,114992.21999999991,,114992.21999999991,114992.21999999991,25614.159377439955,,25614.159377439955,25614.159377439955,231.7333333333333,,231.7333333333333,231.7333333333333,13904.0,,13904,13904
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,247.6833333333333,4848.0,,4848,4848,336867.0,,336867,336867,55828.43543503129,,55828.43543503129,55828.43543503129,49871.0,,49871.0,49871.0,117341.0,,117341.0,117341.0,167124.8,,167124.8,167124.8,33511.38020562372,,33511.38020562372,33511.38020562372,247.6833333333333,,247.6833333333333,247.6833333333333,14861.0,,14861,14861
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,249.35,4145.0,,4145,4145,313868.0,,313868,313868,49734.7622485128,,49734.7622485128,49734.7622485128,44443.0,,44443.0,44443.0,106032.0,,106032.0,106032.0,146475.19999999995,,146475.19999999995,146475.19999999995,30228.91791519277,,30228.91791519277,30228.91791519277,249.35,,249.35,249.35,14961.0,,14961,14961
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,251.63333333333333,5501.0,,5501,5501,339644.0,,339644,339644,50070.0282156577,,50070.0282156577,50070.0282156577,44356.0,,44356.0,44356.0,105539.14999999998,,105539.14999999998,105539.14999999998,148600.28000000006,,148600.28000000006,148600.28000000006,30381.74491603793,,30381.74491603793,30381.74491603793,251.63333333333333,,251.63333333333333,251.63333333333333,15098.0,,15098,15098
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,253.66666666666663,4148.0,,4148,4148,286781.0,,286781,286781,49561.19198423128,,49561.19198423128,49561.19198423128,43564.5,,43564.5,43564.5,107784.45,,107784.45,107784.45,155798.1299999998,,155798.1299999998,155798.1299999998,32083.71403674955,,32083.71403674955,32083.71403674955,253.66666666666663,,253.66666666666663,253.66666666666663,15220.0,,15220,15220
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,255.7333333333333,4786.0,,4786,4786,566842.0,,566842,566842,53692.13920750782,,53692.13920750782,53692.13920750782,48731.0,,48731.0,48731.0,109756.8,,109756.8,109756.8,150788.65999999997,,150788.65999999997,150788.65999999997,32832.324151476205,,32832.324151476205,32832.324151476205,255.7333333333333,,255.7333333333333,255.7333333333333,15344.0,,15344,15344
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,265.01666666666665,3943.0,,3943,3943,296949.0,,296949,296949,54263.46512797937,,54263.46512797937,54263.46512797937,48164.0,,48164.0,48164.0,117718.0,,117718.0,117718.0,169869.0,,169869.0,169869.0,34545.02590798644,,34545.02590798644,34545.02590798644,265.01666666666665,,265.01666666666665,265.01666666666665,15901.0,,15901,15901
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,277.6166666666667,4646.0,,4646,4646,396389.0,,396389,396389,47045.608092693765,,47045.608092693765,47045.608092693765,40491.0,,40491.0,40491.0,103156.6,,103156.6,103156.6,154756.07999999973,,154756.07999999973,154756.07999999973,33028.384944133555,,33028.384944133555,33028.384944133555,277.6166666666667,,277.6166666666667,277.6166666666667,16657.0,,16657,16657
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,282.5833333333333,4705.0,,4705,4705,470447.0,,470447,470447,52646.06027720437,,52646.06027720437,52646.06027720437,47055.0,,47055.0,47055.0,109118.0,,109118.0,109118.0,166983.53999999916,,166983.53999999916,166983.53999999916,33459.33200410316,,33459.33200410316,33459.33200410316,282.5833333333333,,282.5833333333333,282.5833333333333,16955.0,,16955,16955
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,282.9,5280.0,,5280,5280,302082.0,,302082,302082,52621.35212678213,,52621.35212678213,52621.35212678213,47280.0,,47280.0,47280.0,109337.8,,109337.8,109337.8,149652.88,,149652.88,149652.88,30446.61781620796,,30446.61781620796,30446.61781620796,282.9,,282.9,282.9,16974.0,,16974,16974
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,287.8833333333333,4965.0,,4965,4965,310874.0,,310874,310874,51587.53268106293,,51587.53268106293,51587.53268106293,46391.0,,46391.0,46391.0,109463.19999999988,,109463.19999999988,109463.19999999988,152302.7999999999,,152302.7999999999,152302.7999999999,31102.79204276779,,31102.79204276779,31102.79204276779,287.8833333333333,,287.8833333333333,287.8833333333333,17273.0,,17273,17273
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,288.6166666666667,4251.0,,4251,4251,347006.0,,347006,347006,47176.27019691632,,47176.27019691632,47176.27019691632,41910.0,,41910.0,41910.0,101561.80000000005,,101561.80000000005,101561.80000000005,140547.04,,140547.04,140547.04,30124.811622928024,,30124.811622928024,30124.811622928024,288.6166666666667,,288.6166666666667,288.6166666666667,17317.0,,17317,17317
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,288.75,4684.0,,4684,4684,304621.0,,304621,304621,46147.724733044735,,46147.724733044735,46147.724733044735,40987.0,,40987.0,40987.0,97810.59999999998,,97810.59999999998,97810.59999999998,136860.31999999966,,136860.31999999966,136860.31999999966,28945.492331726156,,28945.492331726156,28945.492331726156,288.75,,288.75,288.75,17325.0,,17325,17325
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,290.03333333333336,5116.0,,5116,5116,343130.0,,343130,343130,75219.85449948281,,75219.85449948281,75219.85449948281,67752.0,,67752.0,67752.0,152785.70000000004,,152785.70000000004,152785.70000000004,208049.45000000077,,208049.45000000077,208049.45000000077,41239.85849725147,,41239.85849725147,41239.85849725147,290.03333333333336,,290.03333333333336,290.03333333333336,17402.0,,17402,17402
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,292.51666666666665,7199.0,,7199,7199,339052.0,,339052,339052,77700.6593926272,,77700.6593926272,77700.6593926272,70354.0,,70354.0,70354.0,156187.0,,156187.0,156187.0,209357.5,,209357.5,209357.5,41730.37486250815,,41730.37486250815,41730.37486250815,292.51666666666665,,292.51666666666665,292.51666666666665,17551.0,,17551,17551
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,294.71666666666664,5501.0,,5501,5501,419306.0,,419306,419306,74134.4877000509,,74134.4877000509,74134.4877000509,65759.0,,65759.0,65759.0,155087.79999999976,,155087.79999999976,155087.79999999976,212645.8,,212645.8,212645.8,43299.940015141205,,43299.940015141205,43299.940015141205,294.71666666666664,,294.71666666666664,294.71666666666664,17683.0,,17683,17683
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,296.93333333333334,4697.0,,4697,4697,438631.0,,438631,438631,76661.98231926358,,76661.98231926358,76661.98231926358,69910.5,,69910.5,69910.5,151147.25,,151147.25,151147.25,207163.94999999923,,207163.94999999923,207163.94999999923,40735.07782546858,,40735.07782546858,40735.07782546858,296.93333333333334,,296.93333333333334,296.93333333333334,17816.0,,17816,17816
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,299.28333333333336,6028.0,,6028,6028,424555.0,,424555,424555,77527.4011805981,,77527.4011805981,77527.4011805981,69961.0,,69961.0,69961.0,156709.2,,156709.2,156709.2,221457.48,,221457.48,221457.48,43320.19144594712,,43320.19144594712,43320.19144594712,299.28333333333336,,299.28333333333336,299.28333333333336,17957.0,,17957,17957
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,299.46666666666664,4372.0,,4372,4372,772092.0,,772092,772092,77417.1465382903,,77417.1465382903,77417.1465382903,67086.0,,67086.0,67086.0,161909.79999999987,,161909.79999999987,161909.79999999987,264683.81999999954,,264683.81999999954,264683.81999999954,51796.08447771913,,51796.08447771913,51796.08447771913,299.46666666666664,,299.46666666666664,299.46666666666664,17968.0,,17968,17968
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,300.76666666666665,5516.0,,5516,5516,430876.0,,430876,430876,74647.42131220215,,74647.42131220215,74647.42131220215,66649.5,,66649.5,66649.5,153819.25,,153819.25,153819.25,218271.19999999975,,218271.19999999975,218271.19999999975,43392.68115048901,,43392.68115048901,43392.68115048901,300.76666666666665,,300.76666666666665,300.76666666666665,18046.0,,18046,18046
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,302.0,5987.0,,5987,5987,458939.0,,458939,458939,76452.30176600441,,76452.30176600441,76452.30176600441,69184.5,,69184.5,69184.5,153497.2499999999,,153497.2499999999,153497.2499999999,212673.76000000024,,212673.76000000024,212673.76000000024,42892.12104410224,,42892.12104410224,42892.12104410224,302.0,,302.0,302.0,18120.0,,18120,18120
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,302.43333333333334,6541.0,,6541,6541,489857.0,,489857,489857,78305.19684779015,,78305.19684779015,78305.19684779015,69542.5,,69542.5,69542.5,160552.0,,160552.0,160552.0,229029.54999999976,,229029.54999999976,229029.54999999976,44619.50780710434,,44619.50780710434,44619.50780710434,302.43333333333334,,302.43333333333334,302.43333333333334,18146.0,,18146,18146
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,302.93333333333334,5537.0,,5537,5537,845589.0,,845589,845589,73581.49801936619,,73581.49801936619,73581.49801936619,64912.5,,64912.5,64912.5,151305.25,,151305.25,151305.25,223241.25,,223241.25,223241.25,47630.59081993147,,47630.59081993147,47630.59081993147,302.93333333333334,,302.93333333333334,302.93333333333334,18176.0,,18176,18176
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,303.4,5475.0,,5475,5475,383672.0,,383672,383672,78695.82630191167,,78695.82630191167,78695.82630191167,71714.0,,71714.0,71714.0,160798.4,,160798.4,160798.4,213335.89000000028,,213335.89000000028,213335.89000000028,43936.44147674027,,43936.44147674027,43936.44147674027,303.4,,303.4,303.4,18204.0,,18204,18204
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,303.71666666666664,4964.0,,4964,4964,396632.0,,396632,396632,77315.8250013719,,77315.8250013719,77315.8250013719,69269.0,,69269.0,69269.0,157778.5999999998,,157778.5999999998,157778.5999999998,215739.58,,215739.58,215739.58,43245.27986252144,,43245.27986252144,43245.27986252144,303.71666666666664,,303.71666666666664,303.71666666666664,18223.0,,18223,18223
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,303.96666666666664,5503.0,,5503,5503,574073.0,,574073,574073,78501.45295536792,,78501.45295536792,78501.45295536792,71177.0,,71177.0,71177.0,155259.34999999995,,155259.34999999995,155259.34999999995,221054.76000000013,,221054.76000000013,221054.76000000013,42989.033395081125,,42989.033395081125,42989.033395081125,303.96666666666664,,303.96666666666664,303.96666666666664,18238.0,,18238,18238
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,304.6666666666667,6060.0,,6060,6060,397950.0,,397950,397950,70441.2737964989,,70441.2737964989,70441.2737964989,63237.0,,63237.0,63237.0,143664.29999999996,,143664.29999999996,143664.29999999996,196936.3699999999,,196936.3699999999,196936.3699999999,39084.16261224441,,39084.16261224441,39084.16261224441,304.6666666666667,,304.6666666666667,304.6666666666667,18280.0,,18280,18280
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,304.7333333333333,4526.0,,4526,4526,438153.0,,438153,438153,71786.3393130606,,71786.3393130606,71786.3393130606,63223.0,,63223.0,63223.0,153231.7499999999,,153231.7499999999,153231.7499999999,225444.1999999992,,225444.1999999992,225444.1999999992,43825.91883462242,,43825.91883462242,43825.91883462242,304.7333333333333,,304.7333333333333,304.7333333333333,18284.0,,18284,18284
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,305.28333333333336,5482.0,,5482,5482,367685.0,,367685,367685,71160.17797674291,,71160.17797674291,71160.17797674291,63294.0,,63294.0,63294.0,149843.00000000003,,149843.00000000003,149843.00000000003,215239.12000000005,,215239.12000000005,215239.12000000005,42526.47782516973,,42526.47782516973,42526.47782516973,305.28333333333336,,305.28333333333336,305.28333333333336,18317.0,,18317,18317
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,306.15,4725.0,,4725,4725,424298.0,,424298,424298,71683.27197996624,,71683.27197996624,71683.27197996624,64617.0,,64617.0,64617.0,147272.0,,147272.0,147272.0,199756.96,,199756.96,199756.96,40378.141107926895,,40378.141107926895,40378.141107926895,306.15,,306.15,306.15,18369.0,,18369,18369
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,306.8,5027.0,,5027,5027,355565.0,,355565,355565,73439.74934810952,,73439.74934810952,73439.74934810952,65844.0,,65844.0,65844.0,152266.49999999994,,152266.49999999994,152266.49999999994,211744.58,,211744.58,211744.58,41520.25422659585,,41520.25422659585,41520.25422659585,306.8,,306.8,306.8,18408.0,,18408,18408
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,309.55,5037.0,,5037,5037,601705.0,,601705,601705,71610.33957895871,,71610.33957895871,71610.33957895871,63052.0,,63052.0,63052.0,150429.0,,150429.0,150429.0,218428.8399999997,,218428.8399999997,218428.8399999997,45591.46988142185,,45591.46988142185,45591.46988142185,309.55,,309.55,309.55,18573.0,,18573,18573
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,310.95,5539.0,,5539,5539,454933.0,,454933,454933,70176.3039609798,,70176.3039609798,70176.3039609798,62740.0,,62740.0,62740.0,145477.60000000003,,145477.60000000003,145477.60000000003,204318.27999999988,,204318.27999999988,204318.27999999988,40776.45996827672,,40776.45996827672,40776.45996827672,310.95,,310.95,310.95,18657.0,,18657,18657
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,310.96666666666664,4440.0,,4440,4440,490835.0,,490835,490835,72215.45669417945,,72215.45669417945,72215.45669417945,65529.5,,65529.5,65529.5,148704.69999999995,,148704.69999999995,148704.69999999995,196551.97000000003,,196551.97000000003,196551.97000000003,41052.510487225474,,41052.510487225474,41052.510487225474,310.96666666666664,,310.96666666666664,310.96666666666664,18658.0,,18658,18658
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,312.71666666666664,5332.0,,5332,5332,404686.0,,404686,404686,67240.51345733624,,67240.51345733624,67240.51345733624,60746.0,,60746.0,60746.0,136266.69999999998,,136266.69999999998,136266.69999999998,183089.4000000002,,183089.4000000002,183089.4000000002,38292.85200732011,,38292.85200732011,38292.85200732011,312.71666666666664,,312.71666666666664,312.71666666666664,18763.0,,18763,18763
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,313.2,4594.0,,4594,4594,313671.0,,313671,313671,70368.71408045977,,70368.71408045977,70368.71408045977,63327.0,,63327.0,63327.0,145623.3500000001,,145623.3500000001,145623.3500000001,201007.94,,201007.94,201007.94,39951.29272936858,,39951.29272936858,39951.29272936858,313.2,,313.2,313.2,18792.0,,18792,18792
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,313.25,5372.0,,5372,5372,608145.0,,608145,608145,73914.04410747539,,73914.04410747539,73914.04410747539,64216.0,,64216.0,64216.0,152634.2,,152634.2,152634.2,274036.0400000003,,274036.0400000003,274036.0400000003,49131.294858039146,,49131.294858039146,49131.294858039146,313.25,,313.25,313.25,18795.0,,18795,18795
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,316.25,4443.0,,4443,4443,350736.0,,350736,350736,66074.85465085639,,66074.85465085639,66074.85465085639,58753.0,,58753.0,58753.0,138361.0,,138361.0,138361.0,190359.9999999996,,190359.9999999996,190359.9999999996,38524.66892258914,,38524.66892258914,38524.66892258914,316.25,,316.25,316.25,18975.0,,18975,18975
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,316.6666666666667,5066.0,,5066,5066,486129.0,,486129,486129,69457.81394736843,,69457.81394736843,69457.81394736843,61558.0,,61558.0,61558.0,145139.94999999998,,145139.94999999998,145139.94999999998,217745.40999999997,,217745.40999999997,217745.40999999997,44566.03262494248,,44566.03262494248,44566.03262494248,316.6666666666667,,316.6666666666667,316.6666666666667,19000.0,,19000,19000
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,318.3,5285.0,,5285,5285,397075.0,,397075,397075,71462.36286522148,,71462.36286522148,71462.36286522148,62900.0,,62900.0,62900.0,153587.94999999998,,153587.94999999998,153587.94999999998,221466.86999999985,,221466.86999999985,221466.86999999985,43974.80332841191,,43974.80332841191,43974.80332841191,318.3,,318.3,318.3,19098.0,,19098,19098
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,19.98333333333333,5338.5,853.4778848921628,4735,5942,91669.5,11905.556874837901,83251,100088,24818.31651376147,117.95826758884434,24734.90742285238,24901.72560467056,23925.0,453.96255352176354,23604.0,24246.0,38613.84999999998,1629.2447345319154,37461.79999999999,39765.89999999997,47772.559999999976,2245.1205988097845,46185.019999999975,49360.09999999998,8345.381747267658,554.8617814014032,7953.035219017479,8737.728275517838,19.98333333333333,0.0,19.98333333333333,19.98333333333333,1199.0,0.0,1199,1199
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,20.0,5124.0,,5124,5124,88082.0,,88082,88082,22614.46083333333,,22614.46083333333,22614.46083333333,21963.5,,21963.5,21963.5,36813.3,,36813.3,36813.3,47718.11999999999,,47718.11999999999,47718.11999999999,8821.849021329523,,8821.849021329523,8821.849021329523,20.0,,20.0,20.0,1200.0,,1200,1200
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,39.85,4243.0,,4243,4243,311754.0,,311754,311754,25474.53283145128,,25474.53283145128,25474.53283145128,24073.0,,24073.0,24073.0,47712.5,,47712.5,47712.5,66716.19999999997,,66716.19999999997,66716.19999999997,15123.58837480305,,15123.58837480305,15123.58837480305,39.85,,39.85,39.85,2391.0,,2391,2391
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,39.91666666666666,4440.0,,4440,4440,125165.0,,125165,125165,26103.586221294365,,26103.586221294365,26103.586221294365,24575.0,,24575.0,24575.0,51861.69999999995,,51861.69999999995,51861.69999999995,69415.57999999997,,69415.57999999997,69415.57999999997,14115.76544182941,,14115.76544182941,14115.76544182941,39.91666666666666,,39.91666666666666,39.91666666666666,2395.0,,2395,2395
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,39.95,4648.0,,4648,4648,263629.0,,263629,263629,27494.03796412182,,27494.03796412182,27494.03796412182,26100.0,,26100.0,26100.0,50987.59999999999,,50987.59999999999,50987.59999999999,68649.51999999999,,68649.51999999999,68649.51999999999,15448.393548943235,,15448.393548943235,15448.393548943235,39.95,,39.95,39.95,2397.0,,2397,2397
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,62.13333333333333,4266.0,,4266,4266,143410.0,,143410,143410,26027.74919527897,,26027.74919527897,26027.74919527897,23480.0,,23480.0,23480.0,56321.54999999997,,56321.54999999997,56321.54999999997,81706.03,,81706.03,81706.03,17240.982822142614,,17240.982822142614,17240.982822142614,62.13333333333333,,62.13333333333333,62.13333333333333,3728.0,,3728,3728
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,62.15,3998.0,,3998,3998,674199.0,,674199,674199,26722.633145615448,,26722.633145615448,26722.633145615448,24835.0,,24835.0,24835.0,53317.4,,53317.4,53317.4,73157.72,,73157.72,73157.72,22787.901414334767,,22787.901414334767,22787.901414334767,62.15,,62.15,62.15,3729.0,,3729,3729
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,62.2,4346.0,,4346,4346,159032.0,,159032,159032,29465.93703108253,,29465.93703108253,29465.93703108253,28235.0,,28235.0,28235.0,59337.79999999999,,59337.79999999999,59337.79999999999,79984.58000000002,,79984.58000000002,79984.58000000002,16970.310354369893,,16970.310354369893,16970.310354369893,62.2,,62.2,62.2,3732.0,,3732,3732
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,82.1,4142.0,,4142,4142,167894.0,,167894,167894,27653.01867641088,,27653.01867641088,27653.01867641088,24893.5,,24893.5,24893.5,60751.5,,60751.5,60751.5,82288.0,,82288.0,82288.0,17643.162868606563,,17643.162868606563,17643.162868606563,82.1,,82.1,82.1,4926.0,,4926,4926
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,82.28333333333333,4221.0,,4221,4221,126685.0,,126685,126685,28375.725339274864,,28375.725339274864,28375.725339274864,25839.0,,25839.0,25839.0,61377.79999999999,,61377.79999999999,61377.79999999999,80651.16000000019,,80651.16000000019,80651.16000000019,17811.69585039436,,17811.69585039436,17811.69585039436,82.28333333333333,,82.28333333333333,82.28333333333333,4937.0,,4937,4937
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,82.45,3672.0,,3672,3672,173556.0,,173556,173556,24990.05740853042,,24990.05740853042,24990.05740853042,21576.0,,21576.0,21576.0,56963.99999999999,,56963.99999999999,56963.99999999999,78989.51999999999,,78989.51999999999,78989.51999999999,17238.1510796364,,17238.1510796364,17238.1510796364,82.45,,82.45,82.45,4947.0,,4947,4947
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,97.18333333333334,3437.0,,3437,3437,203303.0,,203303,203303,31205.18984736752,,31205.18984736752,31205.18984736752,27502.0,,27502.0,27502.0,69717.5,,69717.5,69717.5,94005.09999999998,,94005.09999999998,94005.09999999998,20334.559552654504,,20334.559552654504,20334.559552654504,97.18333333333334,,97.18333333333334,97.18333333333334,5831.0,,5831,5831
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,97.63333333333334,3806.0,,3806,3806,176356.0,,176356,176356,29427.33765790372,,29427.33765790372,29427.33765790372,25696.0,,25696.0,25696.0,65904.54999999996,,65904.54999999996,65904.54999999996,90729.94000000008,,90729.94000000008,90729.94000000008,19588.48487378265,,19588.48487378265,19588.48487378265,97.63333333333334,,97.63333333333334,97.63333333333334,5858.0,,5858,5858
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,98.3,3933.0,,3933,3933,154351.0,,154351,154351,27258.691759918616,,27258.691759918616,27258.691759918616,23466.5,,23466.5,23466.5,60560.59999999999,,60560.59999999999,60560.59999999999,82180.84999999995,,82180.84999999995,82180.84999999995,17637.180806914843,,17637.180806914843,17637.180806914843,98.3,,98.3,98.3,5898.0,,5898,5898
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,119.73333333333332,3709.0,,3709,3709,181106.0,,181106,181106,34977.1318207127,,34977.1318207127,34977.1318207127,31442.0,,31442.0,31442.0,76024.39999999994,,76024.39999999994,76024.39999999994,105497.53,,105497.53,105497.53,22141.749273432557,,22141.749273432557,22141.749273432557,119.73333333333332,,119.73333333333332,119.73333333333332,7184.0,,7184,7184
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,119.81666666666666,3765.0,,3765,3765,296518.0,,296518,296518,30429.491027959382,,30429.491027959382,30429.491027959382,25332.0,,25332.0,25332.0,71049.99999999997,,71049.99999999997,71049.99999999997,103498.39999999997,,103498.39999999997,103498.39999999997,21858.75509788607,,21858.75509788607,21858.75509788607,119.81666666666666,,119.81666666666666,119.81666666666666,7189.0,,7189,7189
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,120.31666666666666,3524.0,,3524,3524,178256.0,,178256,178256,33629.64787366671,,33629.64787366671,33629.64787366671,29709.0,,29709.0,29709.0,75327.19999999994,,75327.19999999994,75327.19999999994,103221.56,,103221.56,103221.56,22400.878714907885,,22400.878714907885,22400.878714907885,120.31666666666666,,120.31666666666666,120.31666666666666,7219.0,,7219,7219
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,134.41666666666666,4176.0,,4176,4176,155380.0,,155380,155380,32611.029386236827,,32611.029386236827,32611.029386236827,27181.0,,27181.0,27181.0,74049.19999999995,,74049.19999999995,74049.19999999995,101619.19999999994,,101619.19999999994,101619.19999999994,21375.23661663457,,21375.23661663457,21375.23661663457,134.41666666666666,,134.41666666666666,134.41666666666666,8065.0,,8065,8065
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,134.71666666666667,3857.0,,3857,3857,188883.0,,188883,188883,34349.3772114314,,34349.3772114314,34349.3772114314,29270.0,,29270.0,29270.0,78546.29999999999,,78546.29999999999,78546.29999999999,111985.96000000006,,111985.96000000006,111985.96000000006,23916.10335382709,,23916.10335382709,23916.10335382709,134.71666666666667,,134.71666666666667,134.71666666666667,8083.0,,8083,8083
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,134.75,4688.0,,4688,4688,195367.0,,195367,195367,39635.818552875695,,39635.818552875695,39635.818552875695,35896.0,,35896.0,35896.0,84824.8,,84824.8,84824.8,112877.76,,112877.76,112877.76,23714.639026395376,,23714.639026395376,23714.639026395376,134.75,,134.75,134.75,8085.0,,8085,8085
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,153.11666666666667,4034.0,,4034,4034,200689.0,,200689,200689,36291.14313704147,,36291.14313704147,36291.14313704147,30980.0,,30980.0,30980.0,83352.29999999997,,83352.29999999997,83352.29999999997,116366.97999999997,,116366.97999999997,116366.97999999997,24709.179257473654,,24709.179257473654,24709.179257473654,153.11666666666667,,153.11666666666667,153.11666666666667,9187.0,,9187,9187
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,154.83333333333334,4706.0,,4706,4706,246903.0,,246903,246903,38928.57771797632,,38928.57771797632,38928.57771797632,33181.5,,33181.5,33181.5,87250.74999999997,,87250.74999999997,87250.74999999997,127536.26000000004,,127536.26000000004,127536.26000000004,25787.54486045684,,25787.54486045684,25787.54486045684,154.83333333333334,,154.83333333333334,154.83333333333334,9290.0,,9290,9290
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,155.0,3953.0,,3953,3953,333488.0,,333488,333488,39616.046021505375,,39616.046021505375,39616.046021505375,34873.0,,34873.0,34873.0,86196.5,,86196.5,86196.5,120291.70000000004,,120291.70000000004,120291.70000000004,25546.696314127767,,25546.696314127767,25546.696314127767,155.0,,155.0,155.0,9300.0,,9300,9300
