target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,19.93,19.98,19.97,19.93,20.00,99.8
40.00,39.97,39.97,39.98,39.97,39.97,39.98,99.9
60.00,62.28,62.45,62.40,62.38,62.28,62.45,104.0
80.00,82.97,82.83,82.92,82.91,82.83,82.97,103.6
100.00,99.00,99.17,99.23,99.13,99.00,99.23,99.1
120.00,122.28,122.07,123.27,122.54,122.07,123.27,102.1
140.00,133.86,127.35,129.98,130.40,127.35,133.86,93.1
160.00,126.88,128.27,127.33,127.49,126.88,128.27,79.7
180.00,125.18,123.00,121.15,123.11,121.15,125.18,68.4
200.00,115.81,117.70,116.10,116.54,115.81,117.70,58.3
220.00,117.70,115.75,115.78,116.41,115.75,117.70,52.9
240.00,114.53,118.80,117.73,117.02,114.53,118.80,48.8
260.00,98.21,94.65,100.75,97.87,94.65,100.75,37.6
280.00,101.40,104.29,106.10,103.93,101.40,106.10,37.1
300.00,103.93,102.60,109.57,105.37,102.60,109.57,35.1
320.00,98.80,103.17,104.77,102.25,98.80,104.77,32.0
340.00,98.38,97.48,88.68,94.85,88.68,98.38,27.9
360.00,93.53,88.50,86.95,89.66,86.95,93.53,24.9
380.00,84.50,88.93,90.73,88.05,84.50,90.73,23.2
400.00,79.23,81.98,87.60,82.94,79.23,87.60,20.7
420.00,86.47,86.02,86.25,86.25,86.02,86.47,20.5
440.00,81.38,89.37,85.15,85.30,81.38,89.37,19.4
460.00,84.17,80.35,87.40,83.97,80.35,87.40,18.3
480.00,89.68,92.53,86.73,89.65,86.73,92.53,18.7
500.00,108.73,97.93,106.42,104.36,97.93,108.73,20.9

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,133.86,140.00
Max Iter2,128.27,160.00
Max Iter3,129.98,140.00
Overall Max,133.86,140.00
Avg of Max,130.70,
