min,max,average,median,p95,p99,std,throughput_rps,target_rps,total_requests,filename
4895,184955,9787.113333333333,7904.5,19350.5,35878.5,7699.44694239932,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
5236,100201,10341.4775,8325.5,20430.2,37222.36999999999,6684.389806568765,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
5292,86625,10877.3475,8733.5,22154.249999999993,39561.34,6503.481897164299,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
4667,181820,10837.29125,8712.0,22744.949999999983,35455.48999999992,7030.418358148404,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
4206,185170,10632.330275229358,8481.0,22792.700000000004,33794.25000000012,7005.917983807621,39.96666666666667,39.96666666666667,2398,target_rps40.00_iter02_rps39.97_lat.csv
4530,75161,9679.277916666666,7817.0,20796.899999999983,30904.579999999845,5608.286621510381,40.0,40.0,2400,target_rps40.00_iter03_rps40.00_lat.csv
4167,100324,10301.174899866488,7820.0,24509.59999999999,38477.519999999975,7040.952394395544,62.416666666666664,62.416666666666664,3745,target_rps60.00_iter01_rps62.42_lat.csv
4439,103329,10233.331552230831,8091.0,23272.899999999987,36359.979999999996,6239.855090591013,62.38333333333333,62.38333333333333,3743,target_rps60.00_iter02_rps62.38_lat.csv
4189,104652,10358.239806866954,8098.5,22750.099999999988,38588.73000000001,6885.347272675994,62.13333333333333,62.13333333333333,3728,target_rps60.00_iter03_rps62.13_lat.csv
4138,114951,10393.425664786462,7929.5,24429.699999999997,39517.78999999996,7261.147188833107,82.73333333333333,82.73333333333333,4964,target_rps80.00_iter01_rps82.73_lat.csv
4197,186423,10472.651787517672,7960.0,24028.5,41546.5,7691.4251275537645,82.51666666666667,82.51666666666667,4951,target_rps80.00_iter02_rps82.52_lat.csv
4138,98531,10221.502938196556,7924.0,23571.9,37022.93999999999,6690.9371140503,82.25,82.25,4935,target_rps80.00_iter03_rps82.25_lat.csv
4178,180319,10730.950425894378,8056.0,25172.95,41504.52000000003,8176.154134395908,97.83333333333333,97.83333333333333,5870,target_rps100.00_iter01_rps97.83_lat.csv
4021,127327,10730.908396946565,7911.0,25945.800000000003,46259.420000000246,8263.511009142825,98.25,98.25,5895,target_rps100.00_iter02_rps98.25_lat.csv
3995,213231,10177.052835921675,7797.0,23325.549999999977,37377.309999999954,7460.694991282496,98.73333333333333,98.73333333333333,5924,target_rps100.00_iter03_rps98.73_lat.csv
3947,115669,10639.915571975916,8073.5,24674.999999999993,40296.52000000002,7861.957074058171,121.8,121.8,7308,target_rps120.00_iter01_rps121.80_lat.csv
