target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,19.98,19.99,19.98,20.00,100.0
40.00,39.92,39.93,39.92,39.92,39.92,39.93,99.8
60.00,62.15,62.42,62.17,62.25,62.15,62.42,103.7
80.00,82.75,82.40,82.77,82.64,82.40,82.77,103.3
100.00,98.25,98.23,98.41,98.30,98.23,98.41,98.3
120.00,120.73,120.63,121.06,120.81,120.63,121.06,100.7
140.00,130.43,129.30,123.77,127.83,123.77,130.43,91.3
160.00,130.70,123.79,126.35,126.95,123.79,130.70,79.3
180.00,120.18,124.38,120.92,121.83,120.18,124.38,67.7
200.00,120.90,123.55,122.68,122.38,120.90,123.55,61.2
220.00,127.24,129.70,125.03,127.32,125.03,129.70,57.9
240.00,126.47,119.48,122.50,122.82,119.48,126.47,51.2
260.00,114.33,119.73,118.02,117.36,114.33,119.73,45.1
280.00,118.17,119.06,116.98,118.07,116.98,119.06,42.2
300.00,117.77,115.12,119.88,117.59,115.12,119.88,39.2
320.00,119.50,114.50,114.96,116.32,114.50,119.50,36.4
340.00,99.90,101.13,105.92,102.32,99.90,105.92,30.1
360.00,95.13,100.28,100.74,98.72,95.13,100.74,27.4
380.00,103.06,101.05,98.97,101.03,98.97,103.06,26.6
400.00,102.25,98.45,93.20,97.97,93.20,102.25,24.5
420.00,102.63,103.60,99.47,101.90,99.47,103.60,24.3
440.00,102.90,93.82,96.66,97.79,93.82,102.90,22.2
460.00,97.34,102.87,89.57,96.59,89.57,102.87,21.0
480.00,105.12,84.47,125.50,105.03,84.47,125.50,21.9
500.00,96.87,101.35,105.16,101.13,96.87,105.16,20.2

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,130.70,160.00
Max Iter2,129.70,220.00
Max Iter3,126.35,160.00
Overall Max,130.70,160.00
Avg of Max,128.92,
