min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
4394,513936,15625.689166666667,6564.5,19941.549999999985,315278.92999999964,50682.01548717799,20.0,20.0,1200,target_rps20.00_iter01_rps20.00_lat.csv
4408,178274,7152.740833333333,6127.0,10436.15,21932.16,7065.7159972409,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
4255,769353,9442.983333333334,6356.0,14193.899999999996,68474.83,27219.74519730831,20.0,20.0,1200,target_rps20.00_iter03_rps20.00_lat.csv
4030,343566,11785.092083333333,6168.5,24998.649999999692,167205.9899999993,27290.625050361843,40.0,40.0,2400,target_rps40.00_iter01_rps40.00_lat.csv
3960,735522,14743.590833333334,6365.0,60091.3499999999,189297.13999999987,38182.82087798232,40.0,40.0,2400,target_rps40.00_iter02_rps40.00_lat.csv
3811,805356,14444.97040433514,6059.0,52910.2,206573.25999999998,42208.725131630745,40.0,39.98,2399,target_rps40.00_iter03_rps39.98_lat.csv
3661,752962,73246.18503620273,29971.0,315874.5999999999,518574.1999999986,107881.43395063114,60.0,62.15,3729,target_rps60.00_iter01_rps62.15_lat.csv
3532,677797,49520.118354261285,16029.0,197045.59999999998,362136.45999999973,74440.91661660562,60.0,62.38,3743,target_rps60.00_iter02_rps62.38_lat.csv
3661,682762,41459.04351308062,8636.0,172469.75,304644.50000000035,67822.35642214055,60.0,62.43,3746,target_rps60.00_iter03_rps62.43_lat.csv
3583,1024294,76842.35474804256,49458.0,232911.0,463966.79999999923,93911.92576642883,80.0,83.02,4981,target_rps80.00_iter01_rps83.02_lat.csv
3736,823261,82761.74085243265,48437.0,285578.24999999994,499683.0199999952,102016.59784357443,80.0,82.9,4974,target_rps80.00_iter02_rps82.90_lat.csv
3772,938674,86524.02269987947,52341.0,294882.7999999998,532522.4899999992,106770.88093574946,80.0,82.97,4978,target_rps80.00_iter03_rps82.97_lat.csv
3524,1152062,109256.58491198659,74249.0,319037.2000000001,628464.6399999992,120916.81548591172,100.0,99.42,5965,target_rps100.00_iter01_rps99.42_lat.csv
3603,1644046,124072.79588422285,75751.0,372176.39999999985,1008328.999999996,172559.8247673615,100.0,99.62,5977,target_rps100.00_iter02_rps99.62_lat.csv
3549,1325474,125653.20484949833,76609.5,436293.75,854605.92,158466.93980073693,100.0,99.67,5980,target_rps100.00_iter03_rps99.67_lat.csv
3487,2240169,150787.37665317138,98066.5,483510.34999999905,1007295.85,181084.37811695485,120.0,123.5,7410,target_rps120.00_iter01_rps123.50_lat.csv
3639,2661744,141145.08703255313,93553.5,430554.94999999966,825456.5900000004,159056.2710919712,120.0,123.9,7434,target_rps120.00_iter02_rps123.90_lat.csv
3533,2013147,167449.45117161045,114317.0,490413.8999999996,1086500.1400000008,191905.13289358292,120.0,123.05,7383,target_rps120.00_iter03_rps123.05_lat.csv
3641,1255550,176233.03521043272,133596.0,503966.59999999945,785564.9199999997,162216.7644257676,140.0,140.58,8435,target_rps140.00_iter01_rps140.58_lat.csv
3507,1288688,164718.98393764024,130596.0,457647.89999999997,697463.3800000001,145744.64061998285,140.0,141.12,8467,target_rps140.00_iter02_rps141.12_lat.csv
3697,1703784,213193.30734597155,154501.5,618342.3999999997,1050567.280000001,209796.42350050763,140.0,140.66,8440,target_rps140.00_iter03_rps140.66_lat.csv
4268,2220313,280778.68652005703,203909.5,775891.5999999995,1280382.349999997,253823.68516655176,160.0,163.7,9822,target_rps160.00_iter01_rps163.70_lat.csv
4167,2505141,442229.8802035623,303287.0,1316306.5999999999,1816736.32,412235.6885529205,160.0,163.75,9825,target_rps160.00_iter02_rps163.75_lat.csv
3672,1722334,260748.3384393955,198522.0,711743.599999999,1053553.0199999998,220165.49752927438,160.0,162.11,9727,target_rps160.00_iter03_rps162.11_lat.csv
4107,2996927,627319.2237060312,545807.0,1416516.5999999999,1865184.1200000017,432332.961542702,180.0,190.95,11457,target_rps180.00_iter01_rps190.95_lat.csv
4081,2681137,694673.1770879267,578497.0,1698578.5,2029048.0800000005,503895.47733617015,180.0,188.98,11339,target_rps180.00_iter02_rps188.98_lat.csv
4313,3283413,510133.84664065886,437798.0,1202311.4,1572599.1199999999,357291.90115997044,180.0,192.25,11535,target_rps180.00_iter03_rps192.25_lat.csv
4756,2588361,670004.6005251642,592800.0,1448734.7999999998,1934705.520000003,416721.55134879105,200.0,190.42,11425,target_rps200.00_iter01_rps190.42_lat.csv
4841,3172597,824779.4292177848,752355.0,1791982.8,2252391.16,535405.115712641,200.0,191.55,11493,target_rps200.00_iter02_rps191.55_lat.csv
4654,2314166,733529.7666202575,688908.0,1568132.0499999996,1850884.31,432685.4014255185,200.0,191.53,11492,target_rps200.00_iter03_rps191.53_lat.csv
6884,19390893,6026843.807236216,5829296.0,10656246.0,11286884.16,3052636.4214266823,220.0,192.55,11553,target_rps220.00_iter01_rps192.55_lat.csv
4674,15352682,4734082.27972669,4512517.0,8204396.0,8536702.0,2290167.4082774734,220.0,200.02,12001,target_rps220.00_iter02_rps200.02_lat.csv
38839,17558269,5382035.685206473,5360108.0,9368077.6,10096560.84,2731132.917586436,220.0,188.48,11309,target_rps220.00_iter03_rps188.48_lat.csv
8787,19994777,5839348.717892426,6155127.0,11346139.9,12026885.610000001,3316061.4103982453,240.0,182.19,10932,target_rps240.00_iter01_rps182.19_lat.csv
