target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,19.98,20.00,19.99,19.98,20.00,100.0
40.00,39.93,39.95,39.95,39.94,39.93,39.95,99.9
60.00,62.48,62.23,62.31,62.34,62.23,62.48,103.9
80.00,82.52,82.60,82.77,82.63,82.52,82.77,103.3
100.00,98.45,98.88,99.03,98.79,98.45,99.03,98.8
120.00,121.57,122.18,122.28,122.01,121.57,122.28,101.7
140.00,139.58,139.45,139.16,139.40,139.16,139.58,99.6
160.00,160.88,158.40,160.43,159.90,158.40,160.88,99.9
180.00,188.22,187.12,189.59,188.31,187.12,189.59,104.6
200.00,188.21,187.16,187.18,187.52,187.16,188.21,93.8
220.00,227.40,228.02,227.24,227.55,227.24,228.02,103.4
240.00,228.53,228.52,228.38,228.48,228.38,228.53,95.2
260.00,282.85,287.12,288.83,286.27,282.85,288.83,110.1
280.00,287.34,286.55,286.70,286.86,286.55,287.34,102.5
300.00,286.55,285.63,282.76,284.98,282.76,286.55,95.0
320.00,281.26,284.25,282.12,282.54,281.26,284.25,88.3
340.00,349.92,347.45,342.02,346.46,342.02,349.92,101.9
360.00,349.51,350.93,343.23,347.89,343.23,350.93,96.6
380.00,356.14,353.51,355.28,354.98,353.51,356.14,93.4
400.00,351.22,343.82,338.41,344.48,338.41,351.22,86.1
420.00,348.69,341.08,350.76,346.84,341.08,350.76,82.6
440.00,355.39,351.18,333.80,346.79,333.80,355.39,78.8
460.00,342.80,338.91,354.64,345.45,338.91,354.64,75.1
480.00,342.94,337.31,348.81,343.02,337.31,348.81,71.5
500.00,356.08,351.46,367.78,358.44,351.46,367.78,71.7

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,356.14,380.00
Max Iter2,353.51,380.00
Max Iter3,367.78,500.00
Overall Max,367.78,500.00
Avg of Max,359.14,
