target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,19.98,19.98,19.99,19.98,20.00,99.9
40.00,39.85,39.95,39.92,39.91,39.85,39.95,99.8
60.00,62.20,62.13,62.15,62.16,62.13,62.20,103.6
80.00,82.28,82.10,82.45,82.28,82.10,82.45,102.8
100.00,97.62,97.18,98.30,97.70,97.18,98.30,97.7
120.00,119.73,120.32,119.82,119.96,119.73,120.32,100.0
140.00,134.74,134.71,134.40,134.62,134.40,134.74,96.2
160.00,154.98,154.83,153.11,154.31,153.11,154.98,96.4
180.00,179.48,179.13,177.07,178.56,177.07,179.48,99.2
200.00,175.07,181.86,175.00,177.31,175.00,181.86,88.7
220.00,207.55,207.56,200.93,205.35,200.93,207.56,93.3
240.00,205.62,208.83,206.45,206.97,205.62,208.83,86.2
260.00,252.01,246.44,245.86,248.10,245.86,252.01,95.4
280.00,244.82,243.40,245.28,244.50,243.40,245.28,87.3
300.00,249.76,265.15,262.79,259.23,249.76,265.15,86.4
320.00,265.45,262.09,257.86,261.80,257.86,265.45,81.8
340.00,281.72,270.54,267.87,273.38,267.87,281.72,80.4
360.00,272.43,274.75,270.69,272.62,270.69,274.75,75.7
380.00,276.55,273.75,270.35,273.55,270.35,276.55,72.0
400.00,275.50,271.98,271.69,273.06,271.69,275.50,68.3
420.00,275.88,270.70,267.78,271.45,267.78,275.88,64.6
440.00,271.89,268.15,270.38,270.14,268.15,271.89,61.4
460.00,275.82,268.13,268.50,270.82,268.13,275.82,58.9
480.00,271.69,271.57,272.18,271.81,271.57,272.18,56.6
500.00,269.87,274.77,264.57,269.74,264.57,274.77,53.9

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,281.72,340.00
Max Iter2,274.77,500.00
Max Iter3,272.18,480.00
Overall Max,281.72,340.00
Avg of Max,276.22,
