target_rps,iter1_achieved,iter2_achieved,iter3_achieved,avg_achieved,min_achieved,max_achieved,efficiency_pct
20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.0
40.00,40.00,40.00,39.97,39.99,39.97,40.00,100.0
60.00,62.45,62.38,62.38,62.40,62.38,62.45,104.0
80.00,83.05,82.93,83.07,83.02,82.93,83.07,103.8
100.00,99.20,99.05,99.33,99.19,99.05,99.33,99.2
120.00,123.45,122.85,123.33,123.21,122.85,123.45,102.7
140.00,130.28,126.23,130.07,128.86,126.23,130.28,92.0
160.00,122.97,128.55,126.80,126.11,122.97,128.55,78.8
180.00,124.33,126.33,121.10,123.92,121.10,126.33,68.8
200.00,122.75,120.53,121.57,121.62,120.53,122.75,60.8
220.00,112.17,121.00,122.66,118.61,112.17,122.66,53.9
240.00,117.77,119.92,120.07,119.25,117.77,120.07,49.7
260.00,105.43,107.27,105.00,105.90,105.00,107.27,40.7
280.00,104.38,108.03,97.88,103.43,97.88,108.03,36.9
300.00,103.33,103.31,103.02,103.22,103.02,103.33,34.4
320.00,105.22,104.87,110.85,106.98,104.87,110.85,33.4
340.00,97.75,96.10,102.21,98.69,96.10,102.21,29.0
360.00,98.81,98.33,94.02,97.05,94.02,98.81,27.0
380.00,95.20,90.70,93.16,93.02,90.70,95.20,24.5
400.00,96.82,94.20,87.68,92.90,87.68,96.82,23.2
420.00,98.35,96.30,96.21,96.95,96.21,98.35,23.1
440.00,91.32,93.20,106.83,97.12,91.32,106.83,22.1
460.00,94.57,91.51,93.94,93.34,91.51,94.57,20.3
480.00,101.12,97.46,98.09,98.89,97.46,101.12,20.6
500.00,98.18,95.51,109.75,101.15,95.51,109.75,20.2

=== MAXIMUM ACHIEVED RPS SUMMARY ===
Metric,Value,Target_RPS
Max Iter1,130.28,140.00
Max Iter2,128.55,160.00
Max Iter3,130.07,140.00
Overall Max,130.28,140.00
Avg of Max,129.63,
