timestamp,pod_count,cpu_usage_millicores,memory_usage_mib
2025-08-28T17:51:56.127991,1,7,43
2025-08-28T17:51:58.337807,1,8,42
2025-08-28T17:52:00.611632,1,8,42
2025-08-28T17:52:02.941873,1,8,42
2025-08-28T17:52:05.314669,1,8,42
2025-08-28T17:52:07.604666,1,8,42
2025-08-28T17:52:09.892751,1,8,42
2025-08-28T17:52:12.168514,1,8,42
2025-08-28T17:52:14.469792,1,467,52
2025-08-28T17:52:16.842099,1,467,52
2025-08-28T17:52:19.146549,1,467,52
2025-08-28T17:52:21.435283,1,467,52
2025-08-28T17:52:23.805518,1,467,52
2025-08-28T17:52:26.142082,1,467,52
2025-08-28T17:52:28.413774,1,502,53
2025-08-28T17:52:30.798914,1,502,53
2025-08-28T17:52:33.312311,1,502,53
2025-08-28T17:52:35.670669,1,502,53
2025-08-28T17:52:38.077754,1,502,53
2025-08-28T17:52:40.331430,1,502,53
2025-08-28T17:52:42.684297,1,502,53
2025-08-28T17:52:44.991353,1,990,54
2025-08-28T17:52:47.356849,1,990,54
2025-08-28T17:52:49.714798,1,990,54
2025-08-28T17:52:52.031874,1,990,54
2025-08-28T17:52:54.356560,1,990,54
2025-08-28T17:52:56.813783,1,990,54
2025-08-28T17:52:59.175943,1,990,56
2025-08-28T17:53:01.430987,1,990,56
2025-08-28T17:53:03.891536,1,990,56
2025-08-28T17:53:06.368039,1,990,56
2025-08-28T17:53:08.733450,1,990,56
2025-08-28T17:53:11.039173,1,990,56
2025-08-28T17:53:13.312391,1,856,56
2025-08-28T17:53:15.601797,1,856,56
2025-08-28T17:53:17.936532,1,856,56
2025-08-28T17:53:20.261788,1,856,56
2025-08-28T17:53:22.566000,1,856,56
2025-08-28T17:53:24.881785,1,856,56
2025-08-28T17:53:27.308291,1,856,56
2025-08-28T17:53:29.683788,1,945,60
2025-08-28T17:53:32.043029,1,945,60
2025-08-28T17:53:34.325374,1,945,60
2025-08-28T17:53:36.705230,1,945,60
2025-08-28T17:53:38.928821,1,945,60
2025-08-28T17:53:41.206916,1,945,60
2025-08-28T17:53:43.500372,1,783,58
2025-08-28T17:53:45.797928,1,783,58
2025-08-28T17:53:48.141779,1,783,58
2025-08-28T17:53:50.445740,1,783,58
2025-08-28T17:53:52.745202,1,783,58
2025-08-28T17:53:55.173337,1,783,58
2025-08-28T17:53:57.494661,1,783,58
2025-08-28T17:53:59.957760,1,807,59
2025-08-28T17:54:02.184006,1,807,59
2025-08-28T17:54:04.490661,1,807,59
2025-08-28T17:54:06.871016,1,807,59
2025-08-28T17:54:09.184248,1,807,59
2025-08-28T17:54:11.479918,1,807,59
2025-08-28T17:54:13.861640,1,641,57
2025-08-28T17:54:16.251671,1,641,57
2025-08-28T17:54:18.579222,1,641,57
2025-08-28T17:54:20.878752,1,641,57
2025-08-28T17:54:23.309821,1,641,57
2025-08-28T17:54:25.781821,1,641,57
2025-08-28T17:54:28.159512,1,576,60
2025-08-28T17:54:30.433774,1,576,60
2025-08-28T17:54:32.717801,1,576,60
2025-08-28T17:54:35.053855,1,576,60
2025-08-28T17:54:37.403351,1,576,60
2025-08-28T17:54:39.786708,1,576,60
2025-08-28T17:54:42.192168,1,576,60
2025-08-28T17:54:44.547089,1,579,60
2025-08-28T17:54:46.921312,1,579,60
2025-08-28T17:54:49.285753,1,579,60
2025-08-28T17:54:51.644946,1,579,60
2025-08-28T17:54:54.009826,1,579,60
2025-08-28T17:54:56.261969,1,579,60
2025-08-28T17:54:58.509365,1,759,61
2025-08-28T17:55:00.772001,1,759,61
2025-08-28T17:55:03.142563,1,759,61
2025-08-28T17:55:05.356832,1,759,61
2025-08-28T17:55:07.559991,1,759,61
2025-08-28T17:55:09.795280,1,759,61
2025-08-28T17:55:12.185312,1,759,61
2025-08-28T17:55:14.756817,1,559,62
2025-08-28T17:55:17.212063,1,559,62
2025-08-28T17:55:19.468913,1,559,62
2025-08-28T17:55:21.825114,1,559,62
2025-08-28T17:55:24.181818,1,559,62
2025-08-28T17:55:26.660210,1,559,62
2025-08-28T17:55:29.020734,1,493,59
2025-08-28T17:55:31.436197,1,493,59
2025-08-28T17:55:33.829803,1,493,59
2025-08-28T17:55:36.184731,1,493,59
2025-08-28T17:55:38.588473,1,493,59
2025-08-28T17:55:40.956341,1,493,59
2025-08-28T17:55:43.329839,1,933,62
2025-08-28T17:55:45.793762,1,933,62
2025-08-28T17:55:48.317842,1,933,62
2025-08-28T17:55:50.999066,1,933,62
2025-08-28T17:55:53.569744,1,933,62
2025-08-28T17:55:55.969754,1,933,62
2025-08-28T17:55:58.310968,1,1004,63
2025-08-28T17:56:00.685809,1,1004,63
2025-08-28T17:56:03.142013,1,1004,63
2025-08-28T17:56:05.512189,1,1004,63
2025-08-28T17:56:07.948379,1,1004,63
2025-08-28T17:56:10.305729,1,1004,63
2025-08-28T17:56:12.497745,1,1004,63
2025-08-28T17:56:14.961769,1,943,62
2025-08-28T17:56:17.393067,1,943,62
2025-08-28T17:56:19.845031,1,943,62
2025-08-28T17:56:22.227433,1,943,62
2025-08-28T17:56:24.619968,1,943,62
2025-08-28T17:56:26.979715,1,943,62
2025-08-28T17:56:29.353895,1,962,62
2025-08-28T17:56:31.712756,1,962,62
2025-08-28T17:56:34.084042,1,962,62
2025-08-28T17:56:36.731991,1,962,62
2025-08-28T17:56:39.123627,1,962,62
2025-08-28T17:56:41.422856,1,962,62
2025-08-28T17:56:43.777812,1,971,64
2025-08-28T17:56:46.136482,1,971,64
2025-08-28T17:56:48.413999,1,971,64
2025-08-28T17:56:50.765189,1,971,64
2025-08-28T17:56:53.205715,1,971,64
2025-08-28T17:56:55.561711,1,971,64
2025-08-28T17:56:58.091876,1,634,64
2025-08-28T17:57:00.493750,1,634,64
2025-08-28T17:57:02.909762,1,634,64
2025-08-28T17:57:05.251863,1,634,64
2025-08-28T17:57:07.732310,1,634,64
2025-08-28T17:57:09.965809,1,634,64
2025-08-28T17:57:12.253772,1,634,64
2025-08-28T17:57:14.449728,1,715,64
2025-08-28T17:57:16.824357,1,715,64
2025-08-28T17:57:19.169289,1,715,64
2025-08-28T17:57:21.522791,1,715,64
2025-08-28T17:57:23.844956,1,715,64
2025-08-28T17:57:26.245807,1,715,64
2025-08-28T17:57:28.635357,1,707,64
2025-08-28T17:57:30.973508,1,707,64
2025-08-28T17:57:33.471753,1,707,64
2025-08-28T17:57:35.778758,1,707,64
2025-08-28T17:57:38.123589,1,707,64
2025-08-28T17:57:40.364414,1,707,64
2025-08-28T17:57:42.612360,1,707,64
2025-08-28T17:57:45.020411,1,513,66
2025-08-28T17:57:47.390752,1,513,66
2025-08-28T17:57:49.782515,1,513,66
2025-08-28T17:57:52.109817,1,513,66
2025-08-28T17:57:54.424756,1,513,66
2025-08-28T17:57:56.892709,1,513,66
2025-08-28T17:57:59.268026,1,638,67
2025-08-28T17:58:01.686022,1,638,67
2025-08-28T17:58:04.199117,1,638,67
2025-08-28T17:58:06.595017,1,638,67
2025-08-28T17:58:08.925776,1,638,67
2025-08-28T17:58:11.216679,1,638,67
2025-08-28T17:58:13.640967,1,791,68
2025-08-28T17:58:15.862533,1,791,68
2025-08-28T17:58:18.109058,1,791,68
2025-08-28T17:58:20.306335,1,791,68
2025-08-28T17:58:22.704569,1,791,68
2025-08-28T17:58:25.115176,1,791,68
2025-08-28T17:58:27.501798,1,791,68
2025-08-28T17:58:29.746933,1,396,68
2025-08-28T17:58:31.989864,1,396,68
2025-08-28T17:58:34.324638,1,396,68
2025-08-28T17:58:36.937772,1,396,68
2025-08-28T17:58:39.346414,1,396,68
2025-08-28T17:58:41.693740,1,396,68
2025-08-28T17:58:44.053844,1,768,69
2025-08-28T17:58:46.542112,1,768,69
2025-08-28T17:58:48.885773,1,768,69
2025-08-28T17:58:51.248824,1,768,69
2025-08-28T17:58:53.583218,1,768,69
2025-08-28T17:58:55.869790,1,768,69
2025-08-28T17:58:58.257787,1,1108,72
2025-08-28T17:59:00.674544,1,1108,72
2025-08-28T17:59:03.230891,1,1108,72
2025-08-28T17:59:05.909835,1,1108,72
2025-08-28T17:59:08.333758,1,1108,72
2025-08-28T17:59:10.650794,1,1108,72
2025-08-28T17:59:13.000080,1,556,69
2025-08-28T17:59:15.492352,1,556,69
2025-08-28T17:59:17.911944,1,556,69
2025-08-28T17:59:20.408985,1,556,69
2025-08-28T17:59:22.613789,1,556,69
2025-08-28T17:59:25.017761,1,556,69
2025-08-28T17:59:27.445311,1,556,69
2025-08-28T17:59:29.776070,1,830,69
2025-08-28T17:59:32.167818,1,830,69
2025-08-28T17:59:34.519494,1,830,69
2025-08-28T17:59:36.921626,1,830,69
2025-08-28T17:59:39.309381,1,830,69
2025-08-28T17:59:41.642750,1,830,69
2025-08-28T17:59:44.198382,1,670,69
2025-08-28T17:59:46.817848,1,670,69
2025-08-28T17:59:49.301736,1,670,69
2025-08-28T17:59:51.813812,1,670,69
2025-08-28T17:59:54.279688,1,670,69
2025-08-28T17:59:56.805835,1,670,69
2025-08-28T17:59:59.229834,1,830,69
2025-08-28T18:00:01.510455,1,830,69
2025-08-28T18:00:03.868601,1,830,69
2025-08-28T18:00:06.293732,1,830,69
2025-08-28T18:00:08.742752,1,830,69
2025-08-28T18:00:11.185786,1,830,69
2025-08-28T18:00:13.745769,1,695,71
2025-08-28T18:00:16.156232,1,695,71
2025-08-28T18:00:18.599633,1,695,71
2025-08-28T18:00:20.985997,1,695,71
2025-08-28T18:00:23.478601,1,695,71
2025-08-28T18:00:25.701811,1,695,71
2025-08-28T18:00:28.109784,1,804,70
2025-08-28T18:00:30.617911,1,804,70
2025-08-28T18:00:33.159838,1,804,70
2025-08-28T18:00:35.683301,1,804,70
2025-08-28T18:00:38.150006,1,804,70
2025-08-28T18:00:40.412176,1,804,70
2025-08-28T18:00:42.834559,1,804,70
2025-08-28T18:00:45.261781,1,979,71
2025-08-28T18:00:47.619428,1,979,71
2025-08-28T18:00:49.984509,1,979,71
2025-08-28T18:00:52.265733,1,979,71
2025-08-28T18:00:54.590623,1,979,71
2025-08-28T18:00:57.065589,1,979,71
2025-08-28T18:00:59.517810,1,605,70
2025-08-28T18:01:01.911258,1,605,70
2025-08-28T18:01:04.313793,1,605,70
2025-08-28T18:01:06.865164,1,605,70
2025-08-28T18:01:09.272110,1,605,70
2025-08-28T18:01:11.492551,1,605,70
2025-08-28T18:01:13.746042,1,592,73
2025-08-28T18:01:16.304813,1,592,73
2025-08-28T18:01:18.913920,1,592,73
2025-08-28T18:01:21.233921,1,592,73
2025-08-28T18:01:24.036517,1,592,73
2025-08-28T18:01:26.556809,1,592,73
2025-08-28T18:01:28.783245,1,583,73
2025-08-28T18:01:30.973699,1,583,73
2025-08-28T18:01:33.168082,1,583,73
2025-08-28T18:01:35.601913,1,583,73
2025-08-28T18:01:38.072489,1,583,73
2025-08-28T18:01:40.604639,1,583,73
2025-08-28T18:01:43.168401,1,476,70
2025-08-28T18:01:45.626409,1,476,70
2025-08-28T18:01:48.087406,1,476,70
2025-08-28T18:01:50.539553,1,476,70
2025-08-28T18:01:52.975309,1,476,70
2025-08-28T18:01:55.433868,1,476,70
2025-08-28T18:01:57.957826,1,928,72
2025-08-28T18:02:00.538884,1,928,72
2025-08-28T18:02:02.809355,1,928,72
2025-08-28T18:02:05.410633,1,928,72
2025-08-28T18:02:07.898375,1,928,72
2025-08-28T18:02:10.567146,1,928,72
2025-08-28T18:02:12.963253,1,889,72
2025-08-28T18:02:15.638469,1,889,72
2025-08-28T18:02:18.081129,1,889,72
2025-08-28T18:02:20.570810,1,889,72
2025-08-28T18:02:23.097934,1,889,72
2025-08-28T18:02:25.586179,1,889,72
2025-08-28T18:02:28.132120,1,901,72
