run,run_label,target_rps,min_mean,min_std,min_min,min_max,max_mean,max_std,max_min,max_max,average_mean,average_std,average_min,average_max,median_mean,median_std,median_min,median_max,p95_mean,p95_std,p95_min,p95_max,p99_mean,p99_std,p99_min,p99_max,std_mean,std_std,std_min,std_max,throughput_rps_mean,throughput_rps_std,throughput_rps_min,throughput_rps_max,total_requests_mean,total_requests_std,total_requests_min,total_requests_max
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,192.3,3225.0,,3225,3225,167659.0,,167659,167659,10345.993153059457,,10345.993153059457,10345.993153059457,7242.0,,7242.0,7242.0,26130.249999999996,,26130.249999999996,26130.249999999996,55586.08999999997,,55586.08999999997,55586.08999999997,10622.870038169864,,10622.870038169864,10622.870038169864,192.3,,192.3,192.3,11538.0,,11538,11538
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,192.33333333333331,3270.0,,3270,3270,249542.0,,249542,249542,10509.318197573655,,10509.318197573655,10509.318197573655,7438.0,,7438.0,7438.0,25623.74999999996,,25623.74999999996,25623.74999999996,52395.05000000006,,52395.05000000006,52395.05000000006,10267.769075560913,,10267.769075560913,10267.769075560913,192.33333333333331,,192.33333333333331,192.33333333333331,11540.0,,11540,11540
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,192.41666666666663,3181.0,,3181,3181,122700.0,,122700,122700,9823.258293633608,,9823.258293633608,9823.258293633608,7047.0,,7047.0,7047.0,24514.999999999985,,24514.999999999985,24514.999999999985,46900.67999999997,,46900.67999999997,46900.67999999997,8488.615511537108,,8488.615511537108,8488.615511537108,192.41666666666663,,192.41666666666663,192.41666666666663,11545.0,,11545,11545
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,192.51666666666668,3311.0,,3311,3311,175329.0,,175329,175329,10409.763570253655,,10409.763570253655,10409.763570253655,7344.0,,7344.0,7344.0,26009.5,,26009.5,26009.5,53594.5,,53594.5,53594.5,9852.96268907696,,9852.96268907696,9852.96268907696,192.51666666666668,,192.51666666666668,192.51666666666668,11551.0,,11551,11551
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,233.83333333333331,3021.0,,3021,3021,213881.0,,213881,213881,14280.706129722024,,14280.706129722024,14280.706129722024,9010.5,,9010.5,9010.5,42217.4,,42217.4,42217.4,80584.97999999997,,80584.97999999997,80584.97999999997,15836.57565071428,,15836.57565071428,15836.57565071428,233.83333333333331,,233.83333333333331,233.83333333333331,14030.0,,14030,14030
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,234.6,3213.0,,3213,3213,200216.0,,200216,200216,13922.571184995735,,13922.571184995735,13922.571184995735,9066.0,,9066.0,9066.0,39373.75,,39373.75,39373.75,75552.0,,75552.0,75552.0,14155.813049116396,,14155.813049116396,14155.813049116396,234.6,,234.6,234.6,14076.0,,14076,14076
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,234.83333333333331,3301.0,,3301,3301,252315.0,,252315,252315,13376.968630234209,,13376.968630234209,13376.968630234209,8613.5,,8613.5,8613.5,36656.15,,36656.15,36656.15,84121.89000000006,,84121.89000000006,84121.89000000006,15825.182230168364,,15825.182230168364,15825.182230168364,234.83333333333331,,234.83333333333331,234.83333333333331,14090.0,,14090,14090
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,236.03333333333333,3175.0,,3175,3175,195689.0,,195689,195689,13710.997246151674,,13710.997246151674,13710.997246151674,9061.0,,9061.0,9061.0,38594.65,,38594.65,38594.65,71195.46999999996,,71195.46999999996,71195.46999999996,14254.886181366055,,14254.886181366055,14254.886181366055,236.03333333333333,,236.03333333333333,236.03333333333333,14162.0,,14162,14162
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,236.65,3319.0,,3319,3319,364488.0,,364488,364488,14634.61546587788,,14634.61546587788,14634.61546587788,9232.0,,9232.0,9232.0,42300.799999999945,,42300.799999999945,42300.799999999945,83042.58000000019,,83042.58000000019,83042.58000000019,16897.209019904185,,16897.209019904185,16897.209019904185,236.65,,236.65,236.65,14199.0,,14199,14199
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,237.71666666666667,3058.0,,3058,3058,168109.0,,168109,168109,12327.918390240482,,12327.918390240482,12327.918390240482,8282.0,,8282.0,8282.0,34111.59999999999,,34111.59999999999,34111.59999999999,66605.47999999997,,66605.47999999997,66605.47999999997,11946.86492610991,,11946.86492610991,11946.86492610991,237.71666666666667,,237.71666666666667,237.71666666666667,14263.0,,14263,14263
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,283.55,3612.0,,3612,3612,389662.0,,389662,389662,33716.69276435667,,33716.69276435667,33716.69276435667,22129.0,,22129.0,22129.0,100081.39999999998,,100081.39999999998,100081.39999999998,166710.92000000013,,166710.92000000013,166710.92000000013,33456.82400664117,,33456.82400664117,33456.82400664117,283.55,,283.55,283.55,17013.0,,17013,17013
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,284.15,3530.0,,3530,3530,396449.0,,396449,396449,32890.333919878,,32890.333919878,32890.333919878,20842.0,,20842.0,20842.0,99632.59999999998,,99632.59999999998,99632.59999999998,178422.36000000004,,178422.36000000004,178422.36000000004,35082.69004161016,,35082.69004161016,35082.69004161016,284.15,,284.15,284.15,17049.0,,17049,17049
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,284.1666666666667,3490.0,,3490,3490,451054.0,,451054,451054,32501.139706744867,,32501.139706744867,32501.139706744867,20213.0,,20213.0,20213.0,96970.74999999993,,96970.74999999993,96970.74999999993,181466.359999999,,181466.359999999,181466.359999999,34852.31942330214,,34852.31942330214,34852.31942330214,284.1666666666667,,284.1666666666667,284.1666666666667,17050.0,,17050,17050
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,284.25,3299.0,,3299,3299,396823.0,,396823,396823,33770.59419525066,,33770.59419525066,33770.59419525066,19349.0,,19349.0,19349.0,115683.29999999996,,115683.29999999996,115683.29999999996,203163.999999999,,203163.999999999,203163.999999999,39502.22365013411,,39502.22365013411,39502.22365013411,284.25,,284.25,284.25,17055.0,,17055,17055
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,284.3,3637.0,,3637,3637,778252.0,,778252,778252,34812.085297221245,,34812.085297221245,34812.085297221245,19364.0,,19364.0,19364.0,103032.59999999998,,103032.59999999998,103032.59999999998,278753.2500000003,,278753.2500000003,278753.2500000003,53073.76781271312,,53073.76781271312,53073.76781271312,284.3,,284.3,284.3,17058.0,,17058,17058
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,284.9,3618.0,,3618,3618,277328.0,,277328,277328,32862.01626301626,,32862.01626301626,32862.01626301626,20417.0,,20417.0,20417.0,100249.4,,100249.4,100249.4,174148.36,,174148.36,174148.36,34044.78882571316,,34044.78882571316,34044.78882571316,284.9,,284.9,284.9,17094.0,,17094,17094
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,285.5,3744.0,,3744,3744,296951.0,,296951,296951,32880.132282545244,,32880.132282545244,32880.132282545244,21330.0,,21330.0,21330.0,95688.34999999982,,95688.34999999982,95688.34999999982,171624.2399999996,,171624.2399999996,171624.2399999996,33300.56866237761,,33300.56866237761,33300.56866237761,285.5,,285.5,285.5,17130.0,,17130,17130
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,286.78333333333336,3206.0,,3206,3206,837325.0,,837325,837325,33120.872377520776,,33120.872377520776,33120.872377520776,18326.0,,18326.0,18326.0,102692.39999999997,,102692.39999999997,102692.39999999997,228737.25999999925,,228737.25999999925,228737.25999999925,48707.934455886105,,48707.934455886105,48707.934455886105,286.78333333333336,,286.78333333333336,286.78333333333336,17207.0,,17207,17207
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,286.85,3416.0,,3416,3416,370299.0,,370299,370299,31274.53523909128,,31274.53523909128,31274.53523909128,19945.0,,19945.0,19945.0,91987.0,,91987.0,91987.0,159799.90000000014,,159799.90000000014,159799.90000000014,32065.42196297724,,32065.42196297724,32065.42196297724,286.85,,286.85,286.85,17211.0,,17211,17211
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,290.3666666666667,3227.0,,3227,3227,368352.0,,368352,368352,31090.102743657444,,31090.102743657444,31090.102743657444,18967.0,,18967.0,18967.0,93563.95000000008,,93563.95000000008,93563.95000000008,192119.7500000004,,192119.7500000004,192119.7500000004,36209.02149077135,,36209.02149077135,36209.02149077135,290.3666666666667,,290.3666666666667,290.3666666666667,17422.0,,17422,17422
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,291.1666666666667,3569.0,,3569,3569,269430.0,,269430,269430,28710.26788780767,,28710.26788780767,28710.26788780767,19052.5,,19052.5,19052.5,80918.79999999996,,80918.79999999996,80918.79999999996,142444.07000000012,,142444.07000000012,142444.07000000012,27689.430673861887,,27689.430673861887,27689.430673861887,291.1666666666667,,291.1666666666667,291.1666666666667,17470.0,,17470,17470
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,291.2333333333333,3161.0,,3161,3161,355945.0,,355945,355945,27988.116744878105,,27988.116744878105,27988.116744878105,16566.5,,16566.5,16566.5,84184.34999999998,,84184.34999999998,84184.34999999998,171331.74000000095,,171331.74000000095,171331.74000000095,32518.95327942061,,32518.95327942061,32518.95327942061,291.2333333333333,,291.2333333333333,291.2333333333333,17474.0,,17474,17474
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,319.55,3944.0,,3944,3944,796806.0,,796806,796806,76661.13889323529,,76661.13889323529,76661.13889323529,43733.0,,43733.0,43733.0,281110.99999999953,,281110.99999999953,281110.99999999953,478563.48,,478563.48,478563.48,94628.34131856047,,94628.34131856047,94628.34131856047,319.55,,319.55,319.55,19173.0,,19173,19173
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,323.96666666666664,4242.0,,4242,4242,538635.0,,538635,538635,66071.29684123881,,66071.29684123881,66071.29684123881,44810.5,,44810.5,44810.5,204196.04999999984,,204196.04999999984,204196.04999999984,314341.0900000004,,314341.0900000004,314341.0900000004,64628.83569695216,,64628.83569695216,64628.83569695216,323.96666666666664,,323.96666666666664,323.96666666666664,19438.0,,19438,19438
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,325.95,4229.0,,4229,4229,903293.0,,903293,903293,79627.61379557192,,79627.61379557192,79627.61379557192,46822.0,,46822.0,46822.0,290416.4000000002,,290416.4000000002,290416.4000000002,428302.5599999997,,428302.5599999997,428302.5599999997,91426.07079651156,,91426.07079651156,91426.07079651156,325.95,,325.95,325.95,19557.0,,19557,19557
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,327.03333333333336,3687.0,,3687,3687,904535.0,,904535,904535,73054.88971562532,,73054.88971562532,73054.88971562532,45414.0,,45414.0,45414.0,241801.05000000005,,241801.05000000005,241801.05000000005,391729.9000000006,,391729.9000000006,391729.9000000006,81593.10699619919,,81593.10699619919,81593.10699619919,327.03333333333336,,327.03333333333336,327.03333333333336,19622.0,,19622,19622
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,327.3666666666667,4452.0,,4452,4452,1212352.0,,1212352,1212352,84168.10665919968,,84168.10665919968,84168.10665919968,45879.5,,45879.5,45879.5,304059.0000000001,,304059.0000000001,304059.0000000001,634619.4800000002,,634619.4800000002,634619.4800000002,118317.37355615634,,118317.37355615634,118317.37355615634,327.3666666666667,,327.3666666666667,327.3666666666667,19642.0,,19642,19642
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,327.5833333333333,3444.0,,3444,3444,855402.0,,855402,855402,74403.09163062833,,74403.09163062833,74403.09163062833,44820.0,,44820.0,44820.0,254625.69999999987,,254625.69999999987,254625.69999999987,504423.56,,504423.56,504423.56,92185.47508153685,,92185.47508153685,92185.47508153685,327.5833333333333,,327.5833333333333,327.5833333333333,19655.0,,19655,19655
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,327.8333333333333,3552.0,,3552,3552,712595.0,,712595,712595,71054.62663955262,,71054.62663955262,71054.62663955262,46617.0,,46617.0,46617.0,231774.79999999996,,231774.79999999996,231774.79999999996,359774.6900000001,,359774.6900000001,359774.6900000001,74417.42500250843,,74417.42500250843,74417.42500250843,327.8333333333333,,327.8333333333333,327.8333333333333,19670.0,,19670,19670
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,328.5,3573.0,,3573,3573,1155874.0,,1155874,1155874,75708.10999492643,,75708.10999492643,75708.10999492643,45381.5,,45381.5,45381.5,270224.1499999999,,270224.1499999999,270224.1499999999,513963.56,,513963.56,513963.56,96363.7261658267,,96363.7261658267,96363.7261658267,328.5,,328.5,328.5,19710.0,,19710,19710
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,328.56666666666666,3280.0,,3280,3280,958520.0,,958520,958520,92887.43233235263,,92887.43233235263,92887.43233235263,47233.5,,47233.5,47233.5,398466.0499999992,,398466.0499999992,398466.0499999992,649054.4299999999,,649054.4299999999,649054.4299999999,130244.30065237796,,130244.30065237796,130244.30065237796,328.56666666666666,,328.56666666666666,328.56666666666666,19714.0,,19714,19714
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,328.7333333333333,3676.0,,3676,3676,848474.0,,848474,848474,73399.6058101805,,73399.6058101805,73399.6058101805,47835.5,,47835.5,47835.5,236620.7499999999,,236620.7499999999,236620.7499999999,413116.02,,413116.02,413116.02,81029.9842040964,,81029.9842040964,81029.9842040964,328.7333333333333,,328.7333333333333,328.7333333333333,19724.0,,19724,19724
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,329.6333333333333,3959.0,,3959,3959,1060659.0,,1060659,1060659,78419.19784609161,,78419.19784609161,78419.19784609161,45147.0,,45147.0,45147.0,282432.45,,282432.45,282432.45,508614.1399999997,,508614.1399999997,508614.1399999997,97724.119294038,,97724.119294038,97724.119294038,329.6333333333333,,329.6333333333333,329.6333333333333,19778.0,,19778,19778
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,329.76666666666665,3835.0,,3835,3835,761093.0,,761093,761093,79085.4806428788,,79085.4806428788,79085.4806428788,46037.0,,46037.0,46037.0,287624.0,,287624.0,287624.0,456627.20000000007,,456627.20000000007,456627.20000000007,92814.032938824,,92814.032938824,92814.032938824,329.76666666666665,,329.76666666666665,329.76666666666665,19786.0,,19786,19786
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,330.1333333333333,4001.0,,4001,4001,859128.0,,859128,859128,78037.713953958,,78037.713953958,78037.713953958,46929.0,,46929.0,46929.0,271750.49999999953,,271750.49999999953,271750.49999999953,493462.6600000002,,493462.6600000002,493462.6600000002,94649.8826694371,,94649.8826694371,94649.8826694371,330.1333333333333,,330.1333333333333,330.1333333333333,19808.0,,19808,19808
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,330.21666666666664,4229.0,,4229,4229,704329.0,,704329,704329,73798.39226770302,,73798.39226770302,73798.39226770302,45680.0,,45680.0,45680.0,255370.9999999997,,255370.9999999997,255370.9999999997,399539.8800000004,,399539.8800000004,399539.8800000004,81738.01407750213,,81738.01407750213,81738.01407750213,330.21666666666664,,330.21666666666664,330.21666666666664,19813.0,,19813,19813
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,331.75,3827.0,,3827,3827,683278.0,,683278,683278,73261.91328811857,,73261.91328811857,73261.91328811857,44734.0,,44734.0,44734.0,256508.4,,256508.4,256508.4,405297.0399999996,,405297.0399999996,405297.0399999996,82164.16922660591,,82164.16922660591,82164.16922660591,331.75,,331.75,331.75,19905.0,,19905,19905
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,332.0,3712.0,,3712,3712,593099.0,,593099,593099,64943.71777108434,,64943.71777108434,64943.71777108434,45145.0,,45145.0,45145.0,202041.3499999999,,202041.3499999999,202041.3499999999,318508.7800000003,,318508.7800000003,318508.7800000003,63957.42854689744,,63957.42854689744,63957.42854689744,332.0,,332.0,332.0,19920.0,,19920,19920
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,332.25,3583.0,,3583,3583,613268.0,,613268,613268,65300.066516177576,,65300.066516177576,65300.066516177576,43017.0,,43017.0,43017.0,207607.49999999985,,207607.49999999985,207607.49999999985,337266.4,,337266.4,337266.4,67031.28439251443,,67031.28439251443,67031.28439251443,332.25,,332.25,332.25,19935.0,,19935,19935
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,332.3833333333333,4145.0,,4145,4145,467893.0,,467893,467893,62042.2911297197,,62042.2911297197,62042.2911297197,44374.0,,44374.0,44374.0,184668.49999999985,,184668.49999999985,184668.49999999985,284356.45999999915,,284356.45999999915,284356.45999999915,57497.77408722614,,57497.77408722614,57497.77408722614,332.3833333333333,,332.3833333333333,332.3833333333333,19943.0,,19943,19943
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,332.51666666666665,4098.0,,4098,4098,779425.0,,779425,779425,68678.31321738259,,68678.31321738259,68678.31321738259,42055.0,,42055.0,42055.0,228218.5,,228218.5,228218.5,377268.5,,377268.5,377268.5,77620.8125325018,,77620.8125325018,77620.8125325018,332.51666666666665,,332.51666666666665,332.51666666666665,19951.0,,19951,19951
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,332.6333333333333,3677.0,,3677,3677,540657.0,,540657,540657,60193.37358452751,,60193.37358452751,60193.37358452751,39759.0,,39759.0,39759.0,186545.5999999998,,186545.5999999998,186545.5999999998,309834.0200000001,,309834.0200000001,309834.0200000001,61371.3814072633,,61371.3814072633,61371.3814072633,332.6333333333333,,332.6333333333333,332.6333333333333,19958.0,,19958,19958
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,332.8666666666667,3435.0,,3435,3435,710796.0,,710796,710796,70863.47261165633,,70863.47261165633,70863.47261165633,46277.0,,46277.0,46277.0,230904.60000000003,,230904.60000000003,230904.60000000003,365598.41,,365598.41,365598.41,75032.77720921385,,75032.77720921385,75032.77720921385,332.8666666666667,,332.8666666666667,332.8666666666667,19972.0,,19972,19972
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,333.53333333333336,3901.0,,3901,3901,795872.0,,795872,795872,78108.75709574255,,78108.75709574255,78108.75709574255,48873.0,,48873.0,48873.0,266636.7,,266636.7,266636.7,425213.6699999999,,425213.6699999999,425213.6699999999,86796.96761502221,,86796.96761502221,86796.96761502221,333.53333333333336,,333.53333333333336,333.53333333333336,20012.0,,20012,20012
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,334.8,3957.0,,3957,3957,685033.0,,685033,685033,70345.07626443647,,70345.07626443647,70345.07626443647,45501.0,,45501.0,45501.0,232260.69999999952,,232260.69999999952,232260.69999999952,392741.6200000003,,392741.6200000003,392741.6200000003,76904.10570839053,,76904.10570839053,76904.10570839053,334.8,,334.8,334.8,20088.0,,20088,20088
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,335.1666666666667,3963.0,,3963,3963,645616.0,,645616,645616,66472.83023371457,,66472.83023371457,66472.83023371457,45156.0,,45156.0,45156.0,199235.8,,199235.8,199235.8,367380.89,,367380.89,367380.89,69037.19096724647,,69037.19096724647,69037.19096724647,335.1666666666667,,335.1666666666667,335.1666666666667,20110.0,,20110,20110
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,335.18333333333334,3348.0,,3348,3348,642078.0,,642078,642078,70538.70637959326,,70538.70637959326,70538.70637959326,46176.0,,46176.0,46176.0,231039.5,,231039.5,231039.5,359477.60000000044,,359477.60000000044,359477.60000000044,74015.10191855632,,74015.10191855632,74015.10191855632,335.18333333333334,,335.18333333333334,335.18333333333334,20111.0,,20111,20111
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,335.3333333333333,3748.0,,3748,3748,861007.0,,861007,861007,71882.24408548708,,71882.24408548708,71882.24408548708,45106.5,,45106.5,45106.5,236266.5999999998,,236266.5999999998,236266.5999999998,424363.5000000009,,424363.5000000009,424363.5000000009,83141.05053229621,,83141.05053229621,83141.05053229621,335.3333333333333,,335.3333333333333,335.3333333333333,20120.0,,20120,20120
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,335.8,3387.0,,3387,3387,774834.0,,774834,774834,70564.54397458804,,70564.54397458804,70564.54397458804,43806.5,,43806.5,43806.5,232688.04999999987,,232688.04999999987,232688.04999999987,420964.0199999996,,420964.0199999996,420964.0199999996,81024.28666902255,,81024.28666902255,81024.28666902255,335.8,,335.8,335.8,20148.0,,20148,20148
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,20.0,4992.666666666667,99.30928120439378,4878,5051,76334.0,34166.45912294688,50166,114987,9282.11638888889,374.31994007775484,9014.554166666669,9709.875833333334,7645.0,44.60661385938189,7593.5,7671.5,18626.733333333334,649.3341095563516,17972.399999999994,19270.95,31742.969999999983,754.3182684384401,31213.28,32606.61999999996,5766.972218145144,1433.0254950408466,4782.872653061056,7411.073693944936,20.0,0.0,20.0,20.0,1200.0,0.0,1200,1200
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,39.98333333333333,4188.0,,4188,4188,101579.0,,101579,101579,9242.705293872446,,9242.705293872446,9242.705293872446,7543.0,,7543.0,7543.0,18948.599999999984,,18948.599999999984,18948.599999999984,31492.359999999982,,31492.359999999982,31492.359999999982,5690.111427244388,,5690.111427244388,5690.111427244388,39.98333333333333,,39.98333333333333,39.98333333333333,2399.0,,2399,2399
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,40.0,4301.5,354.26049737446033,4051,4552,113424.5,54665.718146750805,74770,152079,8879.177916666667,403.63953167166824,8593.761666666667,9164.594166666666,7352.0,301.22748878546923,7139.0,7565.0,18479.125,416.2384067454622,18184.8,18773.45,30207.404999999944,385.1115662376533,29935.089999999927,30479.71999999996,5621.529393962748,1058.3689735258565,4873.149515785169,6369.909272140327,40.0,0.0,40.0,40.0,2400.0,0.0,2400,2400
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,62.4,4010.0,,4010,4010,89885.0,,89885,89885,8590.270566239316,,8590.270566239316,8590.270566239316,7002.5,,7002.5,7002.5,17772.85,,17772.85,17772.85,30841.96000000004,,30841.96000000004,30841.96000000004,5371.327320803544,,5371.327320803544,5371.327320803544,62.4,,62.4,62.4,3744.0,,3744,3744
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,62.46666666666667,3962.0,,3962,3962,105474.0,,105474,105474,8350.568836712913,,8350.568836712913,8350.568836712913,6803.5,,6803.5,6803.5,17061.549999999996,,17061.549999999996,17061.549999999996,28120.879999999925,,28120.879999999925,28120.879999999925,5175.178625215968,,5175.178625215968,5175.178625215968,62.46666666666667,,62.46666666666667,62.46666666666667,3748.0,,3748,3748
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,62.5,3621.0,,3621,3621,95980.0,,95980,95980,8425.526666666667,,8425.526666666667,8425.526666666667,6790.5,,6790.5,6790.5,17769.749999999938,,17769.749999999938,17769.749999999938,30791.929999999968,,30791.929999999968,30791.929999999968,5482.277487099276,,5482.277487099276,5482.277487099276,62.5,,62.5,62.5,3750.0,,3750,3750
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,82.9,3718.0,,3718,3718,167785.0,,167785,167785,8398.266586248492,,8398.266586248492,8398.266586248492,6543.0,,6543.0,6543.0,18071.249999999996,,18071.249999999996,18071.249999999996,32183.14999999993,,32183.14999999993,32183.14999999993,7449.120473992132,,7449.120473992132,7449.120473992132,82.9,,82.9,82.9,4974.0,,4974,4974
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,83.05,3860.0,,3860,3860,107912.0,,107912,107912,8628.674091912502,,8628.674091912502,8628.674091912502,6788.0,,6788.0,6788.0,19027.799999999952,,19027.799999999952,19027.799999999952,32377.04000000005,,32377.04000000005,32377.04000000005,6128.773723146701,,6128.773723146701,6128.773723146701,83.05,,83.05,83.05,4983.0,,4983,4983
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,83.06666666666666,3624.0,,3624,3624,92961.0,,92961,92961,8379.206661316211,,8379.206661316211,8379.206661316211,6640.5,,6640.5,6640.5,18955.74999999995,,18955.74999999995,18955.74999999995,32345.06000000001,,32345.06000000001,32345.06000000001,5568.716607903208,,5568.716607903208,5568.716607903208,83.06666666666666,,83.06666666666666,83.06666666666666,4984.0,,4984,4984
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,99.01666666666668,3442.0,,3442,3442,94910.0,,94910,94910,8266.853391684901,,8266.853391684901,8266.853391684901,6461.0,,6461.0,6461.0,18683.0,,18683.0,18683.0,32922.60000000031,,32922.60000000031,32922.60000000031,5827.074715959995,,5827.074715959995,5827.074715959995,99.01666666666668,,99.01666666666668,99.01666666666668,5941.0,,5941,5941
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,99.35,3541.0,,3541,3541,524676.0,,524676,524676,10115.0013420567,,10115.0013420567,10115.0013420567,6680.0,,6680.0,6680.0,22023.0,,22023.0,22023.0,53732.99999999993,,53732.99999999993,53732.99999999993,21649.08120603716,,21649.08120603716,21649.08120603716,99.35,,99.35,99.35,5961.0,,5961,5961
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,99.46666666666668,3395.0,,3395,3395,143591.0,,143591,143591,8519.548927613941,,8519.548927613941,8519.548927613941,6528.0,,6528.0,6528.0,19836.249999999996,,19836.249999999996,19836.249999999996,34918.44999999999,,34918.44999999999,34918.44999999999,6957.3392709559,,6957.3392709559,6957.3392709559,99.46666666666668,,99.46666666666668,99.46666666666668,5968.0,,5968,5968
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,122.88333333333334,3300.0,,3300,3300,102074.0,,102074,102074,8066.1299335413,,8066.1299335413,8066.1299335413,6058.0,,6058.0,6058.0,19156.4,,19156.4,19156.4,38246.64,,38246.64,38246.64,6573.407987293298,,6573.407987293298,6573.407987293298,122.88333333333334,,122.88333333333334,122.88333333333334,7373.0,,7373,7373
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,123.05,3257.0,,3257,3257,115352.0,,115352,115352,8402.417716375458,,8402.417716375458,8402.417716375458,6298.0,,6298.0,6298.0,19879.2,,19879.2,19879.2,35623.70000000006,,35623.70000000006,35623.70000000006,6647.384352389896,,6647.384352389896,6647.384352389896,123.05,,123.05,123.05,7383.0,,7383,7383
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,123.43333333333334,3323.0,,3323,3323,176993.0,,176993,176993,8549.738590332163,,8549.738590332163,8549.738590332163,6287.0,,6287.0,6287.0,20748.0,,20748.0,20748.0,37783.79999999997,,37783.79999999997,37783.79999999997,8188.540293037142,,8188.540293037142,8188.540293037142,123.43333333333334,,123.43333333333334,123.43333333333334,7406.0,,7406,7406
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,139.56666666666666,3428.0,,3428,3428,153633.0,,153633,153633,8447.290661571531,,8447.290661571531,8447.290661571531,6158.0,,6158.0,6158.0,20365.449999999964,,20365.449999999964,20365.449999999964,40011.99000000002,,40011.99000000002,40011.99000000002,7982.36767564379,,7982.36767564379,7982.36767564379,139.56666666666666,,139.56666666666666,139.56666666666666,8374.0,,8374,8374
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,139.73333333333332,3236.0,,3236,3236,86363.0,,86363,86363,8414.205391221374,,8414.205391221374,8414.205391221374,6381.0,,6381.0,6381.0,19546.949999999957,,19546.949999999957,19546.949999999957,33773.34000000001,,33773.34000000001,33773.34000000001,6276.814166054373,,6276.814166054373,6276.814166054373,139.73333333333332,,139.73333333333332,139.73333333333332,8384.0,,8384,8384
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,140.25,3291.0,,3291,3291,154648.0,,154648,154648,8808.194295900179,,8808.194295900179,8808.194295900179,6395.0,,6395.0,6395.0,20726.099999999995,,20726.099999999995,20726.099999999995,43693.96000000095,,43693.96000000095,43693.96000000095,8253.494647153491,,8253.494647153491,8253.494647153491,140.25,,140.25,140.25,8415.0,,8415,8415
