min,max,average,median,p95,p99,std,target_rps,throughput_rps,total_requests,filename
4977,1289305,31618.320266889074,7589.0,78054.69999999995,829813.7599999997,129055.36732281433,20.0,19.98,1199,target_rps20.00_iter01_rps19.98_lat.csv
4828,355163,12367.4175,7218.0,19544.949999999993,111870.1399999996,27830.84319060169,20.0,20.0,1200,target_rps20.00_iter02_rps20.00_lat.csv
4810,391188,11124.76647206005,7174.0,17022.799999999977,138782.66,24057.796161410202,20.0,19.98,1199,target_rps20.00_iter03_rps19.98_lat.csv
4452,388227,13730.250937890787,6818.0,37641.09999999999,189186.36,33093.10302811704,40.0,39.98,2399,target_rps40.00_iter01_rps39.98_lat.csv
4321,651751,13317.774906210921,6842.0,26813.299999999985,178964.8,37064.04457995125,40.0,39.98,2399,target_rps40.00_iter02_rps39.98_lat.csv
4670,924388,19356.8675,7122.0,50534.749999999956,376252.9799999997,66220.17798140616,40.0,40.0,2400,target_rps40.00_iter03_rps40.00_lat.csv
4199,1005849,47045.16786762744,17934.0,174408.99999999994,297972.73999999993,64514.217254562456,60.0,62.45,3747,target_rps60.00_iter01_rps62.45_lat.csv
4408,1284868,52160.73338670937,19850.0,189334.7999999999,376795.93999999994,83830.70159153968,60.0,62.45,3747,target_rps60.00_iter02_rps62.45_lat.csv
3927,929576,56150.88508818814,14753.5,224136.65,497539.1900000026,96308.81593559463,60.0,62.37,3742,target_rps60.00_iter03_rps62.37_lat.csv
4023,862060,93820.59012444802,60683.0,309386.14999999997,567471.2899999977,110533.99353523993,80.0,82.98,4982,target_rps80.00_iter01_rps82.98_lat.csv
4000,1229301,102870.9169341894,64061.5,358877.29999999993,608040.9800000002,123603.50617476087,80.0,83.07,4984,target_rps80.00_iter02_rps83.07_lat.csv
4207,937043,89118.21936520691,61846.0,260979.39999999994,503684.7599999977,100143.05156219738,80.0,82.97,4978,target_rps80.00_iter03_rps82.97_lat.csv
4068,2599160,153331.21804763502,100262.0,495161.85,987334.8600000007,182986.18952486463,100.0,99.36,5962,target_rps100.00_iter01_rps99.36_lat.csv
4335,961290,113211.41535102452,89057.5,300175.6999999997,469894.1800000003,97783.6869748374,100.0,99.23,5954,target_rps100.00_iter02_rps99.23_lat.csv
4043,1030125,111710.03769475625,82097.0,314648.8,513790.67999999935,109532.79173343253,100.0,99.48,5969,target_rps100.00_iter03_rps99.48_lat.csv
3828,1735797,201231.08865923306,148007.0,595202.1499999999,1073742.7400000005,205414.53706594132,120.0,122.28,7354,target_rps120.00_iter01_rps122.28_lat.csv
4123,997521,147465.83031368308,122807.5,374156.75,579907.5500000003,119211.66835502122,120.0,123.27,7396,target_rps120.00_iter02_rps123.27_lat.csv
4145,1787118,184179.6317430198,145832.0,502271.6499999999,921603.0799999993,169954.59646557973,120.0,122.97,7378,target_rps120.00_iter03_rps122.97_lat.csv
4809,1202707,223172.9231044776,171361.0,620155.0999999997,823176.9400000001,183386.49366447103,140.0,139.58,8375,target_rps140.00_iter01_rps139.58_lat.csv
5090,1354600,233598.76867009202,182138.0,608674.9999999999,895508.1999999986,187882.01461033343,140.0,139.48,8369,target_rps140.00_iter02_rps139.48_lat.csv
4425,2152008,232186.45414218918,167546.0,662602.0,970616.8000000004,220921.75277612338,140.0,138.96,8341,target_rps140.00_iter03_rps138.96_lat.csv
